"","x","y","estimate","p.value","change","elev","stream_dist","aspect","aspect.class","elev.raw","p.class"
"909",634710,4331520,0.00751791989162105,0.0253812916731578,0.187947997290526,"LOW",67.0820388793945,354.289398193359,"North",989,"SIGNIFICANT"
"910",634710,4331550,0.00655213315358673,0.0520886960875681,0.163803328839668,"LOW",42.4264068603516,346.429565429688,"North",984,"NOT SIGNIFICANT"
"911",634710,4331580,0.00721714195674688,0.0113984270412866,0.180428548918672,"LOW",30,330.255126953125,"Northwest",981,"SIGNIFICANT"
"912",634710,4331610,0.00707831516096828,0.0425592420992996,0.176957879024207,"LOW",30,296.565063476562,"Northwest",980,"SIGNIFICANT"
"913",634710,4331640,0.00574986596562178,0.0243746228754024,0.143746649140545,"LOW",0,296.565063476562,"Northwest",980,"SIGNIFICANT"
"914",634710,4331670,0.00610297809020235,0.0513351373280682,0.152574452255059,"LOW",0,299.054595947266,"Northwest",979,"NOT SIGNIFICANT"
"915",634710,4331700,0.0054154922516248,0.0392443763505137,0.13538730629062,"LOW",30,274.398712158203,"West",979,"SIGNIFICANT"
"916",634710,4331730,0.00844160370838389,0.0516806011908,0.211040092709597,"LOW",42.4264068603516,258.690063476562,"West",979,"NOT SIGNIFICANT"
"917",634710,4331760,0.0075140060779519,0.0304024099619645,0.187850151948797,"LOW",67.0820388793945,240.945388793945,"Southwest",980,"SIGNIFICANT"
"918",634710,4331790,0.00594195683457166,0.0258892355347929,0.148548920864291,"LOW",84.8528137207031,234.090270996094,"Southwest",983,"SIGNIFICANT"
"919",634710,4331820,0.00637021183530405,0.0374492678887607,0.159255295882601,"LOW",108.166542053223,243.434951782227,"Southwest",986,"SIGNIFICANT"
"920",634710,4331850,0.00772847850923157,0.0141286546241494,0.193211962730789,"LOW",127.279220581055,262.874969482422,"West",986,"SIGNIFICANT"
"921",634710,4331880,0.00769969172466079,0.00418218689821594,0.19249229311652,"LOW",150,251.565048217773,"West",986,"SIGNIFICANT"
"922",634710,4331910,0.00803119312142993,0.0146314840612643,0.200779828035748,"LOW",174.928558349609,225,"Southwest",987,"SIGNIFICANT"
"923",634710,4331940,0.00842168357013798,0.00122147906068638,0.210542089253449,"LOW",201.246124267578,243.434951782227,"Southwest",988,"SIGNIFICANT"
"924",634710,4331970,0.00799507252453023,0.00355633502006953,0.199876813113256,"LOW",228.473190307617,225,"Southwest",988,"SIGNIFICANT"
"925",634710,4332000,0.00474925293680517,0.0170102033068592,0.118731323420129,"LOW",256.320098876953,198.434951782227,"South",990,"SIGNIFICANT"
"926",634710,4332030,0.00674261560795663,0.00726207686881633,0.168565390198916,"LOW",284.60498046875,225,"Southwest",992,"SIGNIFICANT"
"927",634710,4332060,0.00350719293201471,0.0104297032653713,0.0876798233003677,"LOW",313.209197998047,341.565063476562,"North",990,"SIGNIFICANT"
"928",634740,4330290,0.00632451777061811,0.00797977350603343,0.158112944265453,"MID",600.74951171875,300.963745117188,"Northwest",1077,"SIGNIFICANT"
"929",634740,4330320,0.00329360099905574,0.106994789393652,0.0823400249763934,"MID",570.788940429688,320.710601806641,"Northwest",1075,"NOT SIGNIFICANT"
"930",634740,4330350,0.00462978972636699,0.0392107597596428,0.115744743159175,"MID",540.832702636719,338.498565673828,"North",1071,"SIGNIFICANT"
"931",634740,4330380,0.00380835731338474,0.0587532021461175,0.0952089328346186,"MID",510.881591796875,343.610473632812,"North",1066,"NOT SIGNIFICANT"
"932",634740,4330410,0.00317393869963143,0.0855937072732662,0.0793484674907857,"MID",480.936584472656,336.250518798828,"Northwest",1062,"NOT SIGNIFICANT"
"933",634740,4330440,0.00401127946843153,0.0153696584829063,0.100281986710788,"MID",450.998901367188,324.462310791016,"Northwest",1060,"SIGNIFICANT"
"934",634740,4330470,0.00438932611773251,0.0664410777218313,0.109733152943313,"MID",421.070068359375,341.565063476562,"North",1059,"NOT SIGNIFICANT"
"935",634740,4330500,0.00548980827727942,0.0113642967700745,0.137245206931986,"MID",391.152130126953,5.71059322357178,"North",1057,"SIGNIFICANT"
"936",634740,4330530,0.0041312110088857,0.0557246056336436,0.103280275222142,"MID",361.247833251953,7.4314079284668,"North",1054,"NOT SIGNIFICANT"
"937",634740,4330560,0.00408759505503927,0.0995571012885796,0.102189876375982,"MID",331.36083984375,7.12501621246338,"North",1051,"NOT SIGNIFICANT"
"938",634740,4330590,0.00749383666404606,0.00029812551761781,0.187345916601152,"MID",301.496276855469,18.4349479675293,"North",1050,"SIGNIFICANT"
"939",634740,4330620,0.00795076842121521,0.00773094541332805,0.19876921053038,"MID",271.661560058594,108.434951782227,"East",1049,"SIGNIFICANT"
"940",634740,4330650,0.00598860226006855,0.0103496191600652,0.149715056501714,"MID",241.867736816406,135,"Southeast",1051,"SIGNIFICANT"
"941",634740,4330680,0.00405158741914267,0.0960524231573892,0.101289685478567,"MID",212.132034301758,106.927513122559,"East",1053,"NOT SIGNIFICANT"
"942",634740,4330710,0.00394629628777799,0.0167085312543205,0.0986574071944498,"MID",182.482879638672,77.9052429199219,"East",1053,"SIGNIFICANT"
"943",634740,4330740,0.00519733269377858,0.0188946759093844,0.129933317344464,"MID",152.970581054688,61.6992454528809,"Northeast",1052,"SIGNIFICANT"
"944",634740,4330770,0.00426756847458547,0.0042443211522606,0.106689211864637,"MID",123.693168640137,47.4895515441895,"Northeast",1050,"SIGNIFICANT"
"945",634740,4330800,0.00347965638765791,0.06342760261012,0.0869914096914476,"MID",94.8683319091797,40.6012954711914,"Northeast",1046,"NOT SIGNIFICANT"
"946",634740,4330830,0.00645171204231201,0.00799439673541609,0.1612928010578,"MID",67.0820388793945,42.7093887329102,"Northeast",1042,"SIGNIFICANT"
"947",634740,4330860,0.00605768347864927,0.045580758741167,0.151442086966232,"MID",42.4264068603516,45,"Northeast",1039,"SIGNIFICANT"
"948",634740,4330890,0.0038667250889147,0.0896803811676473,0.0966681272228675,"MID",30,49.2363929748535,"Northeast",1035,"NOT SIGNIFICANT"
"949",634740,4330920,0.00491259012070735,0.01620295527456,0.122814753017684,"MID",30,57.2647743225098,"Northeast",1032,"SIGNIFICANT"
"950",634740,4330950,0.00331896667375547,0.0684572414917658,0.0829741668438867,"MID",30,70.2011260986328,"East",1030,"NOT SIGNIFICANT"
"951",634740,4330980,0.00443342022033082,0.0648700125931753,0.110835505508271,"LOW",30,74.7448806762695,"East",1030,"NOT SIGNIFICANT"
"952",634740,4331010,0.00207547819774719,0.279366607870034,0.0518869549436798,"LOW",30,51.3401908874512,"Northeast",1029,"NOT SIGNIFICANT"
"953",634740,4331040,0.00364438433446051,0.0294123475122607,0.0911096083615127,"LOW",30,45,"Northeast",1026,"SIGNIFICANT"
"954",634740,4331070,0.00224489804293535,0.350647051246979,0.0561224510733837,"LOW",30,53.4269676208496,"Northeast",1023,"NOT SIGNIFICANT"
"955",634740,4331100,0.0030183247985059,0.0602932620128143,0.0754581199626475,"LOW",42.4264068603516,62.1027297973633,"Northeast",1020,"NOT SIGNIFICANT"
"956",634740,4331130,0.00225272009600056,0.112302168800112,0.0563180024000141,"LOW",67.0820388793945,80.5376815795898,"East",1018,"NOT SIGNIFICANT"
"957",634740,4331160,0.00320742536144911,0.243294062521516,0.0801856340362278,"LOW",60,91.3971786499023,"East",1019,"NOT SIGNIFICANT"
"958",634740,4331190,0.00357654450283662,0.0731158072041518,0.0894136125709154,"LOW",60,87.3974380493164,"East",1019,"NOT SIGNIFICANT"
"959",634740,4331220,0.00390508007668055,0.0798079007852516,0.0976270019170138,"LOW",60,80.7538909912109,"East",1019,"NOT SIGNIFICANT"
"960",634740,4331250,0.0037222940538507,0.153865186518308,0.0930573513462676,"LOW",60,71.5650482177734,"East",1018,"NOT SIGNIFICANT"
"961",634740,4331280,0.00380271350769083,0.117430448878365,0.0950678376922706,"LOW",60,60.6422462463379,"Northeast",1016,"NOT SIGNIFICANT"
"962",634740,4331310,0.00318386553260696,0.188540216978055,0.0795966383151741,"LOW",60,54.8658065795898,"Northeast",1013,"NOT SIGNIFICANT"
"963",634740,4331340,0.00444901228169656,0.0600185800745454,0.111225307042414,"LOW",60,49.9697418212891,"Northeast",1011,"NOT SIGNIFICANT"
"964",634740,4331370,0.00217513871222081,0.152113965373466,0.0543784678055203,"LOW",67.0820388793945,37.8749847412109,"Northeast",1008,"NOT SIGNIFICANT"
"965",634740,4331400,0.0039630798955419,0.089403857081075,0.0990769973885474,"LOW",84.8528137207031,29.7448806762695,"Northeast",1004,"NOT SIGNIFICANT"
"966",634740,4331430,0.00135834207234579,0.658274826505692,0.0339585518086446,"LOW",90,24.1455421447754,"Northeast",1001,"NOT SIGNIFICANT"
"967",634740,4331460,0.00279895622456279,0.267704468954667,0.0699739056140697,"LOW",84.8528137207031,20.7722549438477,"North",997,"NOT SIGNIFICANT"
"968",634740,4331490,0.00553912698566777,0.0545048977484283,0.138478174641694,"LOW",67.0820388793945,14.0362434387207,"North",994,"NOT SIGNIFICANT"
"969",634740,4331520,0.00807055291744795,0.0121107979349692,0.201763822936199,"LOW",42.4264068603516,4.89909267425537,"North",989,"SIGNIFICANT"
"970",634740,4331550,0.00557728166393668,0.0279537500988255,0.139432041598417,"LOW",30,350.537689208984,"North",985,"SIGNIFICANT"
"971",634740,4331580,0.00665295153200491,0.0108039739197128,0.166323788300123,"LOW",0,315,"Northwest",983,"SIGNIFICANT"
"972",634740,4331610,0.00627111787463757,0.0343211490212557,0.156777946865939,"LOW",0,281.309936523438,"West",982,"SIGNIFICANT"
"973",634740,4331640,0.00739044191493397,0.000611619913917064,0.184761047873349,"LOW",0,276.340179443359,"West",982,"SIGNIFICANT"
"974",634740,4331670,0.00799801450195417,0.0375421308847554,0.199950362548854,"LOW",30,275.194427490234,"West",981,"SIGNIFICANT"
"975",634740,4331700,0.00696002919691421,0.00742654537988939,0.174000729922855,"LOW",42.4264068603516,261.253845214844,"West",981,"SIGNIFICANT"
"976",634740,4331730,0.00744407361687553,0.0253689131343148,0.186101840421888,"LOW",67.0820388793945,250.463348388672,"West",982,"SIGNIFICANT"
"977",634740,4331760,0.00820689096427503,0.0129858673913569,0.205172274106876,"LOW",84.8528137207031,242.102722167969,"Southwest",984,"SIGNIFICANT"
"978",634740,4331790,0.00538555288591717,0.0262884977306574,0.134638822147929,"LOW",108.166542053223,241.927505493164,"Southwest",987,"SIGNIFICANT"
"979",634740,4331820,0.00646198231244157,0.0495793113476411,0.161549557811039,"LOW",127.279220581055,259.695159912109,"West",988,"SIGNIFICANT"
"980",634740,4331850,0.00835466388531024,0.0103456123944999,0.208866597132756,"LOW",150,288.434936523438,"West",988,"SIGNIFICANT"
"981",634740,4331880,0.00938242668408947,0.00141005105027158,0.234560667102237,"LOW",169.705627441406,281.309936523438,"West",987,"SIGNIFICANT"
"982",634740,4331910,0.00669243563795449,0.0184566740044714,0.167310890948862,"LOW",192.093734741211,234.462326049805,"Southwest",987,"SIGNIFICANT"
"983",634740,4331940,0.00653600126213443,0.0210760580692274,0.163400031553361,"LOW",216.333084106445,225,"Southwest",988,"SIGNIFICANT"
"984",634740,4331970,0.00693300271675473,0.0056083400171559,0.173325067918868,"LOW",241.867736816406,216.869903564453,"Southwest",989,"SIGNIFICANT"
"985",634740,4332000,0.00534766127325808,0.0250028099670626,0.133691531831452,"LOW",268.328155517578,201.801406860352,"South",990,"SIGNIFICANT"
"986",634740,4332030,0.00781249601056946,0.00939389423893261,0.195312400264237,"LOW",295.465728759766,225,"Southwest",991,"SIGNIFICANT"
"987",634740,4332060,0.00581861815636208,7.47895164146619e-05,0.145465453909052,"LOW",323.109893798828,296.565063476562,"Northwest",991,"SIGNIFICANT"
"988",634770,4330290,0.00552244845112856,0.0213175535348429,0.138061211278214,"MID",600,315,"Northwest",1079,"SIGNIFICANT"
"989",634770,4330320,0.00556663968452334,0.00256859168413213,0.139165992113084,"MID",570,333.434936523438,"Northwest",1077,"SIGNIFICANT"
"990",634770,4330350,0.00529696663026423,0.0118258747907481,0.132424165756606,"MID",540,339.623565673828,"North",1073,"SIGNIFICANT"
"991",634770,4330380,0.00426081657263944,0.0343761464366549,0.106520414315986,"MID",510,333.434936523438,"Northwest",1068,"SIGNIFICANT"
"992",634770,4330410,0.00632210527626412,0.00255495999197931,0.158052631906603,"MID",480,323.130096435547,"Northwest",1065,"SIGNIFICANT"
"993",634770,4330440,0.00590401243026807,0.00282232399644709,0.147600310756702,"MID",450,321.709838867188,"Northwest",1062,"SIGNIFICANT"
"994",634770,4330470,0.00592812586093013,0.0217141344935917,0.148203146523253,"MID",420,334.653839111328,"Northwest",1060,"SIGNIFICANT"
"995",634770,4330500,0.00561454750069204,0.00970682493382587,0.140363687517301,"MID",390,344.744873046875,"North",1057,"SIGNIFICANT"
"996",634770,4330530,0.00507583736936164,0.0657081162941496,0.126895934234041,"MID",360,341.565063476562,"North",1054,"NOT SIGNIFICANT"
"997",634770,4330560,0.00659626128475366,0.00922464087655292,0.164906532118842,"MID",330,337.619873046875,"North",1052,"SIGNIFICANT"
"998",634770,4330590,0.00551995121325149,0.0217447532715778,0.137998780331287,"MID",300,341.565063476562,"North",1050,"SIGNIFICANT"
"999",634770,4330620,0.00626087651421805,0.0139523935023997,0.156521912855451,"MID",270,18.4349479675293,"North",1049,"SIGNIFICANT"
"1000",634770,4330650,0.00501044382384478,0.0154846936881001,0.12526109559612,"MID",240,101.309928894043,"East",1049,"SIGNIFICANT"
"1001",634770,4330680,0.00461378496841586,0.0288458593604479,0.115344624210396,"MID",210,79.6951522827148,"East",1049,"SIGNIFICANT"
"1002",634770,4330710,0.0036209251522144,0.00392236159237983,0.09052312880536,"MID",180,73.810791015625,"East",1048,"SIGNIFICANT"
"1003",634770,4330740,0.00602185802675411,0.00663677422334943,0.150546450668853,"MID",150,69.6235656738281,"East",1047,"SIGNIFICANT"
"1004",634770,4330770,0.00449485537621105,0.00954558310480339,0.112371384405276,"MID",120,59.5344543457031,"Northeast",1045,"SIGNIFICANT"
"1005",634770,4330800,0.00770108554794633,0.00511041726712204,0.192527138698658,"MID",90,49.3987045288086,"Northeast",1042,"SIGNIFICANT"
"1006",634770,4330830,0.00594251670289455,0.0086481816970014,0.148562917572364,"MID",60,42.3974380493164,"Northeast",1039,"SIGNIFICANT"
"1007",634770,4330860,0.00378052048694828,0.186128357987891,0.094513012173707,"MID",30,30.9637565612793,"Northeast",1036,"NOT SIGNIFICANT"
"1008",634770,4330890,0.00235752568268255,0.12424115652906,0.0589381420670637,"MID",0,21.3706226348877,"North",1032,"NOT SIGNIFICANT"
"1009",634770,4330920,0.00480262250218242,0.0935258082958668,0.12006556255456,"LOW",0,18.4349479675293,"North",1030,"NOT SIGNIFICANT"
"1010",634770,4330950,0.00430053498022134,0.0362111258721969,0.107513374505533,"LOW",0,29.0546035766602,"Northeast",1029,"SIGNIFICANT"
"1011",634770,4330980,0.00603261928832333,0.0204409047969689,0.150815482208083,"LOW",0,56.3099327087402,"Northeast",1028,"SIGNIFICANT"
"1012",634770,4331010,0.00592868383472887,0.0422554801800739,0.148217095868222,"LOW",0,20.5560455322266,"North",1028,"SIGNIFICANT"
"1013",634770,4331040,0.00621154587397081,0.0185700916314279,0.15528864684927,"LOW",0,14.93141746521,"North",1024,"SIGNIFICANT"
"1014",634770,4331070,0.00599197449485954,0.0181386795568556,0.149799362371488,"LOW",0,22.1663455963135,"North",1020,"SIGNIFICANT"
"1015",634770,4331100,0.00355015556649068,0.084288693000574,0.0887538891622671,"LOW",30,34.3803443908691,"Northeast",1017,"NOT SIGNIFICANT"
"1016",634770,4331130,0.00342561049537152,0.118788536425005,0.0856402623842881,"LOW",42.4264068603516,56.3099327087402,"Northeast",1016,"NOT SIGNIFICANT"
"1017",634770,4331160,0.00285029768360859,0.247898926110242,0.0712574420902148,"LOW",30,75.4655456542969,"East",1014,"NOT SIGNIFICANT"
"1018",634770,4331190,0.00247645625858261,0.2185859264893,0.0619114064645652,"LOW",30,80.5376815795898,"East",1014,"NOT SIGNIFICANT"
"1019",634770,4331220,0.00166856473844618,0.175984102316336,0.0417141184611545,"LOW",30,79.215705871582,"East",1013,"NOT SIGNIFICANT"
"1020",634770,4331250,0.00304388212982778,0.0639184116232951,0.0760970532456945,"LOW",30,78.1785125732422,"East",1012,"NOT SIGNIFICANT"
"1021",634770,4331280,0.00478659178560701,0.047945781915313,0.119664794640175,"LOW",30,75.2564392089844,"East",1011,"SIGNIFICANT"
"1022",634770,4331310,0.003558518378688,0.0234750622591446,0.0889629594671999,"LOW",30,64.1790084838867,"Northeast",1010,"SIGNIFICANT"
"1023",634770,4331340,0.00423703697899451,0.0546788762714239,0.105925924474863,"LOW",30,54.4623222351074,"Northeast",1007,"NOT SIGNIFICANT"
"1024",634770,4331370,0.00315824903383819,0.0488661975618619,0.0789562258459547,"LOW",42.4264068603516,49.5739212036133,"Northeast",1005,"SIGNIFICANT"
"1025",634770,4331400,0.00393718169560358,0.11239095256659,0.0984295423900896,"LOW",60,45,"Northeast",1002,"NOT SIGNIFICANT"
"1026",634770,4331430,0.00212075433768968,0.247081696444349,0.053018858442242,"LOW",60,42.8789024353027,"Northeast",999,"NOT SIGNIFICANT"
"1027",634770,4331460,0.00139102840700473,0.600780692553126,0.0347757101751182,"LOW",60,42.7093887329102,"Northeast",995,"NOT SIGNIFICANT"
"1028",634770,4331490,0.0053837102607877,0.0463491213714039,0.134592756519693,"LOW",42.4264068603516,35.1341934204102,"Northeast",992,"SIGNIFICANT"
"1029",634770,4331520,0.00905705733375047,0.0105150165163143,0.226426433343762,"LOW",30,22.1663455963135,"North",988,"SIGNIFICANT"
"1030",634770,4331550,0.00955450625903462,0.0011374743255753,0.238862656475866,"LOW",0,3.81407475471497,"North",985,"SIGNIFICANT"
"1031",634770,4331580,0.00695288837101765,0.0203181526556161,0.173822209275441,"LOW",0,296.565063476562,"Northwest",984,"SIGNIFICANT"
"1032",634770,4331610,0.00659668706084241,0.026431233891938,0.16491717652106,"LOW",30,266.185913085938,"West",984,"SIGNIFICANT"
"1033",634770,4331640,0.0076614719767735,0.00450357018432903,0.191536799419337,"LOW",30,261.869903564453,"West",984,"SIGNIFICANT"
"1034",634770,4331670,0.00610422308404181,0.0440238131317766,0.152605577101045,"LOW",42.4264068603516,261.869903564453,"West",985,"SIGNIFICANT"
"1035",634770,4331700,0.00568439532754482,0.0196127766400682,0.142109883188621,"LOW",67.0820388793945,255.579223632812,"West",985,"SIGNIFICANT"
"1036",634770,4331730,0.00690133097265065,0.0124929225050804,0.172533274316266,"LOW",84.8528137207031,248.962493896484,"West",987,"SIGNIFICANT"
"1037",634770,4331760,0.00888529450867187,0.00142210002697923,0.222132362716797,"LOW",108.166542053223,247.166351318359,"Southwest",989,"SIGNIFICANT"
"1038",634770,4331790,0.00400235904676707,0.0483875327146772,0.100058976169177,"LOW",127.279220581055,255.963760375977,"West",991,"SIGNIFICANT"
"1039",634770,4331820,0.00669360058814809,0.021543039450625,0.167340014703702,"LOW",150,279.462310791016,"West",991,"SIGNIFICANT"
"1040",634770,4331850,0.00813839391493289,0.00888928069489178,0.203459847873322,"LOW",169.705627441406,302.905242919922,"Northwest",990,"SIGNIFICANT"
"1041",634770,4331880,0.00729865810326097,0.00611756090129107,0.182466452581524,"LOW",192.093734741211,291.037506103516,"West",988,"SIGNIFICANT"
"1042",634770,4331910,0.00692539917154834,0.01791292428749,0.173134979288709,"LOW",212.132034301758,251.565048217773,"West",989,"SIGNIFICANT"
"1043",634770,4331940,0.00701346760274157,0.0359818514312514,0.175336690068539,"LOW",234.307495117188,245.556045532227,"Southwest",989,"SIGNIFICANT"
"1044",634770,4331970,0.00621386812339501,0.00668636175438058,0.155346703084875,"LOW",258.069763183594,232.125015258789,"Southwest",990,"SIGNIFICANT"
"1045",634770,4332000,0.00681376151175852,0.0250728648591147,0.170344037793963,"LOW",283.019439697266,225,"Southwest",991,"SIGNIFICANT"
"1046",634770,4332030,0.00901094423310992,0.00537001335299681,0.225273605827748,"LOW",308.868896484375,246.801406860352,"Southwest",992,"SIGNIFICANT"
"1047",634770,4332060,0.00662627914569793,0.00548702485006851,0.165656978642448,"LOW",335.410186767578,270,"West",992,"SIGNIFICANT"
"1048",634800,4330290,0.0060834216823789,0.00573162244622584,0.152085542059473,"MID",600.74951171875,307.874969482422,"Northwest",1080,"SIGNIFICANT"
"1049",634800,4330320,0.00696482478406447,0.00828041216778359,0.174120619601612,"MID",570.788940429688,333.434936523438,"Northwest",1078,"SIGNIFICANT"
"1050",634800,4330350,0.00706996169387578,0.000503521078862081,0.176749042346895,"MID",540.832702636719,338.498565673828,"North",1074,"SIGNIFICANT"
"1051",634800,4330380,0.00381169357043322,0.0236506431924975,0.0952923392608305,"MID",510.881591796875,334.983093261719,"Northwest",1070,"SIGNIFICANT"
"1052",634800,4330410,0.00639716723437424,0.00650967167042257,0.159929180859356,"MID",480.936584472656,332.525573730469,"Northwest",1067,"SIGNIFICANT"
"1053",634800,4330440,0.0075413623328315,0.00487513041523991,0.188534058320787,"MID",450.998901367188,334.440032958984,"Northwest",1064,"SIGNIFICANT"
"1054",634800,4330470,0.00630131841143079,0.00269737043886467,0.15753296028577,"MID",421.070068359375,338.629364013672,"North",1061,"SIGNIFICANT"
"1055",634800,4330500,0.00479614246445366,0.024785854768571,0.119903561611342,"MID",391.152130126953,336.801422119141,"Northwest",1058,"SIGNIFICANT"
"1056",634800,4330530,0.00346306800696557,0.0958495102994138,0.0865767001741393,"MID",361.247833251953,329.931427001953,"Northwest",1056,"NOT SIGNIFICANT"
"1057",634800,4330560,0.00524990198664686,0.00425406095699405,0.131247549666171,"MID",331.36083984375,326.309936523438,"Northwest",1053,"SIGNIFICANT"
"1058",634800,4330590,0.00393116251909362,0.0813455761494796,0.0982790629773404,"MID",301.496276855469,319.398712158203,"Northwest",1051,"NOT SIGNIFICANT"
"1059",634800,4330620,0.00373430305996273,0.110167762472872,0.0933575764990683,"MID",271.661560058594,308.659820556641,"Northwest",1049,"NOT SIGNIFICANT"
"1060",634800,4330650,0.00388691710959443,0.0107489703510644,0.0971729277398608,"MID",241.867736816406,333.434936523438,"Northwest",1049,"SIGNIFICANT"
"1061",634800,4330680,0.00502478249352841,0.0011700667450782,0.12561956233821,"MID",212.132034301758,12.9946165084839,"North",1047,"SIGNIFICANT"
"1062",634800,4330710,0.00416159837490779,0.0278223004551055,0.104039959372695,"MID",182.482879638672,29.7448806762695,"Northeast",1045,"SIGNIFICANT"
"1063",634800,4330740,0.00432878936706958,0.0109277199214859,0.10821973417674,"MID",152.970581054688,36.2538375854492,"Northeast",1043,"SIGNIFICANT"
"1064",634800,4330770,0.00439375391216329,0.0608695721575417,0.109843847804082,"MID",123.693168640137,32.9052429199219,"Northeast",1041,"NOT SIGNIFICANT"
"1065",634800,4330800,0.00602467904609695,0.00799211838377507,0.150616976152424,"MID",94.8683319091797,26.5650520324707,"Northeast",1039,"SIGNIFICANT"
"1066",634800,4330830,0.00420973517346795,0.0468459928878322,0.105243379336699,"MID",67.0820388793945,26.5650520324707,"Northeast",1037,"SIGNIFICANT"
"1067",634800,4330860,0.0059696872397566,0.0150001628820373,0.149242180993915,"MID",42.4264068603516,16.3895397186279,"North",1035,"SIGNIFICANT"
"1068",634800,4330890,0.00511674284206344,0.00809875210783074,0.127918571051586,"MID",30,341.565063476562,"North",1033,"SIGNIFICANT"
"1069",634800,4330920,0.00790230068207382,0.0163821118324898,0.197557517051845,"MID",30,324.462310791016,"Northwest",1031,"SIGNIFICANT"
"1070",634800,4330950,0.00653781909450061,0.023544011415166,0.163445477362515,"LOW",30,320.710601806641,"Northwest",1029,"SIGNIFICANT"
"1071",634800,4330980,0.00731126492282882,0.0185906127547408,0.18278162307072,"LOW",30,296.565063476562,"Northwest",1028,"SIGNIFICANT"
"1072",634800,4331010,0.00672283715825804,0.0332835798263281,0.168070928956451,"LOW",30,341.565063476562,"North",1028,"SIGNIFICANT"
"1073",634800,4331040,0.00558406624642453,0.00415183225605293,0.139601656160613,"LOW",0,354.805572509766,"North",1024,"SIGNIFICANT"
"1074",634800,4331070,0.00606153526486869,0.0211359999695702,0.151538381621717,"LOW",0,351.253845214844,"North",1020,"SIGNIFICANT"
"1075",634800,4331100,0.00629347304114515,0.00846651306009293,0.157336826028629,"LOW",0,346.607513427734,"North",1017,"SIGNIFICANT"
"1076",634800,4331130,0.00832072414075263,0.000406670493692236,0.208018103518816,"LOW",30,0,"North",1014,"SIGNIFICANT"
"1077",634800,4331160,0.00637640394179347,0.00312853041850896,0.159410098544837,"LOW",0,26.5650520324707,"Northeast",1012,"SIGNIFICANT"
"1078",634800,4331190,0.00446886749605684,0.0222498694385108,0.111721687401421,"LOW",0,49.3987045288086,"Northeast",1010,"SIGNIFICANT"
"1079",634800,4331220,0.00629028697978615,0.0494007508869574,0.157257174494654,"LOW",0,57.9946174621582,"Northeast",1008,"SIGNIFICANT"
"1080",634800,4331250,0.00354088008549512,0.0545280825668286,0.0885220021373781,"LOW",0,62.1027297973633,"Northeast",1007,"NOT SIGNIFICANT"
"1081",634800,4331280,0.00516984056144012,0.0655109937924561,0.129246014036003,"LOW",0,68.1985931396484,"East",1006,"NOT SIGNIFICANT"
"1082",634800,4331310,0.00177926996445011,0.545865544379344,0.0444817491112528,"LOW",0,62.3540229797363,"Northeast",1006,"NOT SIGNIFICANT"
"1083",634800,4331340,0.00314772444205648,0.221752898070527,0.078693111051412,"LOW",0,45,"Northeast",1004,"NOT SIGNIFICANT"
"1084",634800,4331370,0.00346216027486006,0.165225125867683,0.0865540068715015,"LOW",30,42.6140556335449,"Northeast",1001,"NOT SIGNIFICANT"
"1085",634800,4331400,0.00670080050862517,0.0271983746660734,0.167520012715629,"LOW",30,45,"Northeast",998,"SIGNIFICANT"
"1086",634800,4331430,0.00491702403590855,0.0427280268553608,0.122925600897714,"LOW",30,46.9749336242676,"Northeast",994,"SIGNIFICANT"
"1087",634800,4331460,0.00552056733436874,0.0171445219327874,0.138014183359219,"LOW",30,52.1250152587891,"Northeast",991,"SIGNIFICANT"
"1088",634800,4331490,0.00714965022572102,0.00393402919194884,0.178741255643026,"LOW",30,45,"Northeast",989,"SIGNIFICANT"
"1089",634800,4331520,0.0102230176366047,0.00258585579288444,0.255575440915118,"LOW",0,32.9052429199219,"Northeast",986,"SIGNIFICANT"
"1090",634800,4331550,0.00955976285313642,0.00108758066158108,0.238994071328411,"LOW",0,11.3099327087402,"North",985,"SIGNIFICANT"
"1091",634800,4331580,0.00858495158569167,0.0200470807383277,0.214623789642292,"LOW",30,246.801406860352,"Southwest",985,"SIGNIFICANT"
"1092",634800,4331610,0.00852276960474371,0.025251634187653,0.213069240118593,"LOW",42.4264068603516,241.699249267578,"Southwest",986,"SIGNIFICANT"
"1093",634800,4331640,0.00840395146156596,0.0126577606002471,0.210098786539149,"LOW",60,244.653823852539,"Southwest",987,"SIGNIFICANT"
"1094",634800,4331670,0.00693993368766722,0.00266918049828503,0.173498342191681,"LOW",67.0820388793945,244.2900390625,"Southwest",988,"SIGNIFICANT"
"1095",634800,4331700,0.00735587675880406,0.00597297436041151,0.183896918970102,"LOW",84.8528137207031,244.653823852539,"Southwest",990,"SIGNIFICANT"
"1096",634800,4331730,0.00606028640911466,0.0144787902507896,0.151507160227867,"LOW",108.166542053223,249.304550170898,"West",992,"SIGNIFICANT"
"1097",634800,4331760,0.00487386577359629,0.00758353712557673,0.121846644339907,"LOW",127.279220581055,255.650665283203,"West",994,"SIGNIFICANT"
"1098",634800,4331790,0.00545101028054159,0.0156340114462091,0.13627525701354,"LOW",150,271.636566162109,"West",995,"SIGNIFICANT"
"1099",634800,4331820,0.00635694781623441,0.0767517540038439,0.15892369540586,"LOW",169.705627441406,297.474426269531,"Northwest",994,"NOT SIGNIFICANT"
