"","x","y","ndvi86","ndvi11","class"
"868",634710,4330290,2,2,4
"869",634710,4330320,2,2,4
"870",634710,4330350,2,2,4
"871",634710,4330380,2,2,4
"872",634710,4330410,2,2,4
"873",634710,4330440,2,2,4
"874",634710,4330470,2,2,4
"875",634710,4330500,2,2,4
"876",634710,4330530,2,2,4
"877",634710,4330560,2,2,4
"878",634710,4330590,1,2,2
"879",634710,4330620,2,2,4
"880",634710,4330650,2,2,4
"881",634710,4330680,1,2,2
"882",634710,4330710,1,2,2
"883",634710,4330740,1,2,2
"884",634710,4330770,1,2,2
"885",634710,4330800,1,2,2
"886",634710,4330830,2,2,4
"887",634710,4330860,2,2,4
"888",634710,4330890,2,2,4
"889",634710,4330920,2,2,4
"890",634710,4330950,2,2,4
"891",634710,4330980,1,1,1
"892",634710,4331010,1,1,1
"893",634710,4331040,1,1,1
"894",634710,4331070,1,1,1
"895",634710,4331100,1,1,1
"896",634710,4331130,1,1,1
"897",634710,4331160,1,1,1
"898",634710,4331190,1,1,1
"899",634710,4331220,1,1,1
"900",634710,4331250,1,1,1
"901",634710,4331280,1,1,1
"902",634710,4331310,1,1,1
"903",634710,4331340,1,1,1
"904",634710,4331370,1,1,1
"905",634710,4331400,1,1,1
"906",634710,4331430,1,1,1
"907",634710,4331460,1,1,1
"908",634710,4331490,1,2,2
"909",634710,4331520,2,2,4
"910",634710,4331550,2,2,4
"911",634710,4331580,2,2,4
"912",634710,4331610,2,2,4
"913",634710,4331640,2,2,4
"914",634710,4331670,2,2,4
"915",634710,4331700,2,2,4
"916",634710,4331730,1,2,2
"917",634710,4331760,1,2,2
"918",634710,4331790,1,2,2
"919",634710,4331820,1,2,2
"920",634710,4331850,1,2,2
"921",634710,4331880,1,2,2
"922",634710,4331910,1,2,2
"923",634710,4331940,1,2,2
"924",634710,4331970,1,2,2
"925",634710,4332000,1,1,1
"926",634710,4332030,1,1,1
"927",634710,4332060,1,1,1
"928",634740,4330290,2,2,4
"929",634740,4330320,2,2,4
"930",634740,4330350,2,2,4
"931",634740,4330380,2,2,4
"932",634740,4330410,2,2,4
"933",634740,4330440,2,2,4
"934",634740,4330470,2,2,4
"935",634740,4330500,2,2,4
"936",634740,4330530,2,2,4
"937",634740,4330560,2,2,4
"938",634740,4330590,2,2,4
"939",634740,4330620,2,2,4
"940",634740,4330650,2,2,4
"941",634740,4330680,1,2,2
"942",634740,4330710,1,2,2
"943",634740,4330740,2,2,4
"944",634740,4330770,2,2,4
"945",634740,4330800,2,2,4
"946",634740,4330830,2,2,4
"947",634740,4330860,2,2,4
"948",634740,4330890,2,2,4
"949",634740,4330920,2,2,4
"950",634740,4330950,2,2,4
"951",634740,4330980,2,2,4
"952",634740,4331010,2,2,4
"953",634740,4331040,2,2,4
"954",634740,4331070,2,1,3
"955",634740,4331100,1,1,1
"956",634740,4331130,1,1,1
"957",634740,4331160,1,1,1
"958",634740,4331190,1,2,2
"959",634740,4331220,1,2,2
"960",634740,4331250,1,2,2
"961",634740,4331280,2,2,4
"962",634740,4331310,1,1,1
"963",634740,4331340,1,1,1
"964",634740,4331370,1,1,1
"965",634740,4331400,1,1,1
"966",634740,4331430,1,1,1
"967",634740,4331460,1,1,1
"968",634740,4331490,2,2,4
"969",634740,4331520,2,2,4
"970",634740,4331550,2,2,4
"971",634740,4331580,2,2,4
"972",634740,4331610,2,2,4
"973",634740,4331640,2,2,4
"974",634740,4331670,2,2,4
"975",634740,4331700,2,2,4
"976",634740,4331730,2,2,4
"977",634740,4331760,1,2,2
"978",634740,4331790,1,1,1
"979",634740,4331820,1,2,2
"980",634740,4331850,1,2,2
"981",634740,4331880,1,2,2
"982",634740,4331910,1,2,2
"983",634740,4331940,1,2,2
"984",634740,4331970,1,2,2
"985",634740,4332000,2,1,3
"986",634740,4332030,1,2,2
"987",634740,4332060,1,1,1
"988",634770,4330290,2,2,4
"989",634770,4330320,2,2,4
"990",634770,4330350,2,2,4
"991",634770,4330380,2,2,4
"992",634770,4330410,2,2,4
"993",634770,4330440,2,2,4
"994",634770,4330470,2,2,4
"995",634770,4330500,2,2,4
"996",634770,4330530,2,2,4
"997",634770,4330560,2,2,4
"998",634770,4330590,2,2,4
"999",634770,4330620,2,2,4
"1000",634770,4330650,2,2,4
"1001",634770,4330680,2,2,4
"1002",634770,4330710,2,2,4
"1003",634770,4330740,2,2,4
"1004",634770,4330770,2,2,4
"1005",634770,4330800,2,2,4
"1006",634770,4330830,2,2,4
"1007",634770,4330860,2,2,4
"1008",634770,4330890,2,2,4
"1009",634770,4330920,2,2,4
"1010",634770,4330950,2,2,4
"1011",634770,4330980,2,2,4
"1012",634770,4331010,2,2,4
"1013",634770,4331040,2,2,4
"1014",634770,4331070,2,2,4
"1015",634770,4331100,2,2,4
"1016",634770,4331130,2,2,4
"1017",634770,4331160,2,2,4
"1018",634770,4331190,2,2,4
"1019",634770,4331220,2,1,3
"1020",634770,4331250,1,1,1
"1021",634770,4331280,1,1,1
"1022",634770,4331310,1,1,1
"1023",634770,4331340,1,1,1
"1024",634770,4331370,1,1,1
"1025",634770,4331400,1,1,1
"1026",634770,4331430,1,1,1
"1027",634770,4331460,2,1,3
"1028",634770,4331490,2,2,4
"1029",634770,4331520,2,2,4
"1030",634770,4331550,2,2,4
"1031",634770,4331580,2,2,4
"1032",634770,4331610,2,2,4
"1033",634770,4331640,2,2,4
"1034",634770,4331670,2,2,4
"1035",634770,4331700,2,2,4
"1036",634770,4331730,2,2,4
"1037",634770,4331760,1,2,2
"1038",634770,4331790,1,1,1
"1039",634770,4331820,1,2,2
"1040",634770,4331850,2,2,4
"1041",634770,4331880,1,2,2
"1042",634770,4331910,1,2,2
"1043",634770,4331940,2,2,4
"1044",634770,4331970,2,2,4
"1045",634770,4332000,2,2,4
"1046",634770,4332030,1,2,2
"1047",634770,4332060,1,1,1
"1048",634800,4330290,2,2,4
"1049",634800,4330320,2,2,4
"1050",634800,4330350,2,2,4
"1051",634800,4330380,2,2,4
"1052",634800,4330410,2,2,4
"1053",634800,4330440,2,2,4
"1054",634800,4330470,2,2,4
"1055",634800,4330500,2,2,4
"1056",634800,4330530,2,2,4
"1057",634800,4330560,2,2,4
"1058",634800,4330590,2,2,4
"1059",634800,4330620,2,2,4
"1060",634800,4330650,2,2,4
"1061",634800,4330680,2,2,4
"1062",634800,4330710,2,2,4
"1063",634800,4330740,2,2,4
"1064",634800,4330770,2,2,4
"1065",634800,4330800,2,2,4
"1066",634800,4330830,2,2,4
"1067",634800,4330860,2,2,4
"1068",634800,4330890,2,2,4
"1069",634800,4330920,2,2,4
"1070",634800,4330950,2,2,4
"1071",634800,4330980,1,2,2
"1072",634800,4331010,2,2,4
"1073",634800,4331040,2,2,4
"1074",634800,4331070,2,2,4
"1075",634800,4331100,2,2,4
"1076",634800,4331130,2,2,4
"1077",634800,4331160,2,2,4
"1078",634800,4331190,2,2,4
"1079",634800,4331220,2,2,4
"1080",634800,4331250,2,2,4
"1081",634800,4331280,1,1,1
"1082",634800,4331310,1,1,1
"1083",634800,4331340,1,1,1
"1084",634800,4331370,1,2,2
"1085",634800,4331400,1,2,2
"1086",634800,4331430,2,2,4
"1087",634800,4331460,2,2,4
"1088",634800,4331490,2,2,4
"1089",634800,4331520,2,2,4
"1090",634800,4331550,1,2,2
"1091",634800,4331580,1,2,2
"1092",634800,4331610,2,2,4
"1093",634800,4331640,2,2,4
"1094",634800,4331670,2,2,4
"1095",634800,4331700,2,2,4
"1096",634800,4331730,1,2,2
"1097",634800,4331760,1,1,1
"1098",634800,4331790,1,2,2
"1099",634800,4331820,1,2,2
"1100",634800,4331850,1,2,2
"1101",634800,4331880,1,2,2
"1102",634800,4331910,1,1,1
"1103",634800,4331940,1,2,2
"1104",634800,4331970,2,2,4
"1105",634800,4332000,1,2,2
"1106",634800,4332030,1,2,2
"1107",634830,4330290,2,2,4
"1108",634830,4330320,2,2,4
"1109",634830,4330350,2,2,4
"1110",634830,4330380,2,2,4
"1111",634830,4330410,2,2,4
"1112",634830,4330440,2,2,4
"1113",634830,4330470,2,2,4
"1114",634830,4330500,2,2,4
"1115",634830,4330530,2,2,4
"1116",634830,4330560,2,2,4
"1117",634830,4330590,2,2,4
"1118",634830,4330620,2,2,4
"1119",634830,4330650,2,2,4
"1120",634830,4330680,2,2,4
"1121",634830,4330710,2,2,4
"1122",634830,4330740,2,2,4
"1123",634830,4330770,2,2,4
"1124",634830,4330800,2,2,4
"1125",634830,4330830,2,2,4
"1126",634830,4330860,2,2,4
"1127",634830,4330890,2,2,4
"1128",634830,4330920,1,2,2
"1129",634830,4330950,1,2,2
"1130",634830,4330980,1,2,2
"1131",634830,4331010,2,2,4
"1132",634830,4331040,2,2,4
"1133",634830,4331070,2,2,4
"1134",634830,4331100,2,2,4
"1135",634830,4331130,2,2,4
"1136",634830,4331160,2,2,4
"1137",634830,4331190,2,2,4
"1138",634830,4331220,2,2,4
"1139",634830,4331250,2,2,4
"1140",634830,4331280,2,2,4
"1141",634830,4331310,2,1,3
"1142",634830,4331340,2,2,4
"1143",634830,4331370,2,2,4
"1144",634830,4331400,2,2,4
"1145",634830,4331430,2,2,4
"1146",634830,4331460,2,2,4
"1147",634830,4331490,2,2,4
"1148",634830,4331520,2,2,4
"1149",634830,4331550,1,2,2
"1150",634830,4331580,1,2,2
"1151",634830,4331610,2,2,4
"1152",634830,4331640,2,2,4
"1153",634830,4331670,2,2,4
"1154",634830,4331700,2,2,4
"1155",634830,4331730,2,1,3
"1156",634830,4331760,1,2,2
"1157",634830,4331790,1,2,2
"1158",634830,4331820,1,2,2
"1159",634830,4331850,1,2,2
"1160",634830,4331880,1,1,1
"1161",634830,4331910,1,2,2
"1162",634830,4331940,1,2,2
"1163",634830,4331970,2,2,4
"1164",634830,4332000,2,2,4
"1165",634830,4332030,1,2,2
"1166",634860,4330290,2,2,4
"1167",634860,4330320,2,2,4
"1168",634860,4330350,2,2,4
"1169",634860,4330380,2,2,4
"1170",634860,4330410,2,2,4
"1171",634860,4330440,2,2,4
"1172",634860,4330470,2,2,4
"1173",634860,4330500,2,2,4
"1174",634860,4330530,2,2,4
"1175",634860,4330560,2,2,4
"1176",634860,4330590,2,2,4
"1177",634860,4330620,2,1,3
"1178",634860,4330650,1,2,2
"1179",634860,4330680,2,2,4
"1180",634860,4330710,2,2,4
"1181",634860,4330740,2,2,4
"1182",634860,4330770,1,2,2
"1183",634860,4330800,1,2,2
"1184",634860,4330830,1,2,2
"1185",634860,4330860,1,2,2
"1186",634860,4330890,1,2,2
"1187",634860,4330920,1,2,2
"1188",634860,4330950,1,1,1
"1189",634860,4330980,1,2,2
"1190",634860,4331010,2,2,4
"1191",634860,4331040,2,2,4
"1192",634860,4331070,2,2,4
"1193",634860,4331100,2,2,4
"1194",634860,4331130,2,2,4
"1195",634860,4331160,2,2,4
"1196",634860,4331190,2,2,4
"1197",634860,4331220,2,2,4
"1198",634860,4331250,1,2,2
"1199",634860,4331280,2,2,4
"1200",634860,4331310,1,2,2
"1201",634860,4331340,2,2,4
"1202",634860,4331370,2,2,4
"1203",634860,4331400,2,2,4
"1204",634860,4331430,2,2,4
"1205",634860,4331460,2,2,4
"1206",634860,4331490,2,2,4
"1207",634860,4331520,2,2,4
"1208",634860,4331550,2,2,4
"1209",634860,4331580,2,2,4
"1210",634860,4331610,2,2,4
"1211",634860,4331640,2,2,4
"1212",634860,4331670,2,2,4
"1213",634860,4331700,2,2,4
"1214",634860,4331730,2,1,3
"1215",634860,4331760,1,2,2
"1216",634860,4331790,1,1,1
"1217",634860,4331820,1,2,2
"1218",634860,4331850,1,2,2
"1219",634860,4331880,1,2,2
"1220",634860,4331910,1,2,2
"1221",634860,4331940,1,2,2
"1222",634860,4331970,1,2,2
"1223",634860,4332000,2,2,4
"1224",634860,4332030,1,2,2
"1225",634890,4330200,1,1,1
"1226",634890,4330230,1,2,2
"1227",634890,4330260,1,2,2
"1228",634890,4330290,1,2,2
"1229",634890,4330320,1,2,2
"1230",634890,4330350,2,2,4
"1231",634890,4330380,2,2,4
"1232",634890,4330410,2,2,4
"1233",634890,4330440,2,2,4
"1234",634890,4330470,2,2,4
"1235",634890,4330500,2,2,4
"1236",634890,4330530,2,2,4
"1237",634890,4330560,2,2,4
"1238",634890,4330590,2,2,4
"1239",634890,4330620,1,2,2
"1240",634890,4330650,1,2,2
"1241",634890,4330680,1,2,2
"1242",634890,4330710,2,2,4
"1243",634890,4330740,1,1,1
"1244",634890,4330770,1,1,1
"1245",634890,4330800,1,1,1
"1246",634890,4330830,1,1,1
"1247",634890,4330860,1,1,1
"1248",634890,4330890,1,2,2
"1249",634890,4330920,1,1,1
"1250",634890,4330950,1,1,1
"1251",634890,4330980,1,2,2
"1252",634890,4331010,1,2,2
"1253",634890,4331040,1,2,2
"1254",634890,4331070,2,2,4
"1255",634890,4331100,2,2,4
"1256",634890,4331130,2,2,4
"1257",634890,4331160,2,2,4
"1258",634890,4331190,2,2,4
"1259",634890,4331220,2,2,4
"1260",634890,4331250,1,1,1
"1261",634890,4331280,1,2,2
"1262",634890,4331310,1,1,1
"1263",634890,4331340,1,2,2
"1264",634890,4331370,1,1,1
"1265",634890,4331400,1,2,2
"1266",634890,4331430,1,2,2
"1267",634890,4331460,2,2,4
"1268",634890,4331490,2,2,4
"1269",634890,4331520,2,2,4
"1270",634890,4331550,2,2,4
"1271",634890,4331580,2,2,4
"1272",634890,4331610,2,2,4
"1273",634890,4331640,2,2,4
"1274",634890,4331670,2,2,4
"1275",634890,4331700,2,2,4
"1276",634890,4331730,2,2,4
"1277",634890,4331760,1,1,1
"1278",634890,4331790,1,1,1
"1279",634890,4331820,1,1,1
"1280",634890,4331850,1,1,1
"1281",634890,4331880,1,2,2
"1282",634890,4331910,1,2,2
"1283",634890,4331940,1,2,2
"1284",634890,4331970,2,2,4
"1285",634890,4332000,2,2,4
"1286",634920,4330200,1,1,1
"1287",634920,4330230,1,1,1
"1288",634920,4330260,2,2,4
"1289",634920,4330290,1,2,2
"1290",634920,4330320,1,2,2
"1291",634920,4330350,2,2,4
"1292",634920,4330380,2,2,4
"1293",634920,4330410,2,2,4
"1294",634920,4330440,2,2,4
"1295",634920,4330470,2,2,4
"1296",634920,4330500,2,2,4
"1297",634920,4330530,2,2,4
"1298",634920,4330560,2,2,4
"1299",634920,4330590,2,2,4
"1300",634920,4330620,2,2,4
"1301",634920,4330650,2,2,4
"1302",634920,4330680,1,2,2
"1303",634920,4330710,1,1,1
"1304",634920,4330740,1,1,1
"1305",634920,4330770,1,2,2
"1306",634920,4330800,1,1,1
"1307",634920,4330830,1,1,1
"1308",634920,4330860,1,1,1
"1309",634920,4330890,1,1,1
"1310",634920,4330920,1,1,1
"1311",634920,4330950,1,1,1
"1312",634920,4330980,1,1,1
"1313",634920,4331010,1,1,1
"1314",634920,4331040,1,1,1
"1315",634920,4331070,1,2,2
"1316",634920,4331100,2,2,4
"1317",634920,4331130,2,2,4
"1318",634920,4331160,1,1,1
"1319",634920,4331190,1,1,1
"1320",634920,4331220,1,1,1
"1321",634920,4331250,1,1,1
"1322",634920,4331280,1,1,1
"1323",634920,4331310,1,1,1
"1324",634920,4331340,1,1,1
"1325",634920,4331370,1,1,1
"1326",634920,4331400,1,2,2
"1327",634920,4331430,2,2,4
"1328",634920,4331460,2,2,4
"1329",634920,4331490,2,2,4
"1330",634920,4331520,2,2,4
"1331",634920,4331550,2,2,4
"1332",634920,4331580,2,2,4
"1333",634920,4331610,2,2,4
"1334",634920,4331640,1,2,2
"1335",634920,4331670,1,2,2
"1336",634920,4331700,2,2,4
"1337",634920,4331730,1,1,1
"1338",634920,4331760,1,1,1
"1339",634920,4331790,1,1,1
"1340",634920,4331820,1,1,1
"1341",634920,4331850,2,1,3
"1342",634920,4331880,1,2,2
"1343",634920,4331910,1,2,2
"1344",634920,4331940,1,2,2
"1345",634950,4330200,2,1,3
"1346",634950,4330230,1,1,1
"1347",634950,4330260,2,1,3
"1348",634950,4330290,2,2,4
"1349",634950,4330320,2,2,4
"1350",634950,4330350,2,2,4
"1351",634950,4330380,2,2,4
"1352",634950,4330410,2,2,4
"1353",634950,4330440,2,2,4
"1354",634950,4330470,2,2,4
"1355",634950,4330500,2,2,4
"1356",634950,4330530,2,2,4
"1357",634950,4330560,2,2,4
"1358",634950,4330590,2,2,4
"1359",634950,4330620,2,2,4
"1360",634950,4330650,2,2,4
"1361",634950,4330680,1,1,1
"1362",634950,4330710,1,1,1
"1363",634950,4330740,1,2,2
"1364",634950,4330770,1,2,2
"1365",634950,4330800,1,2,2
"1366",634950,4330830,1,1,1
"1367",634950,4330860,1,1,1
"1368",634950,4330890,1,1,1
"1369",634950,4330920,1,1,1
"1370",634950,4330950,1,2,2
"1371",634950,4330980,2,2,4
"1372",634950,4331010,1,1,1
"1373",634950,4331040,1,1,1
"1374",634950,4331070,1,1,1
"1375",634950,4331100,2,2,4
"1376",634950,4331130,2,2,4
"1377",634950,4331160,2,2,4
"1378",634950,4331190,1,1,1
"1379",634950,4331220,1,1,1
"1380",634950,4331250,1,1,1
"1381",634950,4331280,1,1,1
"1382",634950,4331310,1,1,1
"1383",634950,4331340,1,2,2
"1384",634950,4331370,1,2,2
"1385",634950,4331400,1,2,2
"1386",634950,4331430,1,2,2
"1387",634950,4331460,1,2,2
"1388",634950,4331490,2,2,4
"1389",634950,4331520,2,2,4
"1390",634950,4331550,2,2,4
"1391",634950,4331580,2,2,4
"1392",634950,4331610,1,2,2
"1393",634950,4331640,1,2,2
"1394",634950,4331670,1,2,2
"1395",634950,4331700,1,1,1
"1396",634950,4331730,1,1,1
"1397",634950,4331760,1,1,1
"1398",634950,4331790,1,1,1
"1399",634950,4331820,1,1,1
"1400",634950,4331850,1,2,2
"1401",634950,4331880,1,1,1
"1402",634950,4331910,1,2,2
"1403",634950,4331940,1,2,2
"1404",634980,4330200,2,1,3
"1405",634980,4330230,2,1,3
"1406",634980,4330260,2,2,4
"1407",634980,4330290,2,2,4
"1408",634980,4330320,2,2,4
"1409",634980,4330350,2,2,4
"1410",634980,4330380,2,2,4
"1411",634980,4330410,2,2,4
"1412",634980,4330440,2,2,4
"1413",634980,4330470,2,2,4
"1414",634980,4330500,2,2,4
"1415",634980,4330530,2,2,4
"1416",634980,4330560,2,2,4
"1417",634980,4330590,2,2,4
"1418",634980,4330620,1,1,1
"1419",634980,4330650,1,1,1
"1420",634980,4330680,1,1,1
"1421",634980,4330710,1,1,1
"1422",634980,4330740,1,1,1
"1423",634980,4330770,2,2,4
"1424",634980,4330800,2,2,4
"1425",634980,4330830,1,1,1
"1426",634980,4330860,1,1,1
"1427",634980,4330890,1,1,1
"1428",634980,4330920,1,1,1
"1429",634980,4330950,1,2,2
"1430",634980,4330980,1,1,1
"1431",634980,4331010,1,1,1
"1432",634980,4331040,1,1,1
"1433",634980,4331070,1,1,1
"1434",634980,4331100,1,2,2
"1435",634980,4331130,2,2,4
"1436",634980,4331160,2,2,4
"1437",634980,4331190,2,2,4
"1438",634980,4331220,1,1,1
"1439",634980,4331250,1,1,1
"1440",634980,4331280,1,1,1
"1441",634980,4331310,1,2,2
"1442",634980,4331340,2,2,4
"1443",634980,4331370,1,2,2
"1444",634980,4331400,1,2,2
"1445",634980,4331430,1,2,2
"1446",634980,4331460,1,2,2
"1447",634980,4331490,2,2,4
"1448",634980,4331520,2,2,4
"1449",634980,4331550,2,2,4
"1450",634980,4331580,2,2,4
"1451",634980,4331610,1,2,2
"1452",634980,4331640,1,2,2
"1453",634980,4331670,1,1,1
"1454",634980,4331700,1,1,1
"1455",634980,4331730,1,1,1
"1456",634980,4331760,1,2,2
"1457",634980,4331790,1,1,1
"1458",634980,4331820,1,1,1
"1459",634980,4331850,1,1,1
"1460",634980,4331880,1,1,1
"1461",634980,4331910,1,1,1
"1462",635010,4330170,1,1,1
"1463",635010,4330200,2,1,3
"1464",635010,4330230,1,2,2
"1465",635010,4330260,2,2,4
"1466",635010,4330290,2,2,4
"1467",635010,4330320,2,2,4
"1468",635010,4330350,2,2,4
"1469",635010,4330380,2,2,4
"1470",635010,4330410,2,2,4
"1471",635010,4330440,2,2,4
"1472",635010,4330470,2,2,4
"1473",635010,4330500,2,2,4
"1474",635010,4330530,2,2,4
"1475",635010,4330560,2,2,4
"1476",635010,4330590,1,2,2
"1477",635010,4330620,1,1,1
"1478",635010,4330650,1,1,1
"1479",635010,4330680,1,1,1
"1480",635010,4330710,1,1,1
"1481",635010,4330740,1,2,2
"1482",635010,4330770,1,1,1
"1483",635010,4330800,2,2,4
"1484",635010,4330830,1,1,1
"1485",635010,4330860,1,1,1
"1486",635010,4330890,1,1,1
"1487",635010,4330920,1,1,1
"1488",635010,4330950,1,2,2
"1489",635010,4330980,1,2,2
"1490",635010,4331010,1,1,1
"1491",635010,4331040,1,1,1
"1492",635010,4331070,1,1,1
"1493",635010,4331100,1,1,1
"1494",635010,4331130,1,1,1
"1495",635010,4331160,2,2,4
"1496",635010,4331190,2,2,4
"1497",635010,4331220,2,1,3
"1498",635010,4331250,1,1,1
"1499",635010,4331280,1,2,2
"1500",635010,4331310,2,2,4
"1501",635010,4331340,2,2,4
"1502",635010,4331370,1,1,1
"1503",635010,4331400,1,2,2
"1504",635010,4331430,1,1,1
"1505",635010,4331460,1,2,2
"1506",635010,4331490,1,2,2
"1507",635010,4331520,2,2,4
"1508",635010,4331550,2,2,4
"1509",635010,4331580,2,2,4
"1510",635010,4331610,2,2,4
"1511",635010,4331640,1,2,2
"1512",635010,4331670,1,2,2
"1513",635010,4331700,1,1,1
"1514",635010,4331730,1,1,1
"1515",635010,4331760,1,1,1
"1516",635010,4331790,1,1,1
"1517",635010,4331820,1,1,1
"1518",635010,4331850,1,1,1
"1519",635010,4331880,1,1,1
"1520",635010,4331910,1,1,1
"1521",635040,4330170,2,2,4
"1522",635040,4330200,2,2,4
"1523",635040,4330230,2,2,4
"1524",635040,4330260,2,2,4
"1525",635040,4330290,2,2,4
"1526",635040,4330320,2,2,4
"1527",635040,4330350,2,2,4
"1528",635040,4330380,2,2,4
"1529",635040,4330410,2,2,4
"1530",635040,4330440,2,2,4
"1531",635040,4330470,2,2,4
"1532",635040,4330500,2,2,4
"1533",635040,4330530,2,2,4
"1534",635040,4330560,2,2,4
"1535",635040,4330590,1,2,2
"1536",635040,4330620,2,1,3
"1537",635040,4330650,1,1,1
"1538",635040,4330680,1,1,1
"1539",635040,4330710,1,2,2
"1540",635040,4330740,1,2,2
"1541",635040,4330770,1,2,2
"1542",635040,4330800,2,2,4
"1543",635040,4330830,1,2,2
"1544",635040,4330860,1,1,1
"1545",635040,4330890,1,1,1
"1546",635040,4330920,1,1,1
"1547",635040,4330950,1,1,1
"1548",635040,4330980,1,1,1
"1549",635040,4331010,1,1,1
"1550",635040,4331040,1,1,1
"1551",635040,4331070,1,1,1
"1552",635040,4331100,1,1,1
"1553",635040,4331130,2,1,3
"1554",635040,4331160,2,2,4
"1555",635040,4331190,2,2,4
"1556",635040,4331220,2,2,4
"1557",635040,4331250,2,2,4
"1558",635040,4331280,2,2,4
"1559",635040,4331310,2,2,4
"1560",635040,4331340,2,2,4
"1561",635040,4331370,2,2,4
"1562",635040,4331400,1,1,1
"1563",635040,4331430,1,1,1
"1564",635040,4331460,2,2,4
"1565",635040,4331490,1,2,2
"1566",635040,4331520,1,2,2
"1567",635040,4331550,1,2,2
"1568",635040,4331580,2,2,4
"1569",635040,4331610,2,2,4
"1570",635040,4331640,1,2,2
"1571",635040,4331670,1,2,2
"1572",635040,4331700,1,2,2
"1573",635040,4331730,1,1,1
"1574",635040,4331760,1,1,1
"1575",635040,4331790,1,1,1
"1576",635040,4331820,1,1,1
"1577",635040,4331850,1,1,1
"1578",635040,4331880,1,1,1
"1579",635040,4331910,1,1,1
"1580",635070,4330170,2,2,4
"1581",635070,4330200,2,2,4
"1582",635070,4330230,2,2,4
"1583",635070,4330260,2,2,4
"1584",635070,4330290,2,2,4
"1585",635070,4330320,2,2,4
"1586",635070,4330350,2,2,4
"1587",635070,4330380,2,2,4
"1588",635070,4330410,2,2,4
"1589",635070,4330440,2,2,4
"1590",635070,4330470,2,2,4
"1591",635070,4330500,2,2,4
"1592",635070,4330530,2,2,4
"1593",635070,4330560,2,2,4
"1594",635070,4330590,1,2,2
"1595",635070,4330620,1,2,2
"1596",635070,4330650,1,1,1
"1597",635070,4330680,1,1,1
"1598",635070,4330710,1,2,2
"1599",635070,4330740,2,2,4
"1600",635070,4330770,2,2,4
"1601",635070,4330800,2,2,4
"1602",635070,4330830,2,2,4
"1603",635070,4330860,1,1,1
"1604",635070,4330890,1,1,1
"1605",635070,4330920,1,1,1
"1606",635070,4330950,1,1,1
"1607",635070,4330980,1,1,1
"1608",635070,4331010,1,1,1
"1609",635070,4331040,1,1,1
"1610",635070,4331070,1,1,1
"1611",635070,4331100,1,1,1
"1612",635070,4331130,1,1,1
"1613",635070,4331160,1,1,1
"1614",635070,4331190,1,1,1
"1615",635070,4331220,2,2,4
"1616",635070,4331250,2,2,4
"1617",635070,4331280,2,2,4
"1618",635070,4331310,2,2,4
"1619",635070,4331340,2,2,4
"1620",635070,4331370,1,2,2
"1621",635070,4331400,1,1,1
"1622",635070,4331430,1,1,1
"1623",635070,4331460,1,1,1
"1624",635070,4331490,1,2,2
"1625",635070,4331520,1,1,1
"1626",635070,4331550,1,2,2
"1627",635070,4331580,2,2,4
"1628",635070,4331610,2,2,4
"1629",635070,4331640,1,2,2
"1630",635070,4331670,1,2,2
"1631",635070,4331700,1,1,1
"1632",635070,4331730,1,1,1
"1633",635070,4331760,1,1,1
"1634",635070,4331790,1,2,2
"1635",635070,4331820,1,1,1
"1636",635070,4331850,1,1,1
"1637",635070,4331880,1,1,1
"1638",635070,4331910,1,1,1
"1639",635100,4330170,2,2,4
"1640",635100,4330200,2,2,4
"1641",635100,4330230,2,2,4
"1642",635100,4330260,2,2,4
"1643",635100,4330290,2,2,4
"1644",635100,4330320,2,2,4
"1645",635100,4330350,2,2,4
"1646",635100,4330380,2,2,4
"1647",635100,4330410,2,2,4
"1648",635100,4330440,2,2,4
"1649",635100,4330470,2,2,4
"1650",635100,4330500,2,2,4
"1651",635100,4330530,2,2,4
"1652",635100,4330560,1,2,2
"1653",635100,4330590,2,2,4
"1654",635100,4330620,2,2,4
"1655",635100,4330650,2,2,4
"1656",635100,4330680,2,2,4
"1657",635100,4330710,2,2,4
"1658",635100,4330740,2,2,4
"1659",635100,4330770,2,2,4
"1660",635100,4330800,2,2,4
"1661",635100,4330830,1,2,2
"1662",635100,4330860,1,1,1
"1663",635100,4330890,1,1,1
"1664",635100,4330920,1,1,1
"1665",635100,4330950,1,1,1
"1666",635100,4330980,1,1,1
"1667",635100,4331010,1,1,1
"1668",635100,4331040,1,1,1
"1669",635100,4331070,1,1,1
"1670",635100,4331100,1,1,1
"1671",635100,4331130,1,1,1
"1672",635100,4331160,1,1,1
"1673",635100,4331190,1,1,1
"1674",635100,4331220,2,2,4
"1675",635100,4331250,2,2,4
"1676",635100,4331280,2,2,4
"1677",635100,4331310,2,2,4
"1678",635100,4331340,1,2,2
"1679",635100,4331370,1,1,1
"1680",635100,4331400,1,1,1
"1681",635100,4331430,1,1,1
"1682",635100,4331460,1,2,2
"1683",635100,4331490,1,2,2
"1684",635100,4331520,1,1,1
"1685",635100,4331550,2,2,4
"1686",635100,4331580,2,2,4
"1687",635100,4331610,2,2,4
"1688",635100,4331640,1,2,2
"1689",635100,4331670,1,2,2
"1690",635100,4331700,1,1,1
"1691",635100,4331730,1,1,1
"1692",635100,4331760,1,1,1
"1693",635100,4331790,1,2,2
"1694",635100,4331820,1,1,1
"1695",635100,4331850,1,1,1
"1696",635100,4331880,1,1,1
"1697",635100,4331910,1,1,1
