FID,Rowid_,GREEN_2011,X,Y,GREEN_2012,RASTERVALU
729, ,0,635970.000000000000000,4331670.000000000000000,-0.028645401820500,1
730, ,0,636000.000000000000000,4331670.000000000000000,-0.025259967893400,1
731, ,0,636030.000000000000000,4331670.000000000000000,-0.021297905594100,1
732, ,0,633990.000000000000000,4331640.000000000000000,-0.031689792871500,1
733, ,0,634020.000000000000000,4331640.000000000000000,-0.029896173626200,1
734, ,0,634050.000000000000000,4331640.000000000000000,-0.022927051410100,1
735, ,0,634080.000000000000000,4331640.000000000000000,-0.006639590486880,2
736, ,0,634110.000000000000000,4331640.000000000000000,0.004773101769390,2
737, ,0,634140.000000000000000,4331640.000000000000000,-0.012974526733200,2
738, ,0,634170.000000000000000,4331640.000000000000000,-0.029237881302800,1
739, ,0,634200.000000000000000,4331640.000000000000000,-0.029560528695600,1
740, ,0,634230.000000000000000,4331640.000000000000000,-0.035254556685700,1
741, ,0,634260.000000000000000,4331640.000000000000000,-0.036928296089200,1
742, ,0,634290.000000000000000,4331640.000000000000000,-0.044068269431600,1
743, ,0,634320.000000000000000,4331640.000000000000000,-0.027475588023700,1
744, ,0,634350.000000000000000,4331640.000000000000000,-0.011404567398100,2
745, ,0,634380.000000000000000,4331640.000000000000000,-0.015641218051300,2
746, ,0,634410.000000000000000,4331640.000000000000000,-0.029917377978600,1
747, ,0,634440.000000000000000,4331640.000000000000000,-0.037341430783300,1
748, ,0,634470.000000000000000,4331640.000000000000000,-0.033517561852900,1
749, ,0,634500.000000000000000,4331640.000000000000000,-0.025744287297100,1
750, ,0,634530.000000000000000,4331640.000000000000000,-0.024707663804300,1
751, ,0,634560.000000000000000,4331640.000000000000000,-0.024650100618600,1
752, ,0,634590.000000000000000,4331640.000000000000000,-0.018082981929200,2
753, ,0,634620.000000000000000,4331640.000000000000000,-0.017076093703500,2
754, ,0,634650.000000000000000,4331640.000000000000000,-0.017232703045000,2
755, ,0,634680.000000000000000,4331640.000000000000000,0.001007132232190,2
756, ,0,634710.000000000000000,4331640.000000000000000,0.011172835715100,2
757, ,0,634740.000000000000000,4331640.000000000000000,0.008069918490950,2
758, ,0,634770.000000000000000,4331640.000000000000000,-0.006148035638030,2
759, ,0,634800.000000000000000,4331640.000000000000000,-0.004546738229690,2
760, ,0,634830.000000000000000,4331640.000000000000000,0.006923893466590,2
761, ,0,634860.000000000000000,4331640.000000000000000,0.008453952148560,2
762, ,0,634890.000000000000000,4331640.000000000000000,0.001146003603940,2
763, ,0,634920.000000000000000,4331640.000000000000000,-0.007903061807160,2
764, ,0,634950.000000000000000,4331640.000000000000000,-0.013417379930600,2
765, ,0,634980.000000000000000,4331640.000000000000000,-0.012571197003100,2
766, ,0,635010.000000000000000,4331640.000000000000000,-0.008898539468650,2
767, ,0,635040.000000000000000,4331640.000000000000000,-0.006658570840960,2
768, ,0,635070.000000000000000,4331640.000000000000000,-0.006645955145360,2
769, ,0,635100.000000000000000,4331640.000000000000000,0.000586088746786,2
770, ,0,635130.000000000000000,4331640.000000000000000,0.002784615382550,2
771, ,0,635160.000000000000000,4331640.000000000000000,-0.000993371009827,2
772, ,0,635190.000000000000000,4331640.000000000000000,-0.003060941584410,2
773, ,0,635220.000000000000000,4331640.000000000000000,0.004777515307070,2
774, ,0,635250.000000000000000,4331640.000000000000000,0.008076865226030,2
775, ,0,635280.000000000000000,4331640.000000000000000,-0.000324331223965,2
776, ,0,635310.000000000000000,4331640.000000000000000,-0.021908447146400,1
777, ,0,635340.000000000000000,4331640.000000000000000,-0.025767361745200,1
778, ,0,635370.000000000000000,4331640.000000000000000,-0.015411254949900,2
779, ,0,635400.000000000000000,4331640.000000000000000,-0.016941029578400,2
780, ,0,635430.000000000000000,4331640.000000000000000,-0.021329550072600,1
781, ,0,635460.000000000000000,4331640.000000000000000,-0.035035669803600,1
782, ,0,635490.000000000000000,4331640.000000000000000,-0.030338734388400,1
783, ,0,635520.000000000000000,4331640.000000000000000,-0.028783015906800,1
784, ,0,635550.000000000000000,4331640.000000000000000,-0.031260229647200,1
785, ,0,635580.000000000000000,4331640.000000000000000,-0.025473216548600,1
786, ,0,635610.000000000000000,4331640.000000000000000,-0.018506895750800,2
787, ,0,635640.000000000000000,4331640.000000000000000,-0.014243666082600,2
788, ,0,635670.000000000000000,4331640.000000000000000,-0.016317216679500,2
789, ,0,635700.000000000000000,4331640.000000000000000,-0.019855421036500,2
790, ,0,635730.000000000000000,4331640.000000000000000,-0.026491459459100,1
791, ,0,635760.000000000000000,4331640.000000000000000,-0.029278058558700,1
792, ,0,635790.000000000000000,4331640.000000000000000,-0.023094980046200,1
793, ,0,635820.000000000000000,4331640.000000000000000,-0.028757397085400,1
794, ,0,635850.000000000000000,4331640.000000000000000,-0.031017258763300,1
795, ,0,635880.000000000000000,4331640.000000000000000,-0.021566126495600,1
796, ,0,635910.000000000000000,4331640.000000000000000,-0.027515124529600,1
797, ,0,635940.000000000000000,4331640.000000000000000,-0.036265581846200,1
798, ,0,635970.000000000000000,4331640.000000000000000,-0.038460303098000,1
799, ,0,636000.000000000000000,4331640.000000000000000,-0.035547796636800,1
800, ,0,636030.000000000000000,4331640.000000000000000,-0.019313847646100,2
801, ,0,633990.000000000000000,4331610.000000000000000,-0.037204146385200,1
802, ,0,634020.000000000000000,4331610.000000000000000,-0.029812019318300,1
803, ,0,634050.000000000000000,4331610.000000000000000,-0.006810123100880,2
804, ,0,634080.000000000000000,4331610.000000000000000,0.015755910426400,2
805, ,0,634110.000000000000000,4331610.000000000000000,0.003052523359660,2
806, ,0,634140.000000000000000,4331610.000000000000000,-0.022669840604100,1
807, ,0,634170.000000000000000,4331610.000000000000000,-0.034791756421300,1
808, ,0,634200.000000000000000,4331610.000000000000000,-0.031809985637700,1
809, ,0,634230.000000000000000,4331610.000000000000000,-0.034576989710300,1
810, ,0,634260.000000000000000,4331610.000000000000000,-0.036752715706800,1
811, ,0,634290.000000000000000,4331610.000000000000000,-0.036692947149300,1
812, ,0,634320.000000000000000,4331610.000000000000000,-0.019618177786500,2
813, ,0,634350.000000000000000,4331610.000000000000000,-0.000548267737031,2
814, ,0,634380.000000000000000,4331610.000000000000000,-0.016905598342400,2
815, ,0,634410.000000000000000,4331610.000000000000000,-0.031860306859000,1
816, ,0,634440.000000000000000,4331610.000000000000000,-0.041325975209500,1
817, ,0,634470.000000000000000,4331610.000000000000000,-0.037029512226600,1
818, ,0,634500.000000000000000,4331610.000000000000000,-0.031886532902700,1
819, ,0,634530.000000000000000,4331610.000000000000000,-0.033278111368400,1
820, ,0,634560.000000000000000,4331610.000000000000000,-0.035671181976800,1
821, ,0,634590.000000000000000,4331610.000000000000000,-0.030156835913700,1
822, ,0,634620.000000000000000,4331610.000000000000000,-0.026967544108600,1
823, ,0,634650.000000000000000,4331610.000000000000000,-0.021968860179200,1
824, ,0,634680.000000000000000,4331610.000000000000000,-0.010039589367800,2
825, ,0,634710.000000000000000,4331610.000000000000000,0.000237178988755,2
826, ,0,634740.000000000000000,4331610.000000000000000,0.000556688755751,2
827, ,0,634770.000000000000000,4331610.000000000000000,0.001966881565750,2
828, ,0,634800.000000000000000,4331610.000000000000000,-0.006737671792510,2
829, ,0,634830.000000000000000,4331610.000000000000000,0.001883685588840,2
830, ,0,634860.000000000000000,4331610.000000000000000,0.009449447505180,2
831, ,0,634890.000000000000000,4331610.000000000000000,0.014944506809100,2
832, ,0,634920.000000000000000,4331610.000000000000000,-0.001571608707310,2
833, ,0,634950.000000000000000,4331610.000000000000000,-0.009845970198510,2
834, ,0,634980.000000000000000,4331610.000000000000000,-0.005785798653960,2
835, ,0,635010.000000000000000,4331610.000000000000000,-0.004110531881450,2
836, ,0,635040.000000000000000,4331610.000000000000000,0.001639168709520,2
837, ,0,635070.000000000000000,4331610.000000000000000,0.002351231873030,2
838, ,0,635100.000000000000000,4331610.000000000000000,0.004570638760920,2
839, ,0,635130.000000000000000,4331610.000000000000000,0.004331190139060,2
840, ,0,635160.000000000000000,4331610.000000000000000,0.001730589196090,2
841, ,0,635190.000000000000000,4331610.000000000000000,-0.005007961764930,2
842, ,0,635220.000000000000000,4331610.000000000000000,-0.005142081528900,2
843, ,0,635250.000000000000000,4331610.000000000000000,0.006306054070590,2
844, ,0,635280.000000000000000,4331610.000000000000000,-0.003094436600800,2
845, ,0,635310.000000000000000,4331610.000000000000000,-0.007997948676350,2
846, ,0,635340.000000000000000,4331610.000000000000000,-0.027852663770300,1
847, ,0,635370.000000000000000,4331610.000000000000000,-0.025311222299900,1
848, ,0,635400.000000000000000,4331610.000000000000000,-0.018627410754600,2
849, ,0,635430.000000000000000,4331610.000000000000000,-0.019838362932200,2
850, ,0,635460.000000000000000,4331610.000000000000000,-0.047161411494000,1
851, ,0,635490.000000000000000,4331610.000000000000000,-0.056408174336000,1
852, ,0,635520.000000000000000,4331610.000000000000000,-0.031663566827800,1
853, ,0,635550.000000000000000,4331610.000000000000000,-0.026504142209900,1
854, ,0,635580.000000000000000,4331610.000000000000000,-0.023068742826600,1
855, ,0,635610.000000000000000,4331610.000000000000000,-0.017100151628300,2
856, ,0,635640.000000000000000,4331610.000000000000000,-0.013750810176100,2
857, ,0,635670.000000000000000,4331610.000000000000000,-0.017341202125000,2
858, ,0,635700.000000000000000,4331610.000000000000000,-0.019256284460400,2
859, ,0,635730.000000000000000,4331610.000000000000000,-0.018731515854600,2
860, ,0,635760.000000000000000,4331610.000000000000000,-0.020124610513400,2
861, ,0,635790.000000000000000,4331610.000000000000000,-0.023662485182300,1
862, ,0,635820.000000000000000,4331610.000000000000000,-0.036741327494400,1
863, ,0,635850.000000000000000,4331610.000000000000000,-0.031336776912200,1
864, ,0,635880.000000000000000,4331610.000000000000000,-0.016930282115900,2
865, ,0,635910.000000000000000,4331610.000000000000000,-0.023810558021100,1
866, ,0,635940.000000000000000,4331610.000000000000000,-0.034773129969800,1
867, ,0,635970.000000000000000,4331610.000000000000000,-0.042226575315000,1
868, ,0,636000.000000000000000,4331610.000000000000000,-0.036037489771800,1
869, ,0,636030.000000000000000,4331610.000000000000000,-0.033548898994900,1
870, ,0,636060.000000000000000,4331610.000000000000000,-0.024152191355800,1
871, ,0,633990.000000000000000,4331580.000000000000000,-0.031674906611400,1
872, ,0,634020.000000000000000,4331580.000000000000000,-0.034260980784900,1
873, ,0,634050.000000000000000,4331580.000000000000000,-0.016999544575800,2
874, ,0,634080.000000000000000,4331580.000000000000000,0.000468752346933,2
875, ,0,634110.000000000000000,4331580.000000000000000,-0.008158311247830,2
876, ,0,634140.000000000000000,4331580.000000000000000,-0.023310381919100,1
877, ,0,634170.000000000000000,4331580.000000000000000,-0.038942717015700,1
878, ,0,634200.000000000000000,4331580.000000000000000,-0.035148598253700,1
879, ,0,634230.000000000000000,4331580.000000000000000,-0.034156590700200,1
880, ,0,634260.000000000000000,4331580.000000000000000,-0.035482630133600,1
881, ,0,634290.000000000000000,4331580.000000000000000,-0.034636437892900,1
882, ,0,634320.000000000000000,4331580.000000000000000,-0.031993497163100,1
883, ,0,634350.000000000000000,4331580.000000000000000,-0.018964625895000,2
884, ,0,634380.000000000000000,4331580.000000000000000,-0.027442369610100,1
885, ,0,634410.000000000000000,4331580.000000000000000,-0.025284670293300,1
886, ,0,634440.000000000000000,4331580.000000000000000,-0.029517225921200,1
887, ,0,634470.000000000000000,4331580.000000000000000,-0.032430019229600,1
888, ,0,634500.000000000000000,4331580.000000000000000,-0.031344663351800,1
889, ,0,634530.000000000000000,4331580.000000000000000,-0.033393882215000,1
890, ,0,634560.000000000000000,4331580.000000000000000,-0.037101961672300,1
891, ,0,634590.000000000000000,4331580.000000000000000,-0.031144412234400,1
892, ,0,634620.000000000000000,4331580.000000000000000,-0.032775431871400,1
893, ,0,634650.000000000000000,4331580.000000000000000,-0.025045191869100,1
894, ,0,634680.000000000000000,4331580.000000000000000,-0.010369852185200,2
895, ,0,634710.000000000000000,4331580.000000000000000,0.001595512032510,2
896, ,0,634740.000000000000000,4331580.000000000000000,0.005268160253760,2
897, ,0,634770.000000000000000,4331580.000000000000000,0.006075134500860,2
898, ,0,634800.000000000000000,4331580.000000000000000,-0.006421659141780,2
899, ,0,634830.000000000000000,4331580.000000000000000,-0.002548791468140,2
900, ,0,634860.000000000000000,4331580.000000000000000,0.004207793623210,2
901, ,0,634890.000000000000000,4331580.000000000000000,0.012586884200600,2
902, ,0,634920.000000000000000,4331580.000000000000000,0.009461145848040,2
903, ,0,634950.000000000000000,4331580.000000000000000,0.004667742177840,2
904, ,0,634980.000000000000000,4331580.000000000000000,-0.000330941751599,2
905, ,0,635010.000000000000000,4331580.000000000000000,-0.002644317224620,2
906, ,0,635040.000000000000000,4331580.000000000000000,0.009264416992660,2
907, ,0,635070.000000000000000,4331580.000000000000000,0.012184139341100,2
908, ,0,635100.000000000000000,4331580.000000000000000,0.007796286605300,2
909, ,0,635130.000000000000000,4331580.000000000000000,0.006041898392140,2
910, ,0,635160.000000000000000,4331580.000000000000000,-0.002749014645820,2
911, ,0,635190.000000000000000,4331580.000000000000000,-0.005455880425870,2
912, ,0,635220.000000000000000,4331580.000000000000000,-0.012186834588600,2
913, ,0,635250.000000000000000,4331580.000000000000000,-0.010075963102300,2
914, ,0,635280.000000000000000,4331580.000000000000000,-0.014217706397200,2
915, ,0,635310.000000000000000,4331580.000000000000000,-0.016530128195900,2
916, ,0,635340.000000000000000,4331580.000000000000000,-0.023828575387600,1
917, ,0,635370.000000000000000,4331580.000000000000000,-0.028304364532200,1
918, ,0,635400.000000000000000,4331580.000000000000000,-0.027864068746600,1
919, ,0,635430.000000000000000,4331580.000000000000000,-0.022160531953000,1
920, ,0,635460.000000000000000,4331580.000000000000000,-0.047678604722000,1
921, ,0,635490.000000000000000,4331580.000000000000000,-0.068046092987100,1
922, ,0,635520.000000000000000,4331580.000000000000000,-0.061408780515200,1
923, ,0,635550.000000000000000,4331580.000000000000000,-0.036060582846400,1
924, ,0,635580.000000000000000,4331580.000000000000000,-0.039154354482900,1
925, ,0,635610.000000000000000,4331580.000000000000000,-0.029339445754900,1
926, ,0,635640.000000000000000,4331580.000000000000000,-0.016438035294400,2
927, ,0,635670.000000000000000,4331580.000000000000000,-0.011469726450700,2
928, ,0,635700.000000000000000,4331580.000000000000000,-0.014946234412500,2
929, ,0,635730.000000000000000,4331580.000000000000000,-0.014460667036500,2
930, ,0,635760.000000000000000,4331580.000000000000000,-0.017183987423800,2
931, ,0,635790.000000000000000,4331580.000000000000000,-0.023268671706300,1
932, ,0,635820.000000000000000,4331580.000000000000000,-0.025310307741200,1
933, ,0,635850.000000000000000,4331580.000000000000000,-0.023326244205200,1
934, ,0,635880.000000000000000,4331580.000000000000000,-0.018499298021200,2
935, ,0,635910.000000000000000,4331580.000000000000000,-0.019520746544000,2
936, ,0,635940.000000000000000,4331580.000000000000000,-0.026117263361800,1
937, ,0,635970.000000000000000,4331580.000000000000000,-0.029618447646500,1
938, ,0,636000.000000000000000,4331580.000000000000000,-0.035874597728300,1
939, ,0,636030.000000000000000,4331580.000000000000000,-0.030824631452600,1
940, ,0,636060.000000000000000,4331580.000000000000000,-0.026076141744900,1
941, ,0,634020.000000000000000,4331550.000000000000000,-0.030341595411300,1
942, ,0,634050.000000000000000,4331550.000000000000000,-0.017042864114000,2
943, ,0,634080.000000000000000,4331550.000000000000000,-0.004332586657260,2
944, ,0,634110.000000000000000,4331550.000000000000000,-0.011878101155200,2
945, ,0,634140.000000000000000,4331550.000000000000000,-0.025100227445400,1
946, ,0,634170.000000000000000,4331550.000000000000000,-0.036222551018000,1
947, ,0,634200.000000000000000,4331550.000000000000000,-0.040229540318300,1
948, ,0,634230.000000000000000,4331550.000000000000000,-0.038860462606000,1
949, ,0,634260.000000000000000,4331550.000000000000000,-0.041686914861200,1
950, ,0,634290.000000000000000,4331550.000000000000000,-0.042533107101900,1
951, ,0,634320.000000000000000,4331550.000000000000000,-0.039561141282300,1
952, ,0,634350.000000000000000,4331550.000000000000000,-0.037166789174100,1
953, ,0,634380.000000000000000,4331550.000000000000000,-0.030948925763400,1
954, ,0,634410.000000000000000,4331550.000000000000000,-0.026684109121600,1
955, ,0,634440.000000000000000,4331550.000000000000000,-0.027287058532200,1
956, ,0,634470.000000000000000,4331550.000000000000000,-0.027628684416400,1
957, ,0,634500.000000000000000,4331550.000000000000000,-0.025700647383900,1
958, ,0,634530.000000000000000,4331550.000000000000000,-0.027628684416400,1
959, ,0,634560.000000000000000,4331550.000000000000000,-0.031501248478900,1
960, ,0,634590.000000000000000,4331550.000000000000000,-0.036817874759400,1
961, ,0,634620.000000000000000,4331550.000000000000000,-0.028086423873900,1
962, ,0,634650.000000000000000,4331550.000000000000000,-0.021860014647200,1
963, ,0,634680.000000000000000,4331550.000000000000000,-0.009491350501780,2
964, ,0,634710.000000000000000,4331550.000000000000000,0.000356774777174,2
965, ,0,634740.000000000000000,4331550.000000000000000,0.008094613440330,2
966, ,0,634770.000000000000000,4331550.000000000000000,0.016566645354000,2
967, ,0,634800.000000000000000,4331550.000000000000000,-0.000034552067518,2
968, ,0,634830.000000000000000,4331550.000000000000000,-0.001108184456830,2
969, ,0,634860.000000000000000,4331550.000000000000000,0.008188854902980,2
970, ,0,634890.000000000000000,4331550.000000000000000,0.015007456764600,2
971, ,0,634920.000000000000000,4331550.000000000000000,0.007624840363860,2
972, ,0,634950.000000000000000,4331550.000000000000000,0.004237532615660,2
973, ,0,634980.000000000000000,4331550.000000000000000,0.006707152351740,2
974, ,0,635010.000000000000000,4331550.000000000000000,0.001378496177490,2
975, ,0,635040.000000000000000,4331550.000000000000000,-0.010926250368400,2
976, ,0,635070.000000000000000,4331550.000000000000000,-0.010169919580200,2
977, ,0,635100.000000000000000,4331550.000000000000000,-0.001365061849360,2
978, ,0,635130.000000000000000,4331550.000000000000000,-0.000874099321663,2
979, ,0,635160.000000000000000,4331550.000000000000000,0.001283609308300,2
980, ,0,635190.000000000000000,4331550.000000000000000,-0.000964893028140,2
981, ,0,635220.000000000000000,4331550.000000000000000,-0.005614695139230,2
982, ,0,635250.000000000000000,4331550.000000000000000,-0.008351270109420,2
983, ,0,635280.000000000000000,4331550.000000000000000,-0.010155646130400,2
984, ,0,635310.000000000000000,4331550.000000000000000,-0.015541566535800,2
985, ,0,635340.000000000000000,4331550.000000000000000,-0.013028921559500,2
986, ,0,635370.000000000000000,4331550.000000000000000,-0.018529007211300,2
987, ,0,635400.000000000000000,4331550.000000000000000,-0.019425859674800,2
988, ,0,635430.000000000000000,4331550.000000000000000,-0.016814505681400,2
989, ,0,635460.000000000000000,4331550.000000000000000,-0.014400580897900,2
990, ,0,635490.000000000000000,4331550.000000000000000,-0.031097315251800,1
991, ,0,635520.000000000000000,4331550.000000000000000,-0.056065931916200,1
992, ,0,635550.000000000000000,4331550.000000000000000,-0.029062990099200,1
993, ,0,635580.000000000000000,4331550.000000000000000,-0.022790390998100,1
994, ,0,635610.000000000000000,4331550.000000000000000,-0.031810954213100,1
995, ,0,635640.000000000000000,4331550.000000000000000,-0.016890088096300,2
996, ,0,635670.000000000000000,4331550.000000000000000,-0.001484321430330,2
997, ,0,635700.000000000000000,4331550.000000000000000,-0.006472256034610,2
998, ,0,635730.000000000000000,4331550.000000000000000,-0.019769681617600,2
999, ,0,635760.000000000000000,4331550.000000000000000,-0.019178783521100,2
1000, ,0,635790.000000000000000,4331550.000000000000000,-0.021986888721600,1
1001, ,0,635820.000000000000000,4331550.000000000000000,-0.026993177831200,1
1002, ,0,635850.000000000000000,4331550.000000000000000,-0.023854803293900,1
1003, ,0,635880.000000000000000,4331550.000000000000000,-0.017794830724600,2
1004, ,0,635910.000000000000000,4331550.000000000000000,-0.016552563756700,2
1005, ,0,635940.000000000000000,4331550.000000000000000,-0.026476306840800,1
1006, ,0,635970.000000000000000,4331550.000000000000000,-0.021325748413800,1
1007, ,0,636000.000000000000000,4331550.000000000000000,-0.028535021469000,1
1008, ,0,636030.000000000000000,4331550.000000000000000,-0.022444620728500,1
1009, ,0,636060.000000000000000,4331550.000000000000000,-0.017337083816500,2
1010, ,0,634020.000000000000000,4331520.000000000000000,-0.024852883070700,1
1011, ,0,634050.000000000000000,4331520.000000000000000,-0.005496072582900,2
1012, ,0,634080.000000000000000,4331520.000000000000000,-0.000932631082833,2
1013, ,0,634110.000000000000000,4331520.000000000000000,-0.015778500586700,2
1014, ,0,634140.000000000000000,4331520.000000000000000,-0.027588194236200,1
1015, ,0,634170.000000000000000,4331520.000000000000000,-0.035398483276400,1
1016, ,0,634200.000000000000000,4331520.000000000000000,-0.039895184338100,1
1017, ,0,634230.000000000000000,4331520.000000000000000,-0.043367899954300,1
1018, ,0,634260.000000000000000,4331520.000000000000000,-0.046241182833900,1
1019, ,0,634290.000000000000000,4331520.000000000000000,-0.041802678257200,1
1020, ,0,634320.000000000000000,4331520.000000000000000,-0.043332472443600,1
1021, ,0,634350.000000000000000,4331520.000000000000000,-0.041983947157900,1
1022, ,0,634380.000000000000000,4331520.000000000000000,-0.037907995283600,1
1023, ,0,634410.000000000000000,4331520.000000000000000,-0.031047951430100,1
1024, ,0,634440.000000000000000,4331520.000000000000000,-0.022230450063900,1
1025, ,0,634470.000000000000000,4331520.000000000000000,-0.021914433687900,1
1026, ,0,634500.000000000000000,4331520.000000000000000,-0.016422238200900,2
1027, ,0,634530.000000000000000,4331520.000000000000000,-0.006160355173050,2
1028, ,0,634560.000000000000000,4331520.000000000000000,-0.012829638086300,2
1029, ,0,634590.000000000000000,4331520.000000000000000,-0.030076172202800,1
1030, ,0,634620.000000000000000,4331520.000000000000000,-0.030948963016300,1
1031, ,0,634650.000000000000000,4331520.000000000000000,-0.029056303203100,1
1032, ,0,634680.000000000000000,4331520.000000000000000,-0.021547175943900,1
1033, ,0,634710.000000000000000,4331520.000000000000000,-0.005317346192900,2
1034, ,0,634740.000000000000000,4331520.000000000000000,0.004164161160590,2
1035, ,0,634770.000000000000000,4331520.000000000000000,0.008697835728530,2
1036, ,0,634800.000000000000000,4331520.000000000000000,0.006626499816780,2
1037, ,0,634830.000000000000000,4331520.000000000000000,0.006143131293360,2
1038, ,0,634860.000000000000000,4331520.000000000000000,0.007984828203920,2
1039, ,0,634890.000000000000000,4331520.000000000000000,0.001446526497600,2
1040, ,0,634920.000000000000000,4331520.000000000000000,0.002808365970850,2
1041, ,0,634950.000000000000000,4331520.000000000000000,-0.002603799104690,2
1042, ,0,634980.000000000000000,4331520.000000000000000,-0.003665107302370,2
1043, ,0,635010.000000000000000,4331520.000000000000000,-0.008654659613970,2
1044, ,0,635040.000000000000000,4331520.000000000000000,-0.022837178781600,1
1045, ,0,635070.000000000000000,4331520.000000000000000,-0.026883404701900,1
1046, ,0,635100.000000000000000,4331520.000000000000000,-0.026101127266900,1
1047, ,0,635130.000000000000000,4331520.000000000000000,-0.013362353667600,2
1048, ,0,635160.000000000000000,4331520.000000000000000,0.005152394995090,2
1049, ,0,635190.000000000000000,4331520.000000000000000,0.006227294914420,2
1050, ,0,635220.000000000000000,4331520.000000000000000,-0.000195261090994,2
1051, ,0,635250.000000000000000,4331520.000000000000000,0.000497847795486,2
1052, ,0,635280.000000000000000,4331520.000000000000000,0.001170679926870,2
1053, ,0,635310.000000000000000,4331520.000000000000000,-0.003602480515840,2
1054, ,0,635340.000000000000000,4331520.000000000000000,-0.009259169921280,2
1055, ,0,635370.000000000000000,4331520.000000000000000,-0.015888884663600,2
1056, ,0,635400.000000000000000,4331520.000000000000000,-0.022139986977000,1
1057, ,0,635430.000000000000000,4331520.000000000000000,-0.029153119772700,1
1058, ,0,635460.000000000000000,4331520.000000000000000,-0.029653897509000,1
1059, ,0,635490.000000000000000,4331520.000000000000000,-0.019767472520500,2
1060, ,0,635520.000000000000000,4331520.000000000000000,-0.018713487312200,2
1061, ,0,635550.000000000000000,4331520.000000000000000,-0.015083836391600,2
1062, ,0,635580.000000000000000,4331520.000000000000000,-0.014783323742400,2
1063, ,0,635610.000000000000000,4331520.000000000000000,-0.026646491140100,1
1064, ,0,635640.000000000000000,4331520.000000000000000,-0.022898886352800,1
1065, ,0,635670.000000000000000,4331520.000000000000000,-0.014577686786700,2
1066, ,0,635700.000000000000000,4331520.000000000000000,-0.017275409773000,2
1067, ,0,635730.000000000000000,4331520.000000000000000,-0.030639585107600,1
1068, ,0,635760.000000000000000,4331520.000000000000000,-0.027229454368400,1
1069, ,0,635790.000000000000000,4331520.000000000000000,-0.036632839590300,1
1070, ,0,635820.000000000000000,4331520.000000000000000,-0.033620990812800,1
1071, ,0,635850.000000000000000,4331520.000000000000000,-0.029629206284900,1
1072, ,0,635880.000000000000000,4331520.000000000000000,-0.020613662898500,1
1073, ,0,635910.000000000000000,4331520.000000000000000,-0.017017576843500,2
1074, ,0,635940.000000000000000,4331520.000000000000000,-0.023999094963100,1
1075, ,0,635970.000000000000000,4331520.000000000000000,-0.022713806480200,1
1076, ,0,636000.000000000000000,4331520.000000000000000,-0.015695314854400,2
1077, ,0,636030.000000000000000,4331520.000000000000000,-0.021855931729100,1
1078, ,0,636060.000000000000000,4331520.000000000000000,-0.022474329918600,1
1079, ,0,634020.000000000000000,4331490.000000000000000,-0.035448804497700,1
1080, ,0,634050.000000000000000,4331490.000000000000000,-0.012680645100800,2
1081, ,0,634080.000000000000000,4331490.000000000000000,-0.006922721862790,2
1082, ,0,634110.000000000000000,4331490.000000000000000,-0.017162472009700,2
1083, ,0,634140.000000000000000,4331490.000000000000000,-0.026745503768300,1
1084, ,0,634170.000000000000000,4331490.000000000000000,-0.034429289400600,1
1085, ,0,634200.000000000000000,4331490.000000000000000,-0.038881942629800,1
1086, ,0,634230.000000000000000,4331490.000000000000000,-0.043407112360000,1
1087, ,0,634260.000000000000000,4331490.000000000000000,-0.042837399989400,1
1088, ,0,634290.000000000000000,4331490.000000000000000,-0.042209491133700,1
1089, ,0,634320.000000000000000,4331490.000000000000000,-0.044639877975000,1
1090, ,0,634350.000000000000000,4331490.000000000000000,-0.039496909827000,1
1091, ,0,634380.000000000000000,4331490.000000000000000,-0.040214687585800,1
1092, ,0,634410.000000000000000,4331490.000000000000000,-0.036230143159600,1
1093, ,0,634440.000000000000000,4331490.000000000000000,-0.029891740530700,1
1094, ,0,634470.000000000000000,4331490.000000000000000,-0.024860760197000,1
1095, ,0,634500.000000000000000,4331490.000000000000000,-0.024576693773300,1
1096, ,0,634530.000000000000000,4331490.000000000000000,-0.007936870679260,2
1097, ,0,634560.000000000000000,4331490.000000000000000,-0.020177137106700,1
1098, ,0,634590.000000000000000,4331490.000000000000000,-0.033295206725600,1
1099, ,0,634620.000000000000000,4331490.000000000000000,-0.035413350909900,1
1100, ,0,634650.000000000000000,4331490.000000000000000,-0.033733956515800,1
1101, ,0,634680.000000000000000,4331490.000000000000000,-0.032619521021800,1
1102, ,0,634710.000000000000000,4331490.000000000000000,-0.019439451396500,2
1103, ,0,634740.000000000000000,4331490.000000000000000,-0.010423909872800,2
1104, ,0,634770.000000000000000,4331490.000000000000000,0.004818026907740,2
1105, ,0,634800.000000000000000,4331490.000000000000000,0.013798124156900,2
1106, ,0,634830.000000000000000,4331490.000000000000000,0.019118849188100,2
1107, ,0,634860.000000000000000,4331490.000000000000000,0.009100567549470,2
1108, ,0,634890.000000000000000,4331490.000000000000000,0.002936752513050,2
1109, ,0,634920.000000000000000,4331490.000000000000000,0.008791809901600,2
1110, ,0,634950.000000000000000,4331490.000000000000000,0.006217470392590,2
1111, ,0,634980.000000000000000,4331490.000000000000000,-0.001197705976670,2
1112, ,0,635010.000000000000000,4331490.000000000000000,-0.014416051097200,2
1113, ,0,635040.000000000000000,4331490.000000000000000,-0.007787884213030,2
1114, ,0,635070.000000000000000,4331490.000000000000000,-0.014475518837600,2
