Rowid_,NDVI_1986_2011_T,X,Y,ISOCLUSTER4_PROJ
,0,633930.000000000000000,4332120.000000000000000,1.000000000000000
,0,633960.000000000000000,4332120.000000000000000,1.000000000000000
,0,633990.000000000000000,4332120.000000000000000,1.000000000000000
,0,634020.000000000000000,4332120.000000000000000,1.000000000000000
,0,634050.000000000000000,4332120.000000000000000,1.000000000000000
,0,634080.000000000000000,4332120.000000000000000,1.000000000000000
,0,633930.000000000000000,4332090.000000000000000,1.000000000000000
,0,633960.000000000000000,4332090.000000000000000,1.000000000000000
,0,633990.000000000000000,4332090.000000000000000,1.000000000000000
,0,634020.000000000000000,4332090.000000000000000,1.000000000000000
,0,634050.000000000000000,4332090.000000000000000,1.000000000000000
,0,634080.000000000000000,4332090.000000000000000,1.000000000000000
,0,633930.000000000000000,4332060.000000000000000,1.000000000000000
,0,633960.000000000000000,4332060.000000000000000,1.000000000000000
,0,633990.000000000000000,4332060.000000000000000,1.000000000000000
,0,634020.000000000000000,4332060.000000000000000,1.000000000000000
,0,634050.000000000000000,4332060.000000000000000,1.000000000000000
,0,634080.000000000000000,4332060.000000000000000,1.000000000000000
,0,634410.000000000000000,4332060.000000000000000,1.000000000000000
,0,634440.000000000000000,4332060.000000000000000,1.000000000000000
,0,634470.000000000000000,4332060.000000000000000,1.000000000000000
,0,634500.000000000000000,4332060.000000000000000,1.000000000000000
,0,634530.000000000000000,4332060.000000000000000,1.000000000000000
,0,634560.000000000000000,4332060.000000000000000,1.000000000000000
,0,634590.000000000000000,4332060.000000000000000,1.000000000000000
,0,634620.000000000000000,4332060.000000000000000,1.000000000000000
,0,634650.000000000000000,4332060.000000000000000,1.000000000000000
,0,634680.000000000000000,4332060.000000000000000,1.000000000000000
,0,634710.000000000000000,4332060.000000000000000,1.000000000000000
,0,634740.000000000000000,4332060.000000000000000,1.000000000000000
,0,634770.000000000000000,4332060.000000000000000,1.000000000000000
,0,633930.000000000000000,4332030.000000000000000,1.000000000000000
,0,633960.000000000000000,4332030.000000000000000,1.000000000000000
,0,633990.000000000000000,4332030.000000000000000,1.000000000000000
,0,634020.000000000000000,4332030.000000000000000,1.000000000000000
,0,634050.000000000000000,4332030.000000000000000,1.000000000000000
,0,634080.000000000000000,4332030.000000000000000,1.000000000000000
,0,634110.000000000000000,4332030.000000000000000,1.000000000000000
,0,634140.000000000000000,4332030.000000000000000,1.000000000000000
,0,634170.000000000000000,4332030.000000000000000,1.000000000000000
,0,634200.000000000000000,4332030.000000000000000,1.000000000000000
,0,634230.000000000000000,4332030.000000000000000,1.000000000000000
,0,634260.000000000000000,4332030.000000000000000,1.000000000000000
,0,634380.000000000000000,4332030.000000000000000,1.000000000000000
,0,634410.000000000000000,4332030.000000000000000,1.000000000000000
,0,634440.000000000000000,4332030.000000000000000,1.000000000000000
,0,634470.000000000000000,4332030.000000000000000,1.000000000000000
,0,634500.000000000000000,4332030.000000000000000,1.000000000000000
,0,634530.000000000000000,4332030.000000000000000,1.000000000000000
,0,634560.000000000000000,4332030.000000000000000,1.000000000000000
,0,634590.000000000000000,4332030.000000000000000,1.000000000000000
,0,634620.000000000000000,4332030.000000000000000,1.000000000000000
,0,634650.000000000000000,4332030.000000000000000,1.000000000000000
,0,634680.000000000000000,4332030.000000000000000,1.000000000000000
,0,634710.000000000000000,4332030.000000000000000,1.000000000000000
,0,634740.000000000000000,4332030.000000000000000,1.000000000000000
,0,634770.000000000000000,4332030.000000000000000,1.000000000000000
,0,634800.000000000000000,4332030.000000000000000,1.000000000000000
,0,634830.000000000000000,4332030.000000000000000,1.000000000000000
,0,634860.000000000000000,4332030.000000000000000,1.000000000000000
,0,633930.000000000000000,4332000.000000000000000,1.000000000000000
,0,633960.000000000000000,4332000.000000000000000,1.000000000000000
,0,633990.000000000000000,4332000.000000000000000,1.000000000000000
,0,634020.000000000000000,4332000.000000000000000,1.000000000000000
,0,634050.000000000000000,4332000.000000000000000,1.000000000000000
,0,634080.000000000000000,4332000.000000000000000,1.000000000000000
,0,634110.000000000000000,4332000.000000000000000,1.000000000000000
,0,634140.000000000000000,4332000.000000000000000,1.000000000000000
,0,634170.000000000000000,4332000.000000000000000,1.000000000000000
,0,634200.000000000000000,4332000.000000000000000,1.000000000000000
,0,634230.000000000000000,4332000.000000000000000,1.000000000000000
,0,634260.000000000000000,4332000.000000000000000,1.000000000000000
,0,634290.000000000000000,4332000.000000000000000,1.000000000000000
,0,634320.000000000000000,4332000.000000000000000,1.000000000000000
,0,634350.000000000000000,4332000.000000000000000,1.000000000000000
,0,634380.000000000000000,4332000.000000000000000,1.000000000000000
,0,634410.000000000000000,4332000.000000000000000,1.000000000000000
,0,634440.000000000000000,4332000.000000000000000,1.000000000000000
,0,634470.000000000000000,4332000.000000000000000,1.000000000000000
,0,634500.000000000000000,4332000.000000000000000,1.000000000000000
,0,634530.000000000000000,4332000.000000000000000,1.000000000000000
,0,634560.000000000000000,4332000.000000000000000,1.000000000000000
,0,634590.000000000000000,4332000.000000000000000,1.000000000000000
,0,634620.000000000000000,4332000.000000000000000,1.000000000000000
,0,634650.000000000000000,4332000.000000000000000,1.000000000000000
,0,634680.000000000000000,4332000.000000000000000,1.000000000000000
,0,634710.000000000000000,4332000.000000000000000,1.000000000000000
,0,634740.000000000000000,4332000.000000000000000,1.000000000000000
,0,634770.000000000000000,4332000.000000000000000,1.000000000000000
,0,634800.000000000000000,4332000.000000000000000,1.000000000000000
