Rowid_,WEIMER_DIST2_CLI,X,Y,WEIMER_DIST2_C_1
,90,634145.727316665000000,4332015.031022510500000,90.000000000000000
,60,634175.727316665000000,4332015.031022510500000,60.000000000000000
,30,634205.727316665000000,4332015.031022510500000,30.000000000000000
,0,634235.727316665000000,4332015.031022510500000,0.000000000000000
,0,634265.727316665000000,4332015.031022510500000,0.000000000000000
,30,634295.727316665000000,4332015.031022510500000,30.000000000000000
,42,634325.727316665000000,4332015.031022510500000,42.426406860351562
,60,634355.727316665000000,4332015.031022510500000,60.000000000000000
,67,634385.727316665000000,4332015.031022510500000,67.082038879394531
,85,634415.727316665000000,4332015.031022510500000,84.852813720703125
,108,634445.727316665000000,4332015.031022510500000,108.166542053222660
,127,634475.727316665000000,4332015.031022510500000,127.279220581054690
,150,634505.727316665000000,4332015.031022510500000,150.000000000000000
,170,634535.727316665000000,4332015.031022510500000,169.705627441406250
,192,634565.727316665000000,4332015.031022510500000,192.093734741210940
,212,634595.727316665000000,4332015.031022510500000,212.132034301757810
,234,634625.727316665000000,4332015.031022510500000,234.307495117187500
,258,634655.727316665000000,4332015.031022510500000,258.069763183593750
,277,634685.727316665000000,4332015.031022510500000,276.586334228515630
,285,634715.727316665000000,4332015.031022510500000,284.604980468750000
,295,634745.727316665000000,4332015.031022510500000,295.465728759765620
,309,634775.727316665000000,4332015.031022510500000,308.868896484375000
,324,634805.727316665000000,4332015.031022510500000,324.499603271484370
,342,634835.727316665000000,4332015.031022510500000,342.052612304687500
,361,634865.727316665000000,4332015.031022510500000,361.247833251953120
,301,633935.727316665000000,4331985.031022510500000,301.496276855468750
,272,633965.727316665000000,4331985.031022510500000,271.661560058593750
,242,633995.727316665000000,4331985.031022510500000,241.867736816406250
,212,634025.727316665000000,4331985.031022510500000,212.132034301757810
,182,634055.727316665000000,4331985.031022510500000,182.482879638671870
,153,634085.727316665000000,4331985.031022510500000,152.970581054687500
,124,634115.727316665000000,4331985.031022510500000,123.693168640136720
,95,634145.727316665000000,4331985.031022510500000,94.868331909179688
,67,634175.727316665000000,4331985.031022510500000,67.082038879394531
,42,634205.727316665000000,4331985.031022510500000,42.426406860351562
,30,634235.727316665000000,4331985.031022510500000,30.000000000000000
,0,634265.727316665000000,4331985.031022510500000,0.000000000000000
,0,634295.727316665000000,4331985.031022510500000,0.000000000000000
,30,634325.727316665000000,4331985.031022510500000,30.000000000000000
,30,634355.727316665000000,4331985.031022510500000,30.000000000000000
,42,634385.727316665000000,4331985.031022510500000,42.426406860351562
,67,634415.727316665000000,4331985.031022510500000,67.082038879394531
,85,634445.727316665000000,4331985.031022510500000,84.852813720703125
,108,634475.727316665000000,4331985.031022510500000,108.166542053222660
,127,634505.727316665000000,4331985.031022510500000,127.279220581054690
,150,634535.727316665000000,4331985.031022510500000,150.000000000000000
,170,634565.727316665000000,4331985.031022510500000,169.705627441406250
,192,634595.727316665000000,4331985.031022510500000,192.093734741210940
,216,634625.727316665000000,4331985.031022510500000,216.333084106445310
,242,634655.727316665000000,4331985.031022510500000,241.867736816406250
,247,634685.727316665000000,4331985.031022510500000,247.386337280273440
,256,634715.727316665000000,4331985.031022510500000,256.320098876953120
,268,634745.727316665000000,4331985.031022510500000,268.328155517578130
,283,634775.727316665000000,4331985.031022510500000,283.019439697265620
,300,634805.727316665000000,4331985.031022510500000,300.000000000000000
,319,634835.727316665000000,4331985.031022510500000,318.904388427734370
,339,634865.727316665000000,4331985.031022510500000,339.411254882812500
,361,634895.727316665000000,4331985.031022510500000,361.247833251953120
,306,633935.727316665000000,4331955.031022510500000,305.941162109375000
,277,633965.727316665000000,4331955.031022510500000,276.586334228515630
,247,633995.727316665000000,4331955.031022510500000,247.386337280273440
,218,634025.727316665000000,4331955.031022510500000,218.403289794921880
,190,634055.727316665000000,4331955.031022510500000,189.736663818359370
,162,634085.727316665000000,4331955.031022510500000,161.554946899414060
,134,634115.727316665000000,4331955.031022510500000,134.164077758789060
,108,634145.727316665000000,4331955.031022510500000,108.166542053222660
,85,634175.727316665000000,4331955.031022510500000,84.852813720703125
,67,634205.727316665000000,4331955.031022510500000,67.082038879394531
,42,634235.727316665000000,4331955.031022510500000,42.426406860351562
,30,634265.727316665000000,4331955.031022510500000,30.000000000000000
,0,634295.727316665000000,4331955.031022510500000,0.000000000000000
,0,634325.727316665000000,4331955.031022510500000,0.000000000000000
,0,634355.727316665000000,4331955.031022510500000,0.000000000000000
,30,634385.727316665000000,4331955.031022510500000,30.000000000000000
,42,634415.727316665000000,4331955.031022510500000,42.426406860351562
,67,634445.727316665000000,4331955.031022510500000,67.082038879394531
,85,634475.727316665000000,4331955.031022510500000,84.852813720703125
,108,634505.727316665000000,4331955.031022510500000,108.166542053222660
,127,634535.727316665000000,4331955.031022510500000,127.279220581054690
,150,634565.727316665000000,4331955.031022510500000,150.000000000000000
,175,634595.727316665000000,4331955.031022510500000,174.928558349609370
,201,634625.727316665000000,4331955.031022510500000,201.246124267578130
,212,634655.727316665000000,4331955.031022510500000,212.132034301757810
,218,634685.727316665000000,4331955.031022510500000,218.403289794921880
,228,634715.727316665000000,4331955.031022510500000,228.473190307617190
,242,634745.727316665000000,4331955.031022510500000,241.867736816406250
,258,634775.727316665000000,4331955.031022510500000,258.069763183593750
,277,634805.727316665000000,4331955.031022510500000,276.586334228515630
,297,634835.727316665000000,4331955.031022510500000,296.984863281250000
,319,634865.727316665000000,4331955.031022510500000,318.904388427734370
,339,634895.727316665000000,4331955.031022510500000,339.411254882812500
,361,634925.727316665000000,4331955.031022510500000,361.247833251953120
,313,633935.727316665000000,4331925.031022510500000,313.209197998046870
,285,633965.727316665000000,4331925.031022510500000,284.604980468750000
,256,633995.727316665000000,4331925.031022510500000,256.320098876953120
,228,634025.727316665000000,4331925.031022510500000,228.473190307617190
,201,634055.727316665000000,4331925.031022510500000,201.246124267578130
,175,634085.727316665000000,4331925.031022510500000,174.928558349609370
,150,634115.727316665000000,4331925.031022510500000,150.000000000000000
,127,634145.727316665000000,4331925.031022510500000,127.279220581054690
,108,634175.727316665000000,4331925.031022510500000,108.166542053222660
,85,634205.727316665000000,4331925.031022510500000,84.852813720703125
,67,634235.727316665000000,4331925.031022510500000,67.082038879394531
,42,634265.727316665000000,4331925.031022510500000,42.426406860351562
,30,634295.727316665000000,4331925.031022510500000,30.000000000000000
,30,634325.727316665000000,4331925.031022510500000,30.000000000000000
,30,634355.727316665000000,4331925.031022510500000,30.000000000000000
,0,634385.727316665000000,4331925.031022510500000,0.000000000000000
,30,634415.727316665000000,4331925.031022510500000,30.000000000000000
,42,634445.727316665000000,4331925.031022510500000,42.426406860351562
,67,634475.727316665000000,4331925.031022510500000,67.082038879394531
,85,634505.727316665000000,4331925.031022510500000,84.852813720703125
,108,634535.727316665000000,4331925.031022510500000,108.166542053222660
,134,634565.727316665000000,4331925.031022510500000,134.164077758789060
,162,634595.727316665000000,4331925.031022510500000,161.554946899414060
,175,634625.727316665000000,4331925.031022510500000,174.928558349609370
,182,634655.727316665000000,4331925.031022510500000,182.482879638671870
,190,634685.727316665000000,4331925.031022510500000,189.736663818359370
,201,634715.727316665000000,4331925.031022510500000,201.246124267578130
,216,634745.727316665000000,4331925.031022510500000,216.333084106445310
,234,634775.727316665000000,4331925.031022510500000,234.307495117187500
,255,634805.727316665000000,4331925.031022510500000,254.558441162109370
,277,634835.727316665000000,4331925.031022510500000,276.586334228515630
,297,634865.727316665000000,4331925.031022510500000,296.984863281250000
,319,634895.727316665000000,4331925.031022510500000,318.904388427734370
,339,634925.727316665000000,4331925.031022510500000,339.411254882812500
,342,634955.727316665000000,4331925.031022510500000,342.052612304687500
,335,634985.727316665000000,4331925.031022510500000,335.410186767578120
,331,635015.727316665000000,4331925.031022510500000,331.360839843750000
,330,635045.727316665000000,4331925.031022510500000,330.000000000000000
,330,635075.727316665000000,4331925.031022510500000,330.000000000000000
,323,633935.727316665000000,4331895.031022510500000,323.109893798828120
,295,633965.727316665000000,4331895.031022510500000,295.465728759765620
,268,633995.727316665000000,4331895.031022510500000,268.328155517578130
,242,634025.727316665000000,4331895.031022510500000,241.867736816406250
,216,634055.727316665000000,4331895.031022510500000,216.333084106445310
,192,634085.727316665000000,4331895.031022510500000,192.093734741210940
,170,634115.727316665000000,4331895.031022510500000,169.705627441406250
,150,634145.727316665000000,4331895.031022510500000,150.000000000000000
,127,634175.727316665000000,4331895.031022510500000,127.279220581054690
,108,634205.727316665000000,4331895.031022510500000,108.166542053222660
,85,634235.727316665000000,4331895.031022510500000,84.852813720703125
,67,634265.727316665000000,4331895.031022510500000,67.082038879394531
,60,634295.727316665000000,4331895.031022510500000,60.000000000000000
,60,634325.727316665000000,4331895.031022510500000,60.000000000000000
,42,634355.727316665000000,4331895.031022510500000,42.426406860351562
,30,634385.727316665000000,4331895.031022510500000,30.000000000000000
,0,634415.727316665000000,4331895.031022510500000,0.000000000000000
,30,634445.727316665000000,4331895.031022510500000,30.000000000000000
,42,634475.727316665000000,4331895.031022510500000,42.426406860351562
,67,634505.727316665000000,4331895.031022510500000,67.082038879394531
,95,634535.727316665000000,4331895.031022510500000,94.868331909179688
,124,634565.727316665000000,4331895.031022510500000,123.693168640136720
,134,634595.727316665000000,4331895.031022510500000,134.164077758789060
,150,634625.727316665000000,4331895.031022510500000,150.000000000000000
,153,634655.727316665000000,4331895.031022510500000,152.970581054687500
,162,634685.727316665000000,4331895.031022510500000,161.554946899414060
,175,634715.727316665000000,4331895.031022510500000,174.928558349609370
,192,634745.727316665000000,4331895.031022510500000,192.093734741210940
,212,634775.727316665000000,4331895.031022510500000,212.132034301757810
,234,634805.727316665000000,4331895.031022510500000,234.307495117187500
,255,634835.727316665000000,4331895.031022510500000,254.558441162109370
,277,634865.727316665000000,4331895.031022510500000,276.586334228515630
,297,634895.727316665000000,4331895.031022510500000,296.984863281250000
,319,634925.727316665000000,4331895.031022510500000,318.904388427734370
,313,634955.727316665000000,4331895.031022510500000,313.209197998046870
,306,634985.727316665000000,4331895.031022510500000,305.941162109375000
,301,635015.727316665000000,4331895.031022510500000,301.496276855468750
,300,635045.727316665000000,4331895.031022510500000,300.000000000000000
,300,635075.727316665000000,4331895.031022510500000,300.000000000000000
,300,635105.727316665000000,4331895.031022510500000,300.000000000000000
,301,635135.727316665000000,4331895.031022510500000,301.496276855468750
,306,635165.727316665000000,4331895.031022510500000,305.941162109375000
,313,635195.727316665000000,4331895.031022510500000,313.209197998046870
,323,635225.727316665000000,4331895.031022510500000,323.109893798828120
,335,635255.727316665000000,4331895.031022510500000,335.410186767578120
,350,635285.727316665000000,4331895.031022510500000,349.857116699218750
,366,635315.727316665000000,4331895.031022510500000,366.196655273437500
,335,633935.727316665000000,4331865.031022510500000,335.410186767578120
,309,633965.727316665000000,4331865.031022510500000,308.868896484375000
,283,633995.727316665000000,4331865.031022510500000,283.019439697265620
,258,634025.727316665000000,4331865.031022510500000,258.069763183593750
,234,634055.727316665000000,4331865.031022510500000,234.307495117187500
,212,634085.727316665000000,4331865.031022510500000,212.132034301757810
,192,634115.727316665000000,4331865.031022510500000,192.093734741210940
,170,634145.727316665000000,4331865.031022510500000,169.705627441406250
,150,634175.727316665000000,4331865.031022510500000,150.000000000000000
,127,634205.727316665000000,4331865.031022510500000,127.279220581054690
,108,634235.727316665000000,4331865.031022510500000,108.166542053222660
,95,634265.727316665000000,4331865.031022510500000,94.868331909179688
,90,634295.727316665000000,4331865.031022510500000,90.000000000000000
,85,634325.727316665000000,4331865.031022510500000,84.852813720703125
,60,634355.727316665000000,4331865.031022510500000,60.000000000000000
,30,634385.727316665000000,4331865.031022510500000,30.000000000000000
,0,634415.727316665000000,4331865.031022510500000,0.000000000000000
,0,634445.727316665000000,4331865.031022510500000,0.000000000000000
,30,634475.727316665000000,4331865.031022510500000,30.000000000000000
,60,634505.727316665000000,4331865.031022510500000,60.000000000000000
,85,634535.727316665000000,4331865.031022510500000,84.852813720703125
,95,634565.727316665000000,4331865.031022510500000,94.868331909179688
,108,634595.727316665000000,4331865.031022510500000,108.166542053222660
,120,634625.727316665000000,4331865.031022510500000,120.000000000000000
,124,634655.727316665000000,4331865.031022510500000,123.693168640136720
,134,634685.727316665000000,4331865.031022510500000,134.164077758789060
,150,634715.727316665000000,4331865.031022510500000,150.000000000000000
,170,634745.727316665000000,4331865.031022510500000,169.705627441406250
,192,634775.727316665000000,4331865.031022510500000,192.093734741210940
,212,634805.727316665000000,4331865.031022510500000,212.132034301757810
,234,634835.727316665000000,4331865.031022510500000,234.307495117187500
,255,634865.727316665000000,4331865.031022510500000,254.558441162109370
,277,634895.727316665000000,4331865.031022510500000,276.586334228515630
,295,634925.727316665000000,4331865.031022510500000,295.465728759765620
,285,634955.727316665000000,4331865.031022510500000,284.604980468750000
,277,634985.727316665000000,4331865.031022510500000,276.586334228515630
,272,635015.727316665000000,4331865.031022510500000,271.661560058593750
,270,635045.727316665000000,4331865.031022510500000,270.000000000000000
,270,635075.727316665000000,4331865.031022510500000,270.000000000000000
,270,635105.727316665000000,4331865.031022510500000,270.000000000000000
,272,635135.727316665000000,4331865.031022510500000,271.661560058593750
,277,635165.727316665000000,4331865.031022510500000,276.586334228515630
,285,635195.727316665000000,4331865.031022510500000,284.604980468750000
,295,635225.727316665000000,4331865.031022510500000,295.465728759765620
,309,635255.727316665000000,4331865.031022510500000,308.868896484375000
,324,635285.727316665000000,4331865.031022510500000,324.499603271484370
,342,635315.727316665000000,4331865.031022510500000,342.052612304687500
,361,635345.727316665000000,4331865.031022510500000,361.247833251953120
,376,635375.727316665000000,4331865.031022510500000,375.898925781250000
,391,635405.727316665000000,4331865.031022510500000,391.152130126953120
,408,635435.727316665000000,4331865.031022510500000,408.044128417968750
,426,635465.727316665000000,4331865.031022510500000,426.380126953125000
,443,635495.727316665000000,4331865.031022510500000,442.944702148437500
,457,635525.727316665000000,4331865.031022510500000,456.946380615234370
,470,635555.727316665000000,4331865.031022510500000,469.574279785156250
,484,635585.727316665000000,4331865.031022510500000,483.735473632812500
,350,633935.727316665000000,4331835.031022510500000,349.857116699218750
,324,633965.727316665000000,4331835.031022510500000,324.499603271484370
,300,633995.727316665000000,4331835.031022510500000,300.000000000000000
,277,634025.727316665000000,4331835.031022510500000,276.586334228515630
,255,634055.727316665000000,4331835.031022510500000,254.558441162109370
,234,634085.727316665000000,4331835.031022510500000,234.307495117187500
,212,634115.727316665000000,4331835.031022510500000,212.132034301757810
,192,634145.727316665000000,4331835.031022510500000,192.093734741210940
,170,634175.727316665000000,4331835.031022510500000,169.705627441406250
,150,634205.727316665000000,4331835.031022510500000,150.000000000000000
,134,634235.727316665000000,4331835.031022510500000,134.164077758789060
,124,634265.727316665000000,4331835.031022510500000,123.693168640136720
,120,634295.727316665000000,4331835.031022510500000,120.000000000000000
,95,634325.727316665000000,4331835.031022510500000,94.868331909179688
,67,634355.727316665000000,4331835.031022510500000,67.082038879394531
,42,634385.727316665000000,4331835.031022510500000,42.426406860351562
,30,634415.727316665000000,4331835.031022510500000,30.000000000000000
,0,634445.727316665000000,4331835.031022510500000,0.000000000000000
,30,634475.727316665000000,4331835.031022510500000,30.000000000000000
,42,634505.727316665000000,4331835.031022510500000,42.426406860351562
,60,634535.727316665000000,4331835.031022510500000,60.000000000000000
,67,634565.727316665000000,4331835.031022510500000,67.082038879394531
,85,634595.727316665000000,4331835.031022510500000,84.852813720703125
,90,634625.727316665000000,4331835.031022510500000,90.000000000000000
,95,634655.727316665000000,4331835.031022510500000,94.868331909179688
,108,634685.727316665000000,4331835.031022510500000,108.166542053222660
,127,634715.727316665000000,4331835.031022510500000,127.279220581054690
,150,634745.727316665000000,4331835.031022510500000,150.000000000000000
,170,634775.727316665000000,4331835.031022510500000,169.705627441406250
,192,634805.727316665000000,4331835.031022510500000,192.093734741210940
,212,634835.727316665000000,4331835.031022510500000,212.132034301757810
,234,634865.727316665000000,4331835.031022510500000,234.307495117187500
,255,634895.727316665000000,4331835.031022510500000,254.558441162109370
,268,634925.727316665000000,4331835.031022510500000,268.328155517578130
,256,634955.727316665000000,4331835.031022510500000,256.320098876953120
,247,634985.727316665000000,4331835.031022510500000,247.386337280273440
,242,635015.727316665000000,4331835.031022510500000,241.867736816406250
,240,635045.727316665000000,4331835.031022510500000,240.000000000000000
,240,635075.727316665000000,4331835.031022510500000,240.000000000000000
,240,635105.727316665000000,4331835.031022510500000,240.000000000000000
,242,635135.727316665000000,4331835.031022510500000,241.867736816406250
,247,635165.727316665000000,4331835.031022510500000,247.386337280273440
,256,635195.727316665000000,4331835.031022510500000,256.320098876953120
,268,635225.727316665000000,4331835.031022510500000,268.328155517578130
,283,635255.727316665000000,4331835.031022510500000,283.019439697265620
,300,635285.727316665000000,4331835.031022510500000,300.000000000000000
,319,635315.727316665000000,4331835.031022510500000,318.904388427734370
,335,635345.727316665000000,4331835.031022510500000,335.410186767578120
,350,635375.727316665000000,4331835.031022510500000,349.857116699218750
,366,635405.727316665000000,4331835.031022510500000,366.196655273437500
,384,635435.727316665000000,4331835.031022510500000,384.187469482421870
,402,635465.727316665000000,4331835.031022510500000,402.492248535156250
,417,635495.727316665000000,4331835.031022510500000,416.773315429687500
,430,635525.727316665000000,4331835.031022510500000,429.534637451171870
,443,635555.727316665000000,4331835.031022510500000,442.944702148437500
,458,635585.727316665000000,4331835.031022510500000,457.930114746093750
,474,635615.727316665000000,4331835.031022510500000,474.341644287109370
,492,635645.727316665000000,4331835.031022510500000,492.036590576171870
,511,635675.727316665000000,4331835.031022510500000,510.881591796875000
,531,635705.727316665000000,4331835.031022510500000,530.754150390625000
,552,635735.727316665000000,4331835.031022510500000,551.543273925781250
,573,635765.727316665000000,4331835.031022510500000,573.149169921875000
,594,635795.727316665000000,4331835.031022510500000,593.969726562500000
,616,635825.727316665000000,4331835.031022510500000,615.548522949218750
,366,633935.727316665000000,4331805.031022510500000,366.196655273437500
,342,633965.727316665000000,4331805.031022510500000,342.052612304687500
,319,633995.727316665000000,4331805.031022510500000,318.904388427734370
,297,634025.727316665000000,4331805.031022510500000,296.984863281250000
,277,634055.727316665000000,4331805.031022510500000,276.586334228515630
,255,634085.727316665000000,4331805.031022510500000,254.558441162109370
,234,634115.727316665000000,4331805.031022510500000,234.307495117187500
,212,634145.727316665000000,4331805.031022510500000,212.132034301757810
,192,634175.727316665000000,4331805.031022510500000,192.093734741210940
,175,634205.727316665000000,4331805.031022510500000,174.928558349609370
,162,634235.727316665000000,4331805.031022510500000,161.554946899414060
,153,634265.727316665000000,4331805.031022510500000,152.970581054687500
,134,634295.727316665000000,4331805.031022510500000,134.164077758789060
,108,634325.727316665000000,4331805.031022510500000,108.166542053222660
,85,634355.727316665000000,4331805.031022510500000,84.852813720703125
,60,634385.727316665000000,4331805.031022510500000,60.000000000000000
,30,634415.727316665000000,4331805.031022510500000,30.000000000000000
,0,634445.727316665000000,4331805.031022510500000,0.000000000000000
,0,634475.727316665000000,4331805.031022510500000,0.000000000000000
,30,634505.727316665000000,4331805.031022510500000,30.000000000000000
,30,634535.727316665000000,4331805.031022510500000,30.000000000000000
,42,634565.727316665000000,4331805.031022510500000,42.426406860351562
,60,634595.727316665000000,4331805.031022510500000,60.000000000000000
,60,634625.727316665000000,4331805.031022510500000,60.000000000000000
,67,634655.727316665000000,4331805.031022510500000,67.082038879394531
,85,634685.727316665000000,4331805.031022510500000,84.852813720703125
,108,634715.727316665000000,4331805.031022510500000,108.166542053222660
,127,634745.727316665000000,4331805.031022510500000,127.279220581054690
,150,634775.727316665000000,4331805.031022510500000,150.000000000000000
,170,634805.727316665000000,4331805.031022510500000,169.705627441406250
,192,634835.727316665000000,4331805.031022510500000,192.093734741210940
,212,634865.727316665000000,4331805.031022510500000,212.132034301757810
,234,634895.727316665000000,4331805.031022510500000,234.307495117187500
,242,634925.727316665000000,4331805.031022510500000,241.867736816406250
,228,634955.727316665000000,4331805.031022510500000,228.473190307617190
,218,634985.727316665000000,4331805.031022510500000,218.403289794921880
,212,635015.727316665000000,4331805.031022510500000,212.132034301757810
,210,635045.727316665000000,4331805.031022510500000,210.000000000000000
,210,635075.727316665000000,4331805.031022510500000,210.000000000000000
,210,635105.727316665000000,4331805.031022510500000,210.000000000000000
,212,635135.727316665000000,4331805.031022510500000,212.132034301757810
,218,635165.727316665000000,4331805.031022510500000,218.403289794921880
,228,635195.727316665000000,4331805.031022510500000,228.473190307617190
,242,635225.727316665000000,4331805.031022510500000,241.867736816406250
,258,635255.727316665000000,4331805.031022510500000,258.069763183593750
,277,635285.727316665000000,4331805.031022510500000,276.586334228515630
,295,635315.727316665000000,4331805.031022510500000,295.465728759765620
,309,635345.727316665000000,4331805.031022510500000,308.868896484375000
,324,635375.727316665000000,4331805.031022510500000,324.499603271484370
,342,635405.727316665000000,4331805.031022510500000,342.052612304687500
,361,635435.727316665000000,4331805.031022510500000,361.247833251953120
,376,635465.727316665000000,4331805.031022510500000,375.898925781250000
,390,635495.727316665000000,4331805.031022510500000,390.000000000000000
,402,635525.727316665000000,4331805.031022510500000,402.492248535156250
,417,635555.727316665000000,4331805.031022510500000,416.773315429687500
,433,635585.727316665000000,4331805.031022510500000,432.666168212890620
,450,635615.727316665000000,4331805.031022510500000,450.000000000000000
,469,635645.727316665000000,4331805.031022510500000,468.614990234375000
,488,635675.727316665000000,4331805.031022510500000,488.364624023437500
,509,635705.727316665000000,4331805.031022510500000,509.116882324218750
,531,635735.727316665000000,4331805.031022510500000,530.754150390625000
,552,635765.727316665000000,4331805.031022510500000,551.543273925781250
,573,635795.727316665000000,4331805.031022510500000,573.149169921875000
,594,635825.727316665000000,4331805.031022510500000,593.969726562500000
,616,635855.727316665000000,4331805.031022510500000,615.548522949218750
,636,635885.727316665000000,4331805.031022510500000,636.396118164062500
,658,635915.727316665000000,4331805.031022510500000,657.951354980468750
,679,635945.727316665000000,4331805.031022510500000,678.822509765625000
,700,635975.727316665000000,4331805.031022510500000,700.357055664062500
,384,633935.727316665000000,4331775.031022510500000,384.187469482421870
,361,633965.727316665000000,4331775.031022510500000,361.247833251953120
,339,633995.727316665000000,4331775.031022510500000,339.411254882812500
,319,634025.727316665000000,4331775.031022510500000,318.904388427734370
,297,634055.727316665000000,4331775.031022510500000,296.984863281250000
,277,634085.727316665000000,4331775.031022510500000,276.586334228515630
,255,634115.727316665000000,4331775.031022510500000,254.558441162109370
,234,634145.727316665000000,4331775.031022510500000,234.307495117187500
,216,634175.727316665000000,4331775.031022510500000,216.333084106445310
,201,634205.727316665000000,4331775.031022510500000,201.246124267578130
,190,634235.727316665000000,4331775.031022510500000,189.736663818359370
,175,634265.727316665000000,4331775.031022510500000,174.928558349609370
,150,634295.727316665000000,4331775.031022510500000,150.000000000000000
,124,634325.727316665000000,4331775.031022510500000,123.693168640136720
,95,634355.727316665000000,4331775.031022510500000,94.868331909179688
,67,634385.727316665000000,4331775.031022510500000,67.082038879394531
,42,634415.727316665000000,4331775.031022510500000,42.426406860351562
,30,634445.727316665000000,4331775.031022510500000,30.000000000000000
,0,634475.727316665000000,4331775.031022510500000,0.000000000000000
,0,634505.727316665000000,4331775.031022510500000,0.000000000000000
,0,634535.727316665000000,4331775.031022510500000,0.000000000000000
,30,634565.727316665000000,4331775.031022510500000,30.000000000000000
,30,634595.727316665000000,4331775.031022510500000,30.000000000000000
,30,634625.727316665000000,4331775.031022510500000,30.000000000000000
,42,634655.727316665000000,4331775.031022510500000,42.426406860351562
,67,634685.727316665000000,4331775.031022510500000,67.082038879394531
,85,634715.727316665000000,4331775.031022510500000,84.852813720703125
,108,634745.727316665000000,4331775.031022510500000,108.166542053222660
,127,634775.727316665000000,4331775.031022510500000,127.279220581054690
,150,634805.727316665000000,4331775.031022510500000,150.000000000000000
,170,634835.727316665000000,4331775.031022510500000,169.705627441406250
,192,634865.727316665000000,4331775.031022510500000,192.093734741210940
,212,634895.727316665000000,4331775.031022510500000,212.132034301757810
,216,634925.727316665000000,4331775.031022510500000,216.333084106445310
,201,634955.727316665000000,4331775.031022510500000,201.246124267578130
,190,634985.727316665000000,4331775.031022510500000,189.736663818359370
,182,635015.727316665000000,4331775.031022510500000,182.482879638671870
,180,635045.727316665000000,4331775.031022510500000,180.000000000000000
,180,635075.727316665000000,4331775.031022510500000,180.000000000000000
,180,635105.727316665000000,4331775.031022510500000,180.000000000000000
,182,635135.727316665000000,4331775.031022510500000,182.482879638671870
,190,635165.727316665000000,4331775.031022510500000,189.736663818359370
,201,635195.727316665000000,4331775.031022510500000,201.246124267578130
,216,635225.727316665000000,4331775.031022510500000,216.333084106445310
,234,635255.727316665000000,4331775.031022510500000,234.307495117187500
,255,635285.727316665000000,4331775.031022510500000,254.558441162109370
,268,635315.727316665000000,4331775.031022510500000,268.328155517578130
,283,635345.727316665000000,4331775.031022510500000,283.019439697265620
