OBJECTID,weimer_dis7,X,Y,weimer_aspect
1272,95,635160.000000000000000,4331670.000000000000000,225.000000000000000
1273,108,635190.000000000000000,4331670.000000000000000,225.000000000000000
1274,127,635220.000000000000000,4331670.000000000000000,229.398712158203120
1275,150,635250.000000000000000,4331670.000000000000000,235.885528564453120
1276,162,635280.000000000000000,4331670.000000000000000,247.249023437500000
1277,175,635310.000000000000000,4331670.000000000000000,257.905242919921870
1278,192,635340.000000000000000,4331670.000000000000000,260.537689208984370
1279,212,635370.000000000000000,4331670.000000000000000,261.869903564453120
1280,228,635400.000000000000000,4331670.000000000000000,264.472473144531250
1281,242,635430.000000000000000,4331670.000000000000000,271.735717773437500
1282,256,635460.000000000000000,4331670.000000000000000,282.724365234375000
1283,268,635490.000000000000000,4331670.000000000000000,298.610473632812500
1284,283,635520.000000000000000,4331670.000000000000000,307.405364990234370
1285,300,635550.000000000000000,4331670.000000000000000,304.695159912109370
1286,319,635580.000000000000000,4331670.000000000000000,291.801422119140620
1287,339,635610.000000000000000,4331670.000000000000000,280.007965087890630
1288,361,635640.000000000000000,4331670.000000000000000,285.642242431640620
1289,382,635670.000000000000000,4331670.000000000000000,295.559967041015620
1290,404,635700.000000000000000,4331670.000000000000000,300.068572998046870
1291,424,635730.000000000000000,4331670.000000000000000,305.537689208984370
1292,446,635760.000000000000000,4331670.000000000000000,309.805572509765630
1293,467,635790.000000000000000,4331670.000000000000000,297.897277832031250
1294,488,635820.000000000000000,4331670.000000000000000,289.983093261718750
1295,509,635850.000000000000000,4331670.000000000000000,289.798889160156250
1296,531,635880.000000000000000,4331670.000000000000000,298.610473632812500
1297,553,635910.000000000000000,4331670.000000000000000,319.085601806640620
1298,576,635940.000000000000000,4331670.000000000000000,332.102722167968750
1299,600,635970.000000000000000,4331670.000000000000000,321.709838867187500
1300,624,636000.000000000000000,4331670.000000000000000,322.125030517578120
1301,649,636030.000000000000000,4331670.000000000000000,354.805572509765630
1302,674,636060.000000000000000,4331670.000000000000000,0.000000000000000
1303,700,636090.000000000000000,4331670.000000000000000,0.000000000000000
1304,726,636120.000000000000000,4331670.000000000000000,0.000000000000000
1305,750,636150.000000000000000,4331670.000000000000000,0.000000000000000
1306,774,636180.000000000000000,4331670.000000000000000,0.000000000000000
1307,799,636210.000000000000000,4331670.000000000000000,0.000000000000000
1308,824,636240.000000000000000,4331670.000000000000000,0.000000000000000
1309,849,636270.000000000000000,4331670.000000000000000,0.000000000000000
1310,875,636300.000000000000000,4331670.000000000000000,0.000000000000000
1311,900,636330.000000000000000,4331670.000000000000000,0.000000000000000
1312,927,636360.000000000000000,4331670.000000000000000,0.000000000000000
1313,467,633930.000000000000000,4331640.000000000000000,0.000000000000000
1314,446,633960.000000000000000,4331640.000000000000000,0.000000000000000
1315,426,633990.000000000000000,4331640.000000000000000,180.000000000000000
1316,408,634020.000000000000000,4331640.000000000000000,120.963752746582030
1317,391,634050.000000000000000,4331640.000000000000000,90.000000000000000
1318,376,634080.000000000000000,4331640.000000000000000,30.963756561279297
1319,362,634110.000000000000000,4331640.000000000000000,315.000000000000000
1320,350,634140.000000000000000,4331640.000000000000000,295.709960937500000
1321,323,634170.000000000000000,4331640.000000000000000,289.653839111328120
1322,295,634200.000000000000000,4331640.000000000000000,289.653839111328120
1323,268,634230.000000000000000,4331640.000000000000000,308.990997314453120
1324,242,634260.000000000000000,4331640.000000000000000,0.000000000000000
1325,216,634290.000000000000000,4331640.000000000000000,36.469234466552734
1326,192,634320.000000000000000,4331640.000000000000000,41.423664093017578
1327,170,634350.000000000000000,4331640.000000000000000,23.198591232299805
1328,150,634380.000000000000000,4331640.000000000000000,352.874969482421870
1329,134,634410.000000000000000,4331640.000000000000000,354.289398193359380
1330,124,634440.000000000000000,4331640.000000000000000,9.462322235107422
1331,120,634470.000000000000000,4331640.000000000000000,8.130102157592773
1332,120,634500.000000000000000,4331640.000000000000000,1.847610235214233
1333,120,634530.000000000000000,4331640.000000000000000,1.847610235214233
1334,108,634560.000000000000000,4331640.000000000000000,4.085616588592529
1335,85,634590.000000000000000,4331640.000000000000000,12.264773368835449
1336,67,634620.000000000000000,4331640.000000000000000,26.565052032470703
1337,42,634650.000000000000000,4331640.000000000000000,29.054603576660156
1338,30,634680.000000000000000,4331640.000000000000000,11.309932708740234
1339,0,634710.000000000000000,4331640.000000000000000,296.565063476562500
1340,0,634740.000000000000000,4331640.000000000000000,276.340179443359370
1341,30,634770.000000000000000,4331640.000000000000000,261.869903564453120
1342,60,634800.000000000000000,4331640.000000000000000,244.653823852539060
1343,85,634830.000000000000000,4331640.000000000000000,231.009002685546870
1344,108,634860.000000000000000,4331640.000000000000000,222.709396362304690
1345,108,634890.000000000000000,4331640.000000000000000,211.504272460937500
1346,95,634920.000000000000000,4331640.000000000000000,207.349868774414060
1347,85,634950.000000000000000,4331640.000000000000000,208.610458374023440
1348,67,634980.000000000000000,4331640.000000000000000,209.054611206054690
1349,60,635010.000000000000000,4331640.000000000000000,200.224853515625000
1350,42,635040.000000000000000,4331640.000000000000000,182.726318359375000
1351,30,635070.000000000000000,4331640.000000000000000,201.370620727539060
1352,42,635100.000000000000000,4331640.000000000000000,225.000000000000000
1353,60,635130.000000000000000,4331640.000000000000000,227.489547729492190
1354,67,635160.000000000000000,4331640.000000000000000,225.000000000000000
1355,85,635190.000000000000000,4331640.000000000000000,227.385940551757810
1356,108,635220.000000000000000,4331640.000000000000000,234.090270996093750
1357,124,635250.000000000000000,4331640.000000000000000,239.534454345703120
1358,134,635280.000000000000000,4331640.000000000000000,242.818893432617190
1359,150,635310.000000000000000,4331640.000000000000000,243.434951782226560
1360,170,635340.000000000000000,4331640.000000000000000,242.525573730468750
1361,190,635370.000000000000000,4331640.000000000000000,246.801406860351560
1362,201,635400.000000000000000,4331640.000000000000000,249.443954467773440
1363,216,635430.000000000000000,4331640.000000000000000,247.619857788085940
1364,228,635460.000000000000000,4331640.000000000000000,242.744674682617190
1365,242,635490.000000000000000,4331640.000000000000000,240.945388793945310
1366,258,635520.000000000000000,4331640.000000000000000,244.653823852539060
1367,277,635550.000000000000000,4331640.000000000000000,251.565048217773440
1368,297,635580.000000000000000,4331640.000000000000000,275.194427490234370
1369,319,635610.000000000000000,4331640.000000000000000,288.434936523437500
1370,339,635640.000000000000000,4331640.000000000000000,290.772247314453120
1371,361,635670.000000000000000,4331640.000000000000000,296.565063476562500
1372,382,635700.000000000000000,4331640.000000000000000,302.905242919921870
1373,404,635730.000000000000000,4331640.000000000000000,305.537689208984370
1374,424,635760.000000000000000,4331640.000000000000000,309.805572509765630
1375,446,635790.000000000000000,4331640.000000000000000,299.744873046875000
1376,467,635820.000000000000000,4331640.000000000000000,283.392486572265620
1377,488,635850.000000000000000,4331640.000000000000000,276.842773437500000
1378,511,635880.000000000000000,4331640.000000000000000,274.763641357421870
1379,534,635910.000000000000000,4331640.000000000000000,286.389526367187500
1380,558,635940.000000000000000,4331640.000000000000000,310.236358642578120
1381,582,635970.000000000000000,4331640.000000000000000,311.423675537109370
1382,607,636000.000000000000000,4331640.000000000000000,323.130096435546870
1383,633,636030.000000000000000,4331640.000000000000000,341.565063476562500
1384,659,636060.000000000000000,4331640.000000000000000,0.000000000000000
1385,684,636090.000000000000000,4331640.000000000000000,0.000000000000000
1386,708,636120.000000000000000,4331640.000000000000000,0.000000000000000
1387,732,636150.000000000000000,4331640.000000000000000,0.000000000000000
1388,757,636180.000000000000000,4331640.000000000000000,0.000000000000000
1389,782,636210.000000000000000,4331640.000000000000000,0.000000000000000
1390,808,636240.000000000000000,4331640.000000000000000,0.000000000000000
1391,834,636270.000000000000000,4331640.000000000000000,0.000000000000000
1392,860,636300.000000000000000,4331640.000000000000000,0.000000000000000
1393,886,636330.000000000000000,4331640.000000000000000,0.000000000000000
1394,912,636360.000000000000000,4331640.000000000000000,0.000000000000000
1395,488,633930.000000000000000,4331610.000000000000000,0.000000000000000
1396,469,633960.000000000000000,4331610.000000000000000,0.000000000000000
1397,450,633990.000000000000000,4331610.000000000000000,315.000000000000000
1398,433,634020.000000000000000,4331610.000000000000000,18.434947967529297
1399,417,634050.000000000000000,4331610.000000000000000,18.434947967529297
1400,402,634080.000000000000000,4331610.000000000000000,347.005371093750000
1401,390,634110.000000000000000,4331610.000000000000000,318.179840087890620
1402,362,634140.000000000000000,4331610.000000000000000,310.601287841796870
1403,335,634170.000000000000000,4331610.000000000000000,315.000000000000000
1404,309,634200.000000000000000,4331610.000000000000000,312.954589843750000
1405,283,634230.000000000000000,4331610.000000000000000,315.000000000000000
1406,258,634260.000000000000000,4331610.000000000000000,351.869903564453120
1407,234,634290.000000000000000,4331610.000000000000000,29.357753753662109
1408,212,634320.000000000000000,4331610.000000000000000,29.931510925292969
1409,192,634350.000000000000000,4331610.000000000000000,17.241458892822266
1410,175,634380.000000000000000,4331610.000000000000000,357.510437011718750
1411,162,634410.000000000000000,4331610.000000000000000,353.659820556640620
1412,153,634440.000000000000000,4331610.000000000000000,3.366460561752319
1413,150,634470.000000000000000,4331610.000000000000000,3.012787580490112
1414,150,634500.000000000000000,4331610.000000000000000,357.273681640625000
1415,150,634530.000000000000000,4331610.000000000000000,0.000000000000000
1416,127,634560.000000000000000,4331610.000000000000000,11.309932708740234
1417,108,634590.000000000000000,4331610.000000000000000,27.645975112915039
1418,85,634620.000000000000000,4331610.000000000000000,41.185924530029297
1419,67,634650.000000000000000,4331610.000000000000000,45.000000000000000
1420,42,634680.000000000000000,4331610.000000000000000,33.690067291259766
1421,30,634710.000000000000000,4331610.000000000000000,296.565063476562500
1422,0,634740.000000000000000,4331610.000000000000000,281.309936523437500
1423,30,634770.000000000000000,4331610.000000000000000,266.185913085937500
1424,42,634800.000000000000000,4331610.000000000000000,241.699249267578130
1425,67,634830.000000000000000,4331610.000000000000000,225.000000000000000
1426,85,634860.000000000000000,4331610.000000000000000,218.659805297851560
1427,85,634890.000000000000000,4331610.000000000000000,214.215698242187500
1428,67,634920.000000000000000,4331610.000000000000000,219.805572509765620
1429,60,634950.000000000000000,4331610.000000000000000,221.987213134765620
1430,42,634980.000000000000000,4331610.000000000000000,212.905242919921870
1431,30,635010.000000000000000,4331610.000000000000000,200.556045532226560
1432,30,635040.000000000000000,4331610.000000000000000,183.814071655273440
1433,0,635070.000000000000000,4331610.000000000000000,214.695159912109370
1434,30,635100.000000000000000,4331610.000000000000000,243.434951782226560
1435,30,635130.000000000000000,4331610.000000000000000,243.434951782226560
1436,42,635160.000000000000000,4331610.000000000000000,238.240524291992190
1437,67,635190.000000000000000,4331610.000000000000000,239.036239624023440
1438,85,635220.000000000000000,4331610.000000000000000,241.927505493164060
1439,95,635250.000000000000000,4331610.000000000000000,242.744674682617190
1440,108,635280.000000000000000,4331610.000000000000000,239.036239624023440
1441,127,635310.000000000000000,4331610.000000000000000,232.853317260742190
1442,150,635340.000000000000000,4331610.000000000000000,231.581939697265620
1443,162,635370.000000000000000,4331610.000000000000000,239.036239624023440
1444,175,635400.000000000000000,4331610.000000000000000,243.434951782226560
1445,190,635430.000000000000000,4331610.000000000000000,236.768295288085940
1446,201,635460.000000000000000,4331610.000000000000000,229.236389160156250
1447,216,635490.000000000000000,4331610.000000000000000,228.945190429687500
1448,234,635520.000000000000000,4331610.000000000000000,227.385940551757810
1449,255,635550.000000000000000,4331610.000000000000000,225.000000000000000
1450,277,635580.000000000000000,4331610.000000000000000,244.653823852539060
1451,297,635610.000000000000000,4331610.000000000000000,270.000000000000000
1452,319,635640.000000000000000,4331610.000000000000000,275.906127929687500
1453,339,635670.000000000000000,4331610.000000000000000,274.763641357421870
1454,361,635700.000000000000000,4331610.000000000000000,277.125030517578120
1455,382,635730.000000000000000,4331610.000000000000000,278.130096435546870
1456,404,635760.000000000000000,4331610.000000000000000,288.434936523437500
1457,424,635790.000000000000000,4331610.000000000000000,305.537689208984370
1458,446,635820.000000000000000,4331610.000000000000000,299.054595947265620
1459,469,635850.000000000000000,4331610.000000000000000,281.309936523437500
1460,492,635880.000000000000000,4331610.000000000000000,264.805572509765620
1461,516,635910.000000000000000,4331610.000000000000000,264.805572509765620
1462,541,635940.000000000000000,4331610.000000000000000,276.340179443359370
1463,566,635970.000000000000000,4331610.000000000000000,282.528808593750000
1464,592,636000.000000000000000,4331610.000000000000000,288.434936523437500
1465,618,636030.000000000000000,4331610.000000000000000,341.565063476562500
1466,642,636060.000000000000000,4331610.000000000000000,45.000000000000000
1467,666,636090.000000000000000,4331610.000000000000000,0.000000000000000
1468,691,636120.000000000000000,4331610.000000000000000,0.000000000000000
1469,716,636150.000000000000000,4331610.000000000000000,0.000000000000000
1470,741,636180.000000000000000,4331610.000000000000000,0.000000000000000
1471,767,636210.000000000000000,4331610.000000000000000,0.000000000000000
1472,793,636240.000000000000000,4331610.000000000000000,0.000000000000000
1473,819,636270.000000000000000,4331610.000000000000000,0.000000000000000
1474,845,636300.000000000000000,4331610.000000000000000,0.000000000000000
1475,872,636330.000000000000000,4331610.000000000000000,0.000000000000000
1476,899,636360.000000000000000,4331610.000000000000000,0.000000000000000
1477,511,633930.000000000000000,4331580.000000000000000,0.000000000000000
1478,492,633960.000000000000000,4331580.000000000000000,0.000000000000000
1479,474,633990.000000000000000,4331580.000000000000000,0.000000000000000
1480,458,634020.000000000000000,4331580.000000000000000,7.125016212463379
1481,443,634050.000000000000000,4331580.000000000000000,6.340191841125488
1482,430,634080.000000000000000,4331580.000000000000000,338.198577880859370
1483,402,634110.000000000000000,4331580.000000000000000,317.726318359375000
1484,376,634140.000000000000000,4331580.000000000000000,306.869903564453120
1485,350,634170.000000000000000,4331580.000000000000000,313.152404785156250
1486,324,634200.000000000000000,4331580.000000000000000,320.355834960937500
1487,300,634230.000000000000000,4331580.000000000000000,324.162353515625000
1488,277,634260.000000000000000,4331580.000000000000000,348.111328125000000
1489,255,634290.000000000000000,4331580.000000000000000,16.821409225463867
1490,234,634320.000000000000000,4331580.000000000000000,22.011283874511719
1491,216,634350.000000000000000,4331580.000000000000000,16.927513122558594
1492,201,634380.000000000000000,4331580.000000000000000,10.175510406494141
1493,190,634410.000000000000000,4331580.000000000000000,9.782406806945801
1494,182,634440.000000000000000,4331580.000000000000000,8.130102157592773
1495,180,634470.000000000000000,4331580.000000000000000,7.125016212463379
1496,180,634500.000000000000000,4331580.000000000000000,351.869903564453120
1497,170,634530.000000000000000,4331580.000000000000000,348.690063476562500
1498,150,634560.000000000000000,4331580.000000000000000,25.016893386840820
1499,127,634590.000000000000000,4331580.000000000000000,45.000000000000000
1500,108,634620.000000000000000,4331580.000000000000000,45.000000000000000
1501,85,634650.000000000000000,4331580.000000000000000,45.000000000000000
1502,60,634680.000000000000000,4331580.000000000000000,23.198591232299805
1503,30,634710.000000000000000,4331580.000000000000000,330.255126953125000
1504,0,634740.000000000000000,4331580.000000000000000,315.000000000000000
1505,0,634770.000000000000000,4331580.000000000000000,296.565063476562500
1506,30,634800.000000000000000,4331580.000000000000000,246.801406860351560
1507,42,634830.000000000000000,4331580.000000000000000,225.000000000000000
1508,60,634860.000000000000000,4331580.000000000000000,219.805572509765620
1509,60,634890.000000000000000,4331580.000000000000000,225.000000000000000
1510,42,634920.000000000000000,4331580.000000000000000,233.972625732421870
1511,30,634950.000000000000000,4331580.000000000000000,234.462326049804690
1512,30,634980.000000000000000,4331580.000000000000000,229.398712158203120
1513,0,635010.000000000000000,4331580.000000000000000,232.125015258789060
1514,0,635040.000000000000000,4331580.000000000000000,258.690063476562500
1515,0,635070.000000000000000,4331580.000000000000000,288.434936523437500
1516,0,635100.000000000000000,4331580.000000000000000,284.036254882812500
1517,0,635130.000000000000000,4331580.000000000000000,282.264770507812500
1518,30,635160.000000000000000,4331580.000000000000000,276.340179443359370
1519,42,635190.000000000000000,4331580.000000000000000,261.869903564453120
1520,60,635220.000000000000000,4331580.000000000000000,254.054611206054690
1521,67,635250.000000000000000,4331580.000000000000000,248.198593139648440
1522,85,635280.000000000000000,4331580.000000000000000,237.264770507812500
1523,108,635310.000000000000000,4331580.000000000000000,227.121093750000000
1524,124,635340.000000000000000,4331580.000000000000000,228.691390991210940
1525,134,635370.000000000000000,4331580.000000000000000,234.462326049804690
1526,150,635400.000000000000000,4331580.000000000000000,235.491470336914060
1527,162,635430.000000000000000,4331580.000000000000000,227.385940551757810
1528,175,635460.000000000000000,4331580.000000000000000,229.573928833007810
1529,192,635490.000000000000000,4331580.000000000000000,237.528808593750000
1530,212,635520.000000000000000,4331580.000000000000000,232.125015258789060
1531,234,635550.000000000000000,4331580.000000000000000,225.000000000000000
1532,255,635580.000000000000000,4331580.000000000000000,235.304840087890620
1533,277,635610.000000000000000,4331580.000000000000000,241.260208129882810
1534,297,635640.000000000000000,4331580.000000000000000,234.865814208984370
1535,319,635670.000000000000000,4331580.000000000000000,232.765167236328120
1536,339,635700.000000000000000,4331580.000000000000000,225.000000000000000
1537,361,635730.000000000000000,4331580.000000000000000,225.000000000000000
1538,382,635760.000000000000000,4331580.000000000000000,248.629379272460940
1539,404,635790.000000000000000,4331580.000000000000000,270.000000000000000
1540,426,635820.000000000000000,4331580.000000000000000,281.309936523437500
1541,450,635850.000000000000000,4331580.000000000000000,273.814086914062500
1542,474,635880.000000000000000,4331580.000000000000000,270.000000000000000
1543,499,635910.000000000000000,4331580.000000000000000,270.000000000000000
1544,525,635940.000000000000000,4331580.000000000000000,270.000000000000000
1545,551,635970.000000000000000,4331580.000000000000000,262.874969482421870
1546,576,636000.000000000000000,4331580.000000000000000,251.565048217773440
1547,600,636030.000000000000000,4331580.000000000000000,251.565048217773440
1548,624,636060.000000000000000,4331580.000000000000000,341.565063476562500
1549,649,636090.000000000000000,4331580.000000000000000,0.000000000000000
1550,674,636120.000000000000000,4331580.000000000000000,0.000000000000000
1551,700,636150.000000000000000,4331580.000000000000000,0.000000000000000
1552,726,636180.000000000000000,4331580.000000000000000,0.000000000000000
1553,752,636210.000000000000000,4331580.000000000000000,0.000000000000000
1554,778,636240.000000000000000,4331580.000000000000000,0.000000000000000
1555,805,636270.000000000000000,4331580.000000000000000,0.000000000000000
1556,832,636300.000000000000000,4331580.000000000000000,0.000000000000000
1557,859,636330.000000000000000,4331580.000000000000000,0.000000000000000
1558,882,636360.000000000000000,4331580.000000000000000,0.000000000000000
1559,534,633930.000000000000000,4331550.000000000000000,0.000000000000000
1560,516,633960.000000000000000,4331550.000000000000000,0.000000000000000
1561,499,633990.000000000000000,4331550.000000000000000,0.000000000000000
1562,484,634020.000000000000000,4331550.000000000000000,29.744880676269531
1563,470,634050.000000000000000,4331550.000000000000000,6.340191841125488
1564,443,634080.000000000000000,4331550.000000000000000,329.036254882812500
1565,417,634110.000000000000000,4331550.000000000000000,317.602569580078120
1566,391,634140.000000000000000,4331550.000000000000000,305.537689208984370
1567,366,634170.000000000000000,4331550.000000000000000,306.384338378906250
1568,342,634200.000000000000000,4331550.000000000000000,315.000000000000000
1569,319,634230.000000000000000,4331550.000000000000000,322.352386474609370
1570,297,634260.000000000000000,4331550.000000000000000,343.442932128906250
1571,277,634290.000000000000000,4331550.000000000000000,12.994616508483887
1572,258,634320.000000000000000,4331550.000000000000000,22.520565032958984
1573,242,634350.000000000000000,4331550.000000000000000,17.650123596191406
1574,228,634380.000000000000000,4331550.000000000000000,14.620874404907227
1575,218,634410.000000000000000,4331550.000000000000000,16.821409225463867
1576,212,634440.000000000000000,4331550.000000000000000,17.447189331054687
1577,210,634470.000000000000000,4331550.000000000000000,19.798875808715820
1578,210,634500.000000000000000,4331550.000000000000000,7.125016212463379
1579,192,634530.000000000000000,4331550.000000000000000,348.690063476562500
1580,170,634560.000000000000000,4331550.000000000000000,37.874984741210938
1581,150,634590.000000000000000,4331550.000000000000000,45.000000000000000
1582,124,634620.000000000000000,4331550.000000000000000,36.869895935058594
1583,95,634650.000000000000000,4331550.000000000000000,31.759479522705078
1584,67,634680.000000000000000,4331550.000000000000000,6.340191841125488
1585,42,634710.000000000000000,4331550.000000000000000,346.429565429687500
1586,30,634740.000000000000000,4331550.000000000000000,350.537689208984370
1587,0,634770.000000000000000,4331550.000000000000000,3.814074754714966
1588,0,634800.000000000000000,4331550.000000000000000,11.309932708740234
1589,30,634830.000000000000000,4331550.000000000000000,243.434951782226560
1590,30,634860.000000000000000,4331550.000000000000000,243.434951782226560
1591,30,634890.000000000000000,4331550.000000000000000,243.434951782226560
1592,30,634920.000000000000000,4331550.000000000000000,246.801406860351560
1593,0,634950.000000000000000,4331550.000000000000000,251.565048217773440
1594,0,634980.000000000000000,4331550.000000000000000,264.289398193359370
1595,0,635010.000000000000000,4331550.000000000000000,290.556030273437500
1596,30,635040.000000000000000,4331550.000000000000000,319.763641357421870
1597,30,635070.000000000000000,4331550.000000000000000,318.366455078125000
1598,30,635100.000000000000000,4331550.000000000000000,309.805572509765630
1599,0,635130.000000000000000,4331550.000000000000000,311.987213134765620
1600,0,635160.000000000000000,4331550.000000000000000,315.000000000000000
1601,30,635190.000000000000000,4331550.000000000000000,295.016906738281250
1602,30,635220.000000000000000,4331550.000000000000000,267.273681640625000
1603,42,635250.000000000000000,4331550.000000000000000,247.380142211914060
1604,67,635280.000000000000000,4331550.000000000000000,233.972625732421870
1605,85,635310.000000000000000,4331550.000000000000000,225.000000000000000
1606,95,635340.000000000000000,4331550.000000000000000,228.945190429687500
1607,108,635370.000000000000000,4331550.000000000000000,231.709838867187500
1608,124,635400.000000000000000,4331550.000000000000000,228.691390991210940
1609,134,635430.000000000000000,4331550.000000000000000,225.000000000000000
1610,150,635460.000000000000000,4331550.000000000000000,233.746154785156250
1611,170,635490.000000000000000,4331550.000000000000000,237.528808593750000
1612,192,635520.000000000000000,4331550.000000000000000,229.763641357421870
1613,212,635550.000000000000000,4331550.000000000000000,235.304840087890620
1614,234,635580.000000000000000,4331550.000000000000000,248.198593139648440
1615,255,635610.000000000000000,4331550.000000000000000,244.290039062500000
1616,277,635640.000000000000000,4331550.000000000000000,230.440338134765620
1617,297,635670.000000000000000,4331550.000000000000000,227.385940551757810
1618,319,635700.000000000000000,4331550.000000000000000,222.273681640625000
1619,339,635730.000000000000000,4331550.000000000000000,225.000000000000000
1620,361,635760.000000000000000,4331550.000000000000000,240.255111694335940
1621,384,635790.000000000000000,4331550.000000000000000,236.309936523437500
1622,408,635820.000000000000000,4331550.000000000000000,228.814071655273440
1623,433,635850.000000000000000,4331550.000000000000000,237.994613647460940
1624,458,635880.000000000000000,4331550.000000000000000,251.565048217773440
1625,484,635910.000000000000000,4331550.000000000000000,255.963760375976560
1626,510,635940.000000000000000,4331550.000000000000000,253.300750732421870
1627,534,635970.000000000000000,4331550.000000000000000,246.801406860351560
1628,558,636000.000000000000000,4331550.000000000000000,243.434951782226560
1629,582,636030.000000000000000,4331550.000000000000000,251.565048217773440
1630,607,636060.000000000000000,4331550.000000000000000,288.434936523437500
1631,633,636090.000000000000000,4331550.000000000000000,251.565048217773440
1632,659,636120.000000000000000,4331550.000000000000000,0.000000000000000
1633,685,636150.000000000000000,4331550.000000000000000,0.000000000000000
1634,711,636180.000000000000000,4331550.000000000000000,0.000000000000000
1635,738,636210.000000000000000,4331550.000000000000000,0.000000000000000
1636,765,636240.000000000000000,4331550.000000000000000,0.000000000000000
1637,792,636270.000000000000000,4331550.000000000000000,0.000000000000000
1638,819,636300.000000000000000,4331550.000000000000000,0.000000000000000
1639,841,636330.000000000000000,4331550.000000000000000,0.000000000000000
1640,858,636360.000000000000000,4331550.000000000000000,0.000000000000000
1641,558,633930.000000000000000,4331520.000000000000000,0.000000000000000
1642,541,633960.000000000000000,4331520.000000000000000,0.000000000000000
1643,525,633990.000000000000000,4331520.000000000000000,0.000000000000000
1644,510,634020.000000000000000,4331520.000000000000000,38.659809112548828
1645,484,634050.000000000000000,4331520.000000000000000,3.814074754714966
1646,458,634080.000000000000000,4331520.000000000000000,318.814086914062500
1647,433,634110.000000000000000,4331520.000000000000000,306.469238281250000
1648,408,634140.000000000000000,4331520.000000000000000,297.181121826171870
1649,384,634170.000000000000000,4331520.000000000000000,296.565063476562500
1650,361,634200.000000000000000,4331520.000000000000000,300.465545654296870
1651,339,634230.000000000000000,4331520.000000000000000,305.134185791015620
1652,319,634260.000000000000000,4331520.000000000000000,327.094757080078130
1653,300,634290.000000000000000,4331520.000000000000000,22.380134582519531
1654,283,634320.000000000000000,4331520.000000000000000,31.759479522705078
1655,268,634350.000000000000000,4331520.000000000000000,13.570434570312500
1656,256,634380.000000000000000,4331520.000000000000000,13.671307563781738
1657,247,634410.000000000000000,4331520.000000000000000,21.801408767700195
1658,242,634440.000000000000000,4331520.000000000000000,25.346176147460938
1659,240,634470.000000000000000,4331520.000000000000000,27.255329132080078
1660,234,634500.000000000000000,4331520.000000000000000,18.434947967529297
1661,212,634530.000000000000000,4331520.000000000000000,5.194428920745850
1662,190,634560.000000000000000,4331520.000000000000000,7.431407928466797
1663,162,634590.000000000000000,4331520.000000000000000,13.570434570312500
1664,134,634620.000000000000000,4331520.000000000000000,15.255118370056152
1665,108,634650.000000000000000,4331520.000000000000000,10.713123321533203
1666,85,634680.000000000000000,4331520.000000000000000,358.602813720703120
1667,67,634710.000000000000000,4331520.000000000000000,354.289398193359380
1668,42,634740.000000000000000,4331520.000000000000000,4.899092674255371
1669,30,634770.000000000000000,4331520.000000000000000,22.166345596313477
1670,0,634800.000000000000000,4331520.000000000000000,32.905242919921875
1671,0,634830.000000000000000,4331520.000000000000000,6.340191841125488
1672,0,634860.000000000000000,4331520.000000000000000,305.537689208984370
1673,0,634890.000000000000000,4331520.000000000000000,291.801422119140620
1674,0,634920.000000000000000,4331520.000000000000000,281.309936523437500
1675,0,634950.000000000000000,4331520.000000000000000,280.491485595703120
1676,30,634980.000000000000000,4331520.000000000000000,288.434936523437500
1677,30,635010.000000000000000,4331520.000000000000000,303.111328125000000
1678,42,635040.000000000000000,4331520.000000000000000,321.009002685546880
1679,60,635070.000000000000000,4331520.000000000000000,322.765167236328120
1680,42,635100.000000000000000,4331520.000000000000000,317.385955810546870
1681,30,635130.000000000000000,4331520.000000000000000,323.530761718750000
1682,0,635160.000000000000000,4331520.000000000000000,339.775146484375000
1683,0,635190.000000000000000,4331520.000000000000000,326.309936523437500
1684,0,635220.000000000000000,4331520.000000000000000,285.255126953125000
1685,30,635250.000000000000000,4331520.000000000000000,249.443954467773440
1686,42,635280.000000000000000,4331520.000000000000000,239.931411743164060
1687,60,635310.000000000000000,4331520.000000000000000,228.814071655273440
1688,67,635340.000000000000000,4331520.000000000000000,230.194427490234370
1689,85,635370.000000000000000,4331520.000000000000000,232.352386474609380
1690,95,635400.000000000000000,4331520.000000000000000,228.576339721679690
1691,108,635430.000000000000000,4331520.000000000000000,228.945190429687500
1692,127,635460.000000000000000,4331520.000000000000000,235.124664306640620
1693,150,635490.000000000000000,4331520.000000000000000,229.236389160156250
1694,170,635520.000000000000000,4331520.000000000000000,227.121093750000000
1695,192,635550.000000000000000,4331520.000000000000000,241.504364013671870
1696,212,635580.000000000000000,4331520.000000000000000,248.498565673828120
1697,234,635610.000000000000000,4331520.000000000000000,246.250503540039060
1698,255,635640.000000000000000,4331520.000000000000000,243.434951782226560
1699,277,635670.000000000000000,4331520.000000000000000,241.389541625976560
1700,297,635700.000000000000000,4331520.000000000000000,237.528808593750000
1701,319,635730.000000000000000,4331520.000000000000000,241.389541625976560
1702,342,635760.000000000000000,4331520.000000000000000,247.833648681640620
1703,366,635790.000000000000000,4331520.000000000000000,234.462326049804690
1704,391,635820.000000000000000,4331520.000000000000000,221.820175170898440
1705,417,635850.000000000000000,4331520.000000000000000,228.012786865234370
1706,443,635880.000000000000000,4331520.000000000000000,239.743560791015620
1707,469,635910.000000000000000,4331520.000000000000000,240.524108886718750
