OBJECTID,weimer_dis7,X,Y,srtm_weimer_clip_ProjectRast11
1122,366,635580.000000000000000,4331730.000000000000000,1055.000000000000000
1123,384,635610.000000000000000,4331730.000000000000000,1058.000000000000000
1124,404,635640.000000000000000,4331730.000000000000000,1060.000000000000000
1125,424,635670.000000000000000,4331730.000000000000000,1063.000000000000000
1126,446,635700.000000000000000,4331730.000000000000000,1064.000000000000000
1127,467,635730.000000000000000,4331730.000000000000000,1068.000000000000000
1128,488,635760.000000000000000,4331730.000000000000000,1070.000000000000000
1129,509,635790.000000000000000,4331730.000000000000000,1070.000000000000000
1130,531,635820.000000000000000,4331730.000000000000000,1072.000000000000000
1131,552,635850.000000000000000,4331730.000000000000000,1074.000000000000000
1132,573,635880.000000000000000,4331730.000000000000000,1077.000000000000000
1133,594,635910.000000000000000,4331730.000000000000000,1081.000000000000000
1134,616,635940.000000000000000,4331730.000000000000000,1082.000000000000000
1135,638,635970.000000000000000,4331730.000000000000000,1083.000000000000000
1136,661,636000.000000000000000,4331730.000000000000000,1084.000000000000000
1137,684,636030.000000000000000,4331730.000000000000000,0.000000000000000
1138,708,636060.000000000000000,4331730.000000000000000,0.000000000000000
1139,732,636090.000000000000000,4331730.000000000000000,0.000000000000000
1140,757,636120.000000000000000,4331730.000000000000000,0.000000000000000
1141,782,636150.000000000000000,4331730.000000000000000,0.000000000000000
1142,808,636180.000000000000000,4331730.000000000000000,0.000000000000000
1143,834,636210.000000000000000,4331730.000000000000000,0.000000000000000
1144,858,636240.000000000000000,4331730.000000000000000,0.000000000000000
1145,882,636270.000000000000000,4331730.000000000000000,0.000000000000000
1146,907,636300.000000000000000,4331730.000000000000000,0.000000000000000
1147,932,636330.000000000000000,4331730.000000000000000,0.000000000000000
1148,957,636360.000000000000000,4331730.000000000000000,0.000000000000000
1149,426,633930.000000000000000,4331700.000000000000000,0.000000000000000
1150,404,633960.000000000000000,4331700.000000000000000,976.000000000000000
1151,382,633990.000000000000000,4331700.000000000000000,975.000000000000000
1152,361,634020.000000000000000,4331700.000000000000000,975.000000000000000
1153,342,634050.000000000000000,4331700.000000000000000,974.000000000000000
1154,324,634080.000000000000000,4331700.000000000000000,972.000000000000000
1155,309,634110.000000000000000,4331700.000000000000000,972.000000000000000
1156,295,634140.000000000000000,4331700.000000000000000,974.000000000000000
1157,285,634170.000000000000000,4331700.000000000000000,979.000000000000000
1158,268,634200.000000000000000,4331700.000000000000000,982.000000000000000
1159,242,634230.000000000000000,4331700.000000000000000,982.000000000000000
1160,216,634260.000000000000000,4331700.000000000000000,981.000000000000000
1161,190,634290.000000000000000,4331700.000000000000000,981.000000000000000
1162,162,634320.000000000000000,4331700.000000000000000,980.000000000000000
1163,134,634350.000000000000000,4331700.000000000000000,979.000000000000000
1164,108,634380.000000000000000,4331700.000000000000000,978.000000000000000
1165,85,634410.000000000000000,4331700.000000000000000,977.000000000000000
1166,67,634440.000000000000000,4331700.000000000000000,975.000000000000000
1167,60,634470.000000000000000,4331700.000000000000000,974.000000000000000
1168,60,634500.000000000000000,4331700.000000000000000,974.000000000000000
1169,60,634530.000000000000000,4331700.000000000000000,975.000000000000000
1170,60,634560.000000000000000,4331700.000000000000000,975.000000000000000
1171,42,634590.000000000000000,4331700.000000000000000,976.000000000000000
1172,30,634620.000000000000000,4331700.000000000000000,976.000000000000000
1173,0,634650.000000000000000,4331700.000000000000000,977.000000000000000
1174,0,634680.000000000000000,4331700.000000000000000,978.000000000000000
1175,30,634710.000000000000000,4331700.000000000000000,979.000000000000000
1176,42,634740.000000000000000,4331700.000000000000000,981.000000000000000
1177,67,634770.000000000000000,4331700.000000000000000,985.000000000000000
1178,85,634800.000000000000000,4331700.000000000000000,990.000000000000000
1179,108,634830.000000000000000,4331700.000000000000000,995.000000000000000
1180,134,634860.000000000000000,4331700.000000000000000,999.000000000000000
1181,162,634890.000000000000000,4331700.000000000000000,1002.000000000000000
1182,150,634920.000000000000000,4331700.000000000000000,1003.000000000000000
1183,134,634950.000000000000000,4331700.000000000000000,1004.000000000000000
1184,124,634980.000000000000000,4331700.000000000000000,1005.000000000000000
1185,108,635010.000000000000000,4331700.000000000000000,1006.000000000000000
1186,95,635040.000000000000000,4331700.000000000000000,1007.000000000000000
1187,90,635070.000000000000000,4331700.000000000000000,1008.000000000000000
1188,95,635100.000000000000000,4331700.000000000000000,1010.000000000000000
1189,108,635130.000000000000000,4331700.000000000000000,1013.000000000000000
1190,124,635160.000000000000000,4331700.000000000000000,1016.000000000000000
1191,134,635190.000000000000000,4331700.000000000000000,1019.000000000000000
1192,150,635220.000000000000000,4331700.000000000000000,1022.000000000000000
1193,170,635250.000000000000000,4331700.000000000000000,1026.000000000000000
1194,190,635280.000000000000000,4331700.000000000000000,1028.000000000000000
1195,201,635310.000000000000000,4331700.000000000000000,1031.000000000000000
1196,216,635340.000000000000000,4331700.000000000000000,1034.000000000000000
1197,234,635370.000000000000000,4331700.000000000000000,1037.000000000000000
1198,255,635400.000000000000000,4331700.000000000000000,1041.000000000000000
1199,268,635430.000000000000000,4331700.000000000000000,1044.000000000000000
1200,283,635460.000000000000000,4331700.000000000000000,1047.000000000000000
1201,295,635490.000000000000000,4331700.000000000000000,1050.000000000000000
1202,309,635520.000000000000000,4331700.000000000000000,1052.000000000000000
1203,324,635550.000000000000000,4331700.000000000000000,1055.000000000000000
1204,342,635580.000000000000000,4331700.000000000000000,1057.000000000000000
1205,361,635610.000000000000000,4331700.000000000000000,1059.000000000000000
1206,382,635640.000000000000000,4331700.000000000000000,1061.000000000000000
1207,404,635670.000000000000000,4331700.000000000000000,1064.000000000000000
1208,424,635700.000000000000000,4331700.000000000000000,1066.000000000000000
1209,446,635730.000000000000000,4331700.000000000000000,1069.000000000000000
1210,467,635760.000000000000000,4331700.000000000000000,1070.000000000000000
1211,488,635790.000000000000000,4331700.000000000000000,1072.000000000000000
1212,509,635820.000000000000000,4331700.000000000000000,1074.000000000000000
1213,531,635850.000000000000000,4331700.000000000000000,1077.000000000000000
1214,552,635880.000000000000000,4331700.000000000000000,1080.000000000000000
1215,573,635910.000000000000000,4331700.000000000000000,1082.000000000000000
1216,595,635940.000000000000000,4331700.000000000000000,1083.000000000000000
1217,618,635970.000000000000000,4331700.000000000000000,1084.000000000000000
1218,642,636000.000000000000000,4331700.000000000000000,1086.000000000000000
1219,666,636030.000000000000000,4331700.000000000000000,0.000000000000000
1220,691,636060.000000000000000,4331700.000000000000000,0.000000000000000
1221,716,636090.000000000000000,4331700.000000000000000,0.000000000000000
1222,741,636120.000000000000000,4331700.000000000000000,0.000000000000000
1223,767,636150.000000000000000,4331700.000000000000000,0.000000000000000
1224,792,636180.000000000000000,4331700.000000000000000,0.000000000000000
1225,816,636210.000000000000000,4331700.000000000000000,0.000000000000000
1226,841,636240.000000000000000,4331700.000000000000000,0.000000000000000
1227,865,636270.000000000000000,4331700.000000000000000,0.000000000000000
1228,890,636300.000000000000000,4331700.000000000000000,0.000000000000000
1229,916,636330.000000000000000,4331700.000000000000000,0.000000000000000
1230,942,636360.000000000000000,4331700.000000000000000,0.000000000000000
1231,446,633930.000000000000000,4331670.000000000000000,0.000000000000000
1232,424,633960.000000000000000,4331670.000000000000000,976.000000000000000
1233,404,633990.000000000000000,4331670.000000000000000,976.000000000000000
1234,384,634020.000000000000000,4331670.000000000000000,976.000000000000000
1235,366,634050.000000000000000,4331670.000000000000000,974.000000000000000
1236,350,634080.000000000000000,4331670.000000000000000,973.000000000000000
1237,335,634110.000000000000000,4331670.000000000000000,972.000000000000000
1238,323,634140.000000000000000,4331670.000000000000000,975.000000000000000
1239,309,634170.000000000000000,4331670.000000000000000,980.000000000000000
1240,283,634200.000000000000000,4331670.000000000000000,983.000000000000000
1241,256,634230.000000000000000,4331670.000000000000000,985.000000000000000
1242,228,634260.000000000000000,4331670.000000000000000,985.000000000000000
1243,201,634290.000000000000000,4331670.000000000000000,984.000000000000000
1244,175,634320.000000000000000,4331670.000000000000000,983.000000000000000
1245,150,634350.000000000000000,4331670.000000000000000,982.000000000000000
1246,127,634380.000000000000000,4331670.000000000000000,981.000000000000000
1247,108,634410.000000000000000,4331670.000000000000000,981.000000000000000
1248,95,634440.000000000000000,4331670.000000000000000,980.000000000000000
1249,90,634470.000000000000000,4331670.000000000000000,979.000000000000000
1250,90,634500.000000000000000,4331670.000000000000000,978.000000000000000
1251,90,634530.000000000000000,4331670.000000000000000,978.000000000000000
1252,85,634560.000000000000000,4331670.000000000000000,979.000000000000000
1253,67,634590.000000000000000,4331670.000000000000000,979.000000000000000
1254,42,634620.000000000000000,4331670.000000000000000,979.000000000000000
1255,30,634650.000000000000000,4331670.000000000000000,979.000000000000000
1256,0,634680.000000000000000,4331670.000000000000000,979.000000000000000
1257,0,634710.000000000000000,4331670.000000000000000,979.000000000000000
1258,30,634740.000000000000000,4331670.000000000000000,981.000000000000000
1259,42,634770.000000000000000,4331670.000000000000000,985.000000000000000
1260,67,634800.000000000000000,4331670.000000000000000,988.000000000000000
1261,95,634830.000000000000000,4331670.000000000000000,991.000000000000000
1262,124,634860.000000000000000,4331670.000000000000000,996.000000000000000
1263,134,634890.000000000000000,4331670.000000000000000,999.000000000000000
1264,124,634920.000000000000000,4331670.000000000000000,1001.000000000000000
1265,108,634950.000000000000000,4331670.000000000000000,1001.000000000000000
1266,95,634980.000000000000000,4331670.000000000000000,1002.000000000000000
1267,85,635010.000000000000000,4331670.000000000000000,1004.000000000000000
1268,67,635040.000000000000000,4331670.000000000000000,1004.000000000000000
1269,60,635070.000000000000000,4331670.000000000000000,1005.000000000000000
1270,67,635100.000000000000000,4331670.000000000000000,1007.000000000000000
1271,85,635130.000000000000000,4331670.000000000000000,1010.000000000000000
1272,95,635160.000000000000000,4331670.000000000000000,1013.000000000000000
1273,108,635190.000000000000000,4331670.000000000000000,1016.000000000000000
1274,127,635220.000000000000000,4331670.000000000000000,1019.000000000000000
1275,150,635250.000000000000000,4331670.000000000000000,1023.000000000000000
1276,162,635280.000000000000000,4331670.000000000000000,1027.000000000000000
1277,175,635310.000000000000000,4331670.000000000000000,1031.000000000000000
1278,192,635340.000000000000000,4331670.000000000000000,1034.000000000000000
1279,212,635370.000000000000000,4331670.000000000000000,1037.000000000000000
1280,228,635400.000000000000000,4331670.000000000000000,1041.000000000000000
1281,242,635430.000000000000000,4331670.000000000000000,1045.000000000000000
1282,256,635460.000000000000000,4331670.000000000000000,1050.000000000000000
1283,268,635490.000000000000000,4331670.000000000000000,1053.000000000000000
1284,283,635520.000000000000000,4331670.000000000000000,1055.000000000000000
1285,300,635550.000000000000000,4331670.000000000000000,1057.000000000000000
1286,319,635580.000000000000000,4331670.000000000000000,1058.000000000000000
1287,339,635610.000000000000000,4331670.000000000000000,1059.000000000000000
1288,361,635640.000000000000000,4331670.000000000000000,1062.000000000000000
1289,382,635670.000000000000000,4331670.000000000000000,1065.000000000000000
1290,404,635700.000000000000000,4331670.000000000000000,1068.000000000000000
1291,424,635730.000000000000000,4331670.000000000000000,1070.000000000000000
1292,446,635760.000000000000000,4331670.000000000000000,1071.000000000000000
1293,467,635790.000000000000000,4331670.000000000000000,1073.000000000000000
1294,488,635820.000000000000000,4331670.000000000000000,1076.000000000000000
1295,509,635850.000000000000000,4331670.000000000000000,1079.000000000000000
1296,531,635880.000000000000000,4331670.000000000000000,1082.000000000000000
1297,553,635910.000000000000000,4331670.000000000000000,1084.000000000000000
1298,576,635940.000000000000000,4331670.000000000000000,1085.000000000000000
1299,600,635970.000000000000000,4331670.000000000000000,1086.000000000000000
1300,624,636000.000000000000000,4331670.000000000000000,1089.000000000000000
1301,649,636030.000000000000000,4331670.000000000000000,1089.000000000000000
1302,674,636060.000000000000000,4331670.000000000000000,0.000000000000000
1303,700,636090.000000000000000,4331670.000000000000000,0.000000000000000
1304,726,636120.000000000000000,4331670.000000000000000,0.000000000000000
1305,750,636150.000000000000000,4331670.000000000000000,0.000000000000000
1306,774,636180.000000000000000,4331670.000000000000000,0.000000000000000
1307,799,636210.000000000000000,4331670.000000000000000,0.000000000000000
1308,824,636240.000000000000000,4331670.000000000000000,0.000000000000000
1309,849,636270.000000000000000,4331670.000000000000000,0.000000000000000
1310,875,636300.000000000000000,4331670.000000000000000,0.000000000000000
1311,900,636330.000000000000000,4331670.000000000000000,0.000000000000000
1312,927,636360.000000000000000,4331670.000000000000000,0.000000000000000
1313,467,633930.000000000000000,4331640.000000000000000,0.000000000000000
1314,446,633960.000000000000000,4331640.000000000000000,0.000000000000000
1315,426,633990.000000000000000,4331640.000000000000000,975.000000000000000
1316,408,634020.000000000000000,4331640.000000000000000,975.000000000000000
1317,391,634050.000000000000000,4331640.000000000000000,974.000000000000000
1318,376,634080.000000000000000,4331640.000000000000000,974.000000000000000
1319,362,634110.000000000000000,4331640.000000000000000,973.000000000000000
1320,350,634140.000000000000000,4331640.000000000000000,976.000000000000000
1321,323,634170.000000000000000,4331640.000000000000000,979.000000000000000
1322,295,634200.000000000000000,4331640.000000000000000,983.000000000000000
1323,268,634230.000000000000000,4331640.000000000000000,987.000000000000000
1324,242,634260.000000000000000,4331640.000000000000000,989.000000000000000
1325,216,634290.000000000000000,4331640.000000000000000,987.000000000000000
1326,192,634320.000000000000000,4331640.000000000000000,984.000000000000000
1327,170,634350.000000000000000,4331640.000000000000000,983.000000000000000
1328,150,634380.000000000000000,4331640.000000000000000,983.000000000000000
1329,134,634410.000000000000000,4331640.000000000000000,984.000000000000000
1330,124,634440.000000000000000,4331640.000000000000000,984.000000000000000
1331,120,634470.000000000000000,4331640.000000000000000,983.000000000000000
1332,120,634500.000000000000000,4331640.000000000000000,983.000000000000000
1333,120,634530.000000000000000,4331640.000000000000000,983.000000000000000
1334,108,634560.000000000000000,4331640.000000000000000,982.000000000000000
1335,85,634590.000000000000000,4331640.000000000000000,982.000000000000000
1336,67,634620.000000000000000,4331640.000000000000000,981.000000000000000
1337,42,634650.000000000000000,4331640.000000000000000,980.000000000000000
1338,30,634680.000000000000000,4331640.000000000000000,980.000000000000000
1339,0,634710.000000000000000,4331640.000000000000000,980.000000000000000
1340,0,634740.000000000000000,4331640.000000000000000,982.000000000000000
1341,30,634770.000000000000000,4331640.000000000000000,984.000000000000000
1342,60,634800.000000000000000,4331640.000000000000000,987.000000000000000
1343,85,634830.000000000000000,4331640.000000000000000,989.000000000000000
1344,108,634860.000000000000000,4331640.000000000000000,992.000000000000000
1345,108,634890.000000000000000,4331640.000000000000000,995.000000000000000
1346,95,634920.000000000000000,4331640.000000000000000,997.000000000000000
1347,85,634950.000000000000000,4331640.000000000000000,999.000000000000000
1348,67,634980.000000000000000,4331640.000000000000000,1000.000000000000000
1349,60,635010.000000000000000,4331640.000000000000000,1001.000000000000000
1350,42,635040.000000000000000,4331640.000000000000000,1002.000000000000000
1351,30,635070.000000000000000,4331640.000000000000000,1001.000000000000000
1352,42,635100.000000000000000,4331640.000000000000000,1004.000000000000000
1353,60,635130.000000000000000,4331640.000000000000000,1007.000000000000000
1354,67,635160.000000000000000,4331640.000000000000000,1010.000000000000000
1355,85,635190.000000000000000,4331640.000000000000000,1013.000000000000000
1356,108,635220.000000000000000,4331640.000000000000000,1016.000000000000000
1357,124,635250.000000000000000,4331640.000000000000000,1020.000000000000000
1358,134,635280.000000000000000,4331640.000000000000000,1025.000000000000000
1359,150,635310.000000000000000,4331640.000000000000000,1030.000000000000000
1360,170,635340.000000000000000,4331640.000000000000000,1033.000000000000000
1361,190,635370.000000000000000,4331640.000000000000000,1036.000000000000000
1362,201,635400.000000000000000,4331640.000000000000000,1040.000000000000000
1363,216,635430.000000000000000,4331640.000000000000000,1044.000000000000000
1364,228,635460.000000000000000,4331640.000000000000000,1049.000000000000000
1365,242,635490.000000000000000,4331640.000000000000000,1053.000000000000000
1366,258,635520.000000000000000,4331640.000000000000000,1056.000000000000000
1367,277,635550.000000000000000,4331640.000000000000000,1057.000000000000000
1368,297,635580.000000000000000,4331640.000000000000000,1058.000000000000000
1369,319,635610.000000000000000,4331640.000000000000000,1059.000000000000000
1370,339,635640.000000000000000,4331640.000000000000000,1063.000000000000000
1371,361,635670.000000000000000,4331640.000000000000000,1067.000000000000000
1372,382,635700.000000000000000,4331640.000000000000000,1069.000000000000000
1373,404,635730.000000000000000,4331640.000000000000000,1071.000000000000000
1374,424,635760.000000000000000,4331640.000000000000000,1073.000000000000000
1375,446,635790.000000000000000,4331640.000000000000000,1074.000000000000000
1376,467,635820.000000000000000,4331640.000000000000000,1076.000000000000000
1377,488,635850.000000000000000,4331640.000000000000000,1079.000000000000000
1378,511,635880.000000000000000,4331640.000000000000000,1083.000000000000000
1379,534,635910.000000000000000,4331640.000000000000000,1086.000000000000000
1380,558,635940.000000000000000,4331640.000000000000000,1087.000000000000000
1381,582,635970.000000000000000,4331640.000000000000000,1089.000000000000000
1382,607,636000.000000000000000,4331640.000000000000000,1091.000000000000000
1383,633,636030.000000000000000,4331640.000000000000000,1092.000000000000000
1384,659,636060.000000000000000,4331640.000000000000000,0.000000000000000
1385,684,636090.000000000000000,4331640.000000000000000,0.000000000000000
1386,708,636120.000000000000000,4331640.000000000000000,0.000000000000000
1387,732,636150.000000000000000,4331640.000000000000000,0.000000000000000
1388,757,636180.000000000000000,4331640.000000000000000,0.000000000000000
1389,782,636210.000000000000000,4331640.000000000000000,0.000000000000000
1390,808,636240.000000000000000,4331640.000000000000000,0.000000000000000
1391,834,636270.000000000000000,4331640.000000000000000,0.000000000000000
1392,860,636300.000000000000000,4331640.000000000000000,0.000000000000000
1393,886,636330.000000000000000,4331640.000000000000000,0.000000000000000
1394,912,636360.000000000000000,4331640.000000000000000,0.000000000000000
1395,488,633930.000000000000000,4331610.000000000000000,0.000000000000000
1396,469,633960.000000000000000,4331610.000000000000000,0.000000000000000
1397,450,633990.000000000000000,4331610.000000000000000,975.000000000000000
1398,433,634020.000000000000000,4331610.000000000000000,975.000000000000000
1399,417,634050.000000000000000,4331610.000000000000000,974.000000000000000
1400,402,634080.000000000000000,4331610.000000000000000,974.000000000000000
1401,390,634110.000000000000000,4331610.000000000000000,975.000000000000000
1402,362,634140.000000000000000,4331610.000000000000000,979.000000000000000
1403,335,634170.000000000000000,4331610.000000000000000,982.000000000000000
1404,309,634200.000000000000000,4331610.000000000000000,985.000000000000000
1405,283,634230.000000000000000,4331610.000000000000000,989.000000000000000
1406,258,634260.000000000000000,4331610.000000000000000,992.000000000000000
1407,234,634290.000000000000000,4331610.000000000000000,990.000000000000000
1408,212,634320.000000000000000,4331610.000000000000000,987.000000000000000
1409,192,634350.000000000000000,4331610.000000000000000,985.000000000000000
1410,175,634380.000000000000000,4331610.000000000000000,985.000000000000000
1411,162,634410.000000000000000,4331610.000000000000000,986.000000000000000
1412,153,634440.000000000000000,4331610.000000000000000,986.000000000000000
1413,150,634470.000000000000000,4331610.000000000000000,986.000000000000000
1414,150,634500.000000000000000,4331610.000000000000000,986.000000000000000
1415,150,634530.000000000000000,4331610.000000000000000,986.000000000000000
1416,127,634560.000000000000000,4331610.000000000000000,986.000000000000000
1417,108,634590.000000000000000,4331610.000000000000000,985.000000000000000
1418,85,634620.000000000000000,4331610.000000000000000,983.000000000000000
1419,67,634650.000000000000000,4331610.000000000000000,981.000000000000000
1420,42,634680.000000000000000,4331610.000000000000000,980.000000000000000
1421,30,634710.000000000000000,4331610.000000000000000,980.000000000000000
1422,0,634740.000000000000000,4331610.000000000000000,982.000000000000000
1423,30,634770.000000000000000,4331610.000000000000000,984.000000000000000
1424,42,634800.000000000000000,4331610.000000000000000,986.000000000000000
1425,67,634830.000000000000000,4331610.000000000000000,987.000000000000000
1426,85,634860.000000000000000,4331610.000000000000000,989.000000000000000
1427,85,634890.000000000000000,4331610.000000000000000,991.000000000000000
1428,67,634920.000000000000000,4331610.000000000000000,993.000000000000000
1429,60,634950.000000000000000,4331610.000000000000000,996.000000000000000
1430,42,634980.000000000000000,4331610.000000000000000,998.000000000000000
1431,30,635010.000000000000000,4331610.000000000000000,999.000000000000000
1432,30,635040.000000000000000,4331610.000000000000000,999.000000000000000
1433,0,635070.000000000000000,4331610.000000000000000,999.000000000000000
1434,30,635100.000000000000000,4331610.000000000000000,1001.000000000000000
1435,30,635130.000000000000000,4331610.000000000000000,1005.000000000000000
1436,42,635160.000000000000000,4331610.000000000000000,1007.000000000000000
1437,67,635190.000000000000000,4331610.000000000000000,1010.000000000000000
1438,85,635220.000000000000000,4331610.000000000000000,1014.000000000000000
1439,95,635250.000000000000000,4331610.000000000000000,1018.000000000000000
1440,108,635280.000000000000000,4331610.000000000000000,1022.000000000000000
1441,127,635310.000000000000000,4331610.000000000000000,1027.000000000000000
1442,150,635340.000000000000000,4331610.000000000000000,1031.000000000000000
1443,162,635370.000000000000000,4331610.000000000000000,1034.000000000000000
1444,175,635400.000000000000000,4331610.000000000000000,1038.000000000000000
1445,190,635430.000000000000000,4331610.000000000000000,1042.000000000000000
1446,201,635460.000000000000000,4331610.000000000000000,1045.000000000000000
1447,216,635490.000000000000000,4331610.000000000000000,1049.000000000000000
1448,234,635520.000000000000000,4331610.000000000000000,1053.000000000000000
1449,255,635550.000000000000000,4331610.000000000000000,1056.000000000000000
1450,277,635580.000000000000000,4331610.000000000000000,1058.000000000000000
1451,297,635610.000000000000000,4331610.000000000000000,1061.000000000000000
1452,319,635640.000000000000000,4331610.000000000000000,1065.000000000000000
1453,339,635670.000000000000000,4331610.000000000000000,1068.000000000000000
1454,361,635700.000000000000000,4331610.000000000000000,1071.000000000000000
1455,382,635730.000000000000000,4331610.000000000000000,1072.000000000000000
1456,404,635760.000000000000000,4331610.000000000000000,1074.000000000000000
1457,424,635790.000000000000000,4331610.000000000000000,1075.000000000000000
1458,446,635820.000000000000000,4331610.000000000000000,1077.000000000000000
1459,469,635850.000000000000000,4331610.000000000000000,1080.000000000000000
1460,492,635880.000000000000000,4331610.000000000000000,1082.000000000000000
1461,516,635910.000000000000000,4331610.000000000000000,1085.000000000000000
1462,541,635940.000000000000000,4331610.000000000000000,1088.000000000000000
1463,566,635970.000000000000000,4331610.000000000000000,1090.000000000000000
1464,592,636000.000000000000000,4331610.000000000000000,1093.000000000000000
1465,618,636030.000000000000000,4331610.000000000000000,1093.000000000000000
1466,642,636060.000000000000000,4331610.000000000000000,1092.000000000000000
1467,666,636090.000000000000000,4331610.000000000000000,0.000000000000000
1468,691,636120.000000000000000,4331610.000000000000000,0.000000000000000
1469,716,636150.000000000000000,4331610.000000000000000,0.000000000000000
1470,741,636180.000000000000000,4331610.000000000000000,0.000000000000000
1471,767,636210.000000000000000,4331610.000000000000000,0.000000000000000
1472,793,636240.000000000000000,4331610.000000000000000,0.000000000000000
1473,819,636270.000000000000000,4331610.000000000000000,0.000000000000000
1474,845,636300.000000000000000,4331610.000000000000000,0.000000000000000
1475,872,636330.000000000000000,4331610.000000000000000,0.000000000000000
1476,899,636360.000000000000000,4331610.000000000000000,0.000000000000000
1477,511,633930.000000000000000,4331580.000000000000000,0.000000000000000
1478,492,633960.000000000000000,4331580.000000000000000,0.000000000000000
1479,474,633990.000000000000000,4331580.000000000000000,0.000000000000000
1480,458,634020.000000000000000,4331580.000000000000000,977.000000000000000
1481,443,634050.000000000000000,4331580.000000000000000,976.000000000000000
1482,430,634080.000000000000000,4331580.000000000000000,977.000000000000000
1483,402,634110.000000000000000,4331580.000000000000000,978.000000000000000
1484,376,634140.000000000000000,4331580.000000000000000,982.000000000000000
1485,350,634170.000000000000000,4331580.000000000000000,986.000000000000000
1486,324,634200.000000000000000,4331580.000000000000000,990.000000000000000
1487,300,634230.000000000000000,4331580.000000000000000,993.000000000000000
1488,277,634260.000000000000000,4331580.000000000000000,996.000000000000000
1489,255,634290.000000000000000,4331580.000000000000000,995.000000000000000
1490,234,634320.000000000000000,4331580.000000000000000,993.000000000000000
1491,216,634350.000000000000000,4331580.000000000000000,990.000000000000000
1492,201,634380.000000000000000,4331580.000000000000000,989.000000000000000
1493,190,634410.000000000000000,4331580.000000000000000,988.000000000000000
1494,182,634440.000000000000000,4331580.000000000000000,988.000000000000000
1495,180,634470.000000000000000,4331580.000000000000000,988.000000000000000
1496,180,634500.000000000000000,4331580.000000000000000,988.000000000000000
1497,170,634530.000000000000000,4331580.000000000000000,989.000000000000000
1498,150,634560.000000000000000,4331580.000000000000000,989.000000000000000
1499,127,634590.000000000000000,4331580.000000000000000,987.000000000000000
1500,108,634620.000000000000000,4331580.000000000000000,985.000000000000000
1501,85,634650.000000000000000,4331580.000000000000000,983.000000000000000
1502,60,634680.000000000000000,4331580.000000000000000,981.000000000000000
1503,30,634710.000000000000000,4331580.000000000000000,981.000000000000000
1504,0,634740.000000000000000,4331580.000000000000000,983.000000000000000
1505,0,634770.000000000000000,4331580.000000000000000,984.000000000000000
1506,30,634800.000000000000000,4331580.000000000000000,985.000000000000000
1507,42,634830.000000000000000,4331580.000000000000000,986.000000000000000
1508,60,634860.000000000000000,4331580.000000000000000,987.000000000000000
1509,60,634890.000000000000000,4331580.000000000000000,988.000000000000000
1510,42,634920.000000000000000,4331580.000000000000000,991.000000000000000
1511,30,634950.000000000000000,4331580.000000000000000,994.000000000000000
1512,30,634980.000000000000000,4331580.000000000000000,996.000000000000000
1513,0,635010.000000000000000,4331580.000000000000000,997.000000000000000
1514,0,635040.000000000000000,4331580.000000000000000,998.000000000000000
1515,0,635070.000000000000000,4331580.000000000000000,998.000000000000000
1516,0,635100.000000000000000,4331580.000000000000000,1001.000000000000000
1517,0,635130.000000000000000,4331580.000000000000000,1004.000000000000000
1518,30,635160.000000000000000,4331580.000000000000000,1007.000000000000000
1519,42,635190.000000000000000,4331580.000000000000000,1009.000000000000000
1520,60,635220.000000000000000,4331580.000000000000000,1012.000000000000000
1521,67,635250.000000000000000,4331580.000000000000000,1016.000000000000000
1522,85,635280.000000000000000,4331580.000000000000000,1020.000000000000000
1523,108,635310.000000000000000,4331580.000000000000000,1023.000000000000000
1524,124,635340.000000000000000,4331580.000000000000000,1027.000000000000000
1525,134,635370.000000000000000,4331580.000000000000000,1032.000000000000000
1526,150,635400.000000000000000,4331580.000000000000000,1036.000000000000000
1527,162,635430.000000000000000,4331580.000000000000000,1040.000000000000000
1528,175,635460.000000000000000,4331580.000000000000000,1042.000000000000000
1529,192,635490.000000000000000,4331580.000000000000000,1046.000000000000000
1530,212,635520.000000000000000,4331580.000000000000000,1050.000000000000000
1531,234,635550.000000000000000,4331580.000000000000000,1053.000000000000000
1532,255,635580.000000000000000,4331580.000000000000000,1055.000000000000000
1533,277,635610.000000000000000,4331580.000000000000000,1060.000000000000000
1534,297,635640.000000000000000,4331580.000000000000000,1064.000000000000000
1535,319,635670.000000000000000,4331580.000000000000000,1067.000000000000000
1536,339,635700.000000000000000,4331580.000000000000000,1070.000000000000000
1537,361,635730.000000000000000,4331580.000000000000000,1071.000000000000000
1538,382,635760.000000000000000,4331580.000000000000000,1074.000000000000000
1539,404,635790.000000000000000,4331580.000000000000000,1077.000000000000000
1540,426,635820.000000000000000,4331580.000000000000000,1079.000000000000000
1541,450,635850.000000000000000,4331580.000000000000000,1080.000000000000000
1542,474,635880.000000000000000,4331580.000000000000000,1082.000000000000000
1543,499,635910.000000000000000,4331580.000000000000000,1085.000000000000000
1544,525,635940.000000000000000,4331580.000000000000000,1088.000000000000000
1545,551,635970.000000000000000,4331580.000000000000000,1090.000000000000000
1546,576,636000.000000000000000,4331580.000000000000000,1092.000000000000000
1547,600,636030.000000000000000,4331580.000000000000000,1093.000000000000000
1548,624,636060.000000000000000,4331580.000000000000000,1093.000000000000000
1549,649,636090.000000000000000,4331580.000000000000000,0.000000000000000
1550,674,636120.000000000000000,4331580.000000000000000,0.000000000000000
1551,700,636150.000000000000000,4331580.000000000000000,0.000000000000000
