OBJECTID,Rowid_,SAVI_1986083_CLI,X,Y,SAVI_1986083_C_1,RASTERVALU
72,,0,634260.000000000000000,4332000.000000000000000,0.211317270994186,1
73,,0,634290.000000000000000,4332000.000000000000000,0.239052131772041,2
74,,0,634320.000000000000000,4332000.000000000000000,0.218439415097237,2
75,,0,634350.000000000000000,4332000.000000000000000,0.218777835369110,2
76,,0,634380.000000000000000,4332000.000000000000000,0.246234893798828,2
77,,0,634410.000000000000000,4332000.000000000000000,0.259664595127106,2
78,,0,634440.000000000000000,4332000.000000000000000,0.211724668741226,1
79,,0,634470.000000000000000,4332000.000000000000000,0.190091297030449,1
80,,0,634500.000000000000000,4332000.000000000000000,0.177499353885651,1
81,,0,634530.000000000000000,4332000.000000000000000,0.191891565918922,1
82,,0,634560.000000000000000,4332000.000000000000000,0.197922021150589,1
83,,0,634590.000000000000000,4332000.000000000000000,0.191302731633186,1
84,,0,634620.000000000000000,4332000.000000000000000,0.212516725063324,1
85,,0,634650.000000000000000,4332000.000000000000000,0.212516725063324,1
86,,0,634680.000000000000000,4332000.000000000000000,0.205522269010544,1
87,,0,634710.000000000000000,4332000.000000000000000,0.212124377489090,1
88,,0,634740.000000000000000,4332000.000000000000000,0.225754186511040,2
89,,0,634770.000000000000000,4332000.000000000000000,0.239341035485268,2
90,,0,634800.000000000000000,4332000.000000000000000,0.226281389594078,2
91,,0,634830.000000000000000,4332000.000000000000000,0.232856288552284,2
92,,0,634860.000000000000000,4332000.000000000000000,0.239619478583336,2
93,,0,634890.000000000000000,4332000.000000000000000,0.225754186511040,2
94,,0,633930.000000000000000,4331970.000000000000000,0.196832954883575,1
95,,0,633960.000000000000000,4331970.000000000000000,0.188832551240921,1
96,,0,633990.000000000000000,4331970.000000000000000,0.189467951655388,1
97,,0,634020.000000000000000,4331970.000000000000000,0.195701211690903,1
98,,0,634050.000000000000000,4331970.000000000000000,0.216646507382393,2
99,,0,634080.000000000000000,4331970.000000000000000,0.231134444475174,2
100,,0,634110.000000000000000,4331970.000000000000000,0.224346205592155,2
101,,0,634140.000000000000000,4331970.000000000000000,0.210902109742165,1
102,,0,634170.000000000000000,4331970.000000000000000,0.194678708910942,1
103,,0,634200.000000000000000,4331970.000000000000000,0.159618124365807,1
104,,0,634230.000000000000000,4331970.000000000000000,0.179615125060081,1
105,,0,634260.000000000000000,4331970.000000000000000,0.224925577640533,2
106,,0,634290.000000000000000,4331970.000000000000000,0.232241094112396,2
107,,0,634320.000000000000000,4331970.000000000000000,0.225483193993568,2
108,,0,634350.000000000000000,4331970.000000000000000,0.211724668741226,1
109,,0,634380.000000000000000,4331970.000000000000000,0.219109952449799,2
110,,0,634410.000000000000000,4331970.000000000000000,0.246157541871071,2
111,,0,634440.000000000000000,4331970.000000000000000,0.252885043621063,2
112,,0,634470.000000000000000,4331970.000000000000000,0.225754186511040,2
113,,0,634500.000000000000000,4331970.000000000000000,0.211724668741226,1
114,,0,634530.000000000000000,4331970.000000000000000,0.182717770338058,1
115,,0,634560.000000000000000,4331970.000000000000000,0.184075206518173,1
116,,0,634590.000000000000000,4331970.000000000000000,0.205973803997040,1
117,,0,634620.000000000000000,4331970.000000000000000,0.213280066847801,1
118,,0,634650.000000000000000,4331970.000000000000000,0.233247980475426,2
119,,0,634680.000000000000000,4331970.000000000000000,0.219436064362526,2
120,,0,634710.000000000000000,4331970.000000000000000,0.219436064362526,2
121,,0,634740.000000000000000,4331970.000000000000000,0.219109952449799,2
122,,0,634770.000000000000000,4331970.000000000000000,0.225754186511040,2
123,,0,634800.000000000000000,4331970.000000000000000,0.232856288552284,2
124,,0,634830.000000000000000,4331970.000000000000000,0.246310725808144,2
125,,0,634860.000000000000000,4331970.000000000000000,0.226537853479385,2
126,,0,634890.000000000000000,4331970.000000000000000,0.225754186511040,2
127,,0,633930.000000000000000,4331940.000000000000000,0.197382658720016,1
128,,0,633960.000000000000000,4331940.000000000000000,0.190091297030449,1
129,,0,633990.000000000000000,4331940.000000000000000,0.188832551240921,1
130,,0,634020.000000000000000,4331940.000000000000000,0.210478961467743,1
131,,0,634050.000000000000000,4331940.000000000000000,0.238440126180649,2
132,,0,634080.000000000000000,4331940.000000000000000,0.217019125819206,2
133,,0,634110.000000000000000,4331940.000000000000000,0.238903552293777,2
134,,0,634140.000000000000000,4331940.000000000000000,0.218094483017921,2
135,,0,634170.000000000000000,4331940.000000000000000,0.196832954883575,1
136,,0,634200.000000000000000,4331940.000000000000000,0.205062165856361,1
137,,0,634230.000000000000000,4331940.000000000000000,0.232449963688850,2
138,,0,634260.000000000000000,4331940.000000000000000,0.231811195611954,2
139,,0,634290.000000000000000,4331940.000000000000000,0.210478961467743,1
140,,0,634320.000000000000000,4331940.000000000000000,0.196272537112236,1
141,,0,634350.000000000000000,4331940.000000000000000,0.196832954883575,1
142,,0,634380.000000000000000,4331940.000000000000000,0.232655048370361,2
143,,0,634410.000000000000000,4331940.000000000000000,0.239481493830681,2
144,,0,634440.000000000000000,4331940.000000000000000,0.259617835283279,2
145,,0,634470.000000000000000,4331940.000000000000000,0.259571850299835,2
146,,0,634500.000000000000000,4331940.000000000000000,0.252885043621063,2
147,,0,634530.000000000000000,4331940.000000000000000,0.232241094112396,2
148,,0,634560.000000000000000,4331940.000000000000000,0.212124377489090,1
149,,0,634590.000000000000000,4331940.000000000000000,0.212516725063324,1
150,,0,634620.000000000000000,4331940.000000000000000,0.219756111502647,2
151,,0,634650.000000000000000,4331940.000000000000000,0.226537853479385,2
152,,0,634680.000000000000000,4331940.000000000000000,0.212901890277863,1
153,,0,634710.000000000000000,4331940.000000000000000,0.212124377489090,1
154,,0,634740.000000000000000,4331940.000000000000000,0.226020231842995,2
155,,0,634770.000000000000000,4331940.000000000000000,0.232856288552284,2
156,,0,634800.000000000000000,4331940.000000000000000,0.219756111502647,2
157,,0,634830.000000000000000,4331940.000000000000000,0.220379233360291,2
158,,0,634860.000000000000000,4331940.000000000000000,0.213651537895203,1
159,,0,634890.000000000000000,4331940.000000000000000,0.206417232751846,1
160,,0,634920.000000000000000,4331940.000000000000000,0.213280066847801,1
161,,0,634950.000000000000000,4331940.000000000000000,0.213280066847801,1
162,,0,633930.000000000000000,4331910.000000000000000,0.204593315720558,1
163,,0,633960.000000000000000,4331910.000000000000000,0.197382658720016,1
164,,0,633990.000000000000000,4331910.000000000000000,0.205062165856361,1
165,,0,634020.000000000000000,4331910.000000000000000,0.226020231842995,2
166,,0,634050.000000000000000,4331910.000000000000000,0.224925577640533,2
167,,0,634080.000000000000000,4331910.000000000000000,0.210902109742165,1
168,,0,634110.000000000000000,4331910.000000000000000,0.211317270994186,1
169,,0,634140.000000000000000,4331910.000000000000000,0.211724668741226,1
170,,0,634170.000000000000000,4331910.000000000000000,0.210902109742165,1
171,,0,634200.000000000000000,4331910.000000000000000,0.210902109742165,1
172,,0,634230.000000000000000,4331910.000000000000000,0.225483193993568,2
173,,0,634260.000000000000000,4331910.000000000000000,0.231811195611954,2
174,,0,634290.000000000000000,4331910.000000000000000,0.209607481956482,1
175,,0,634320.000000000000000,4331910.000000000000000,0.217019125819206,2
176,,0,634350.000000000000000,4331910.000000000000000,0.217384576797485,2
177,,0,634380.000000000000000,4331910.000000000000000,0.225207075476646,2
178,,0,634410.000000000000000,4331910.000000000000000,0.218777835369110,2
179,,0,634440.000000000000000,4331910.000000000000000,0.246157541871071,2
180,,0,634470.000000000000000,4331910.000000000000000,0.259571850299835,2
181,,0,634500.000000000000000,4331910.000000000000000,0.272702127695084,2
182,,0,634530.000000000000000,4331910.000000000000000,0.252916187047958,2
183,,0,634560.000000000000000,4331910.000000000000000,0.225483193993568,2
184,,0,634590.000000000000000,4331910.000000000000000,0.225754186511040,2
185,,0,634620.000000000000000,4331910.000000000000000,0.226281389594078,2
186,,0,634650.000000000000000,4331910.000000000000000,0.213280066847801,1
187,,0,634680.000000000000000,4331910.000000000000000,0.205973803997040,1
188,,0,634710.000000000000000,4331910.000000000000000,0.198451384902000,1
189,,0,634740.000000000000000,4331910.000000000000000,0.205973803997040,1
190,,0,634770.000000000000000,4331910.000000000000000,0.206417232751846,1
191,,0,634800.000000000000000,4331910.000000000000000,0.207280218601227,1
192,,0,634830.000000000000000,4331910.000000000000000,0.208112776279449,1
193,,0,634860.000000000000000,4331910.000000000000000,0.201430439949036,1
194,,0,634890.000000000000000,4331910.000000000000000,0.207280218601227,1
195,,0,634920.000000000000000,4331910.000000000000000,0.220682471990585,2
196,,0,634950.000000000000000,4331910.000000000000000,0.214016243815422,1
197,,0,634980.000000000000000,4331910.000000000000000,0.206417232751846,1
198,,0,635010.000000000000000,4331910.000000000000000,0.198970794677734,1
199,,0,635040.000000000000000,4331910.000000000000000,0.192469552159309,1
200,,0,635070.000000000000000,4331910.000000000000000,0.198970794677734,1
201,,0,635100.000000000000000,4331910.000000000000000,0.199480757117271,1
202,,0,635130.000000000000000,4331910.000000000000000,0.198970794677734,1
203,,0,635160.000000000000000,4331910.000000000000000,0.205522269010544,1
204,,0,635190.000000000000000,4331910.000000000000000,0.205062165856361,1
205,,0,633930.000000000000000,4331880.000000000000000,0.211724668741226,1
206,,0,633960.000000000000000,4331880.000000000000000,0.197382658720016,1
207,,0,633990.000000000000000,4331880.000000000000000,0.212901890277863,1
208,,0,634020.000000000000000,4331880.000000000000000,0.219756111502647,2
209,,0,634050.000000000000000,4331880.000000000000000,0.218777835369110,2
210,,0,634080.000000000000000,4331880.000000000000000,0.225754186511040,2
211,,0,634110.000000000000000,4331880.000000000000000,0.190091297030449,1
212,,0,634140.000000000000000,4331880.000000000000000,0.182717770338058,1
213,,0,634170.000000000000000,4331880.000000000000000,0.190091297030449,1
214,,0,634200.000000000000000,4331880.000000000000000,0.211724668741226,1
215,,0,634230.000000000000000,4331880.000000000000000,0.211724668741226,1
216,,0,634260.000000000000000,4331880.000000000000000,0.238903552293777,2
217,,0,634290.000000000000000,4331880.000000000000000,0.231590002775192,2
218,,0,634320.000000000000000,4331880.000000000000000,0.252801895141602,2
219,,0,634350.000000000000000,4331880.000000000000000,0.252784311771393,2
220,,0,634380.000000000000000,4331880.000000000000000,0.266609191894531,2
221,,0,634410.000000000000000,4331880.000000000000000,0.280081361532211,2
222,,0,634440.000000000000000,4331880.000000000000000,0.252885043621063,2
223,,0,634470.000000000000000,4331880.000000000000000,0.239341035485268,2
224,,0,634500.000000000000000,4331880.000000000000000,0.266278207302094,2
225,,0,634530.000000000000000,4331880.000000000000000,0.286122024059296,2
226,,0,634560.000000000000000,4331880.000000000000000,0.252900838851929,2
227,,0,634590.000000000000000,4331880.000000000000000,0.239619478583336,2
228,,0,634620.000000000000000,4331880.000000000000000,0.226281389594078,2
229,,0,634650.000000000000000,4331880.000000000000000,0.226281389594078,2
230,,0,634680.000000000000000,4331880.000000000000000,0.219756111502647,2
231,,0,634710.000000000000000,4331880.000000000000000,0.212516725063324,1
232,,0,634740.000000000000000,4331880.000000000000000,0.198970794677734,1
233,,0,634770.000000000000000,4331880.000000000000000,0.205973803997040,1
234,,0,634800.000000000000000,4331880.000000000000000,0.213651537895203,1
235,,0,634830.000000000000000,4331880.000000000000000,0.214374572038651,1
236,,0,634860.000000000000000,4331880.000000000000000,0.201430439949036,1
237,,0,634890.000000000000000,4331880.000000000000000,0.207280218601227,1
238,,0,634920.000000000000000,4331880.000000000000000,0.220682471990585,2
239,,0,634950.000000000000000,4331880.000000000000000,0.220682471990585,2
240,,0,634980.000000000000000,4331880.000000000000000,0.206417232751846,1
241,,0,635010.000000000000000,4331880.000000000000000,0.205973803997040,1
242,,0,635040.000000000000000,4331880.000000000000000,0.205973803997040,1
243,,0,635070.000000000000000,4331880.000000000000000,0.199480757117271,1
244,,0,635100.000000000000000,4331880.000000000000000,0.185382321476936,1
245,,0,635130.000000000000000,4331880.000000000000000,0.198451384902000,1
246,,0,635160.000000000000000,4331880.000000000000000,0.205062165856361,1
247,,0,635190.000000000000000,4331880.000000000000000,0.191302731633186,1
248,,0,635220.000000000000000,4331880.000000000000000,0.197922021150589,1
249,,0,635250.000000000000000,4331880.000000000000000,0.225483193993568,2
250,,0,635280.000000000000000,4331880.000000000000000,0.239197909832001,2
251,,0,635310.000000000000000,4331880.000000000000000,0.218777835369110,2
252,,0,635340.000000000000000,4331880.000000000000000,0.206417232751846,1
253,,0,635370.000000000000000,4331880.000000000000000,0.214726626873016,1
254,,0,635400.000000000000000,4331880.000000000000000,0.198970794677734,1
255,,0,635430.000000000000000,4331880.000000000000000,0.191891565918922,1
256,,0,635460.000000000000000,4331880.000000000000000,0.205973803997040,1
257,,0,635490.000000000000000,4331880.000000000000000,0.213651537895203,1
258,,0,635520.000000000000000,4331880.000000000000000,0.206852599978447,1
259,,0,633930.000000000000000,4331850.000000000000000,0.211317270994186,1
260,,0,633960.000000000000000,4331850.000000000000000,0.197382658720016,1
261,,0,633990.000000000000000,4331850.000000000000000,0.219436064362526,2
262,,0,634020.000000000000000,4331850.000000000000000,0.252975195646286,2
263,,0,634050.000000000000000,4331850.000000000000000,0.233247980475426,2
264,,0,634080.000000000000000,4331850.000000000000000,0.232449963688850,2
265,,0,634110.000000000000000,4331850.000000000000000,0.196272537112236,1
266,,0,634140.000000000000000,4331850.000000000000000,0.175260841846466,1
267,,0,634170.000000000000000,4331850.000000000000000,0.190702721476555,1
268,,0,634200.000000000000000,4331850.000000000000000,0.219109952449799,2
269,,0,634230.000000000000000,4331850.000000000000000,0.219756111502647,2
270,,0,634260.000000000000000,4331850.000000000000000,0.218094483017921,2
271,,0,634290.000000000000000,4331850.000000000000000,0.217742934823036,2
272,,0,634320.000000000000000,4331850.000000000000000,0.210478961467743,1
273,,0,634350.000000000000000,4331850.000000000000000,0.223743692040443,2
274,,0,634380.000000000000000,4331850.000000000000000,0.259860903024673,2
275,,0,634410.000000000000000,4331850.000000000000000,0.273926794528961,2
276,,0,634440.000000000000000,4331850.000000000000000,0.273560315370560,2
277,,0,634470.000000000000000,4331850.000000000000000,0.266609191894531,2
278,,0,634500.000000000000000,4331850.000000000000000,0.273035943508148,2
279,,0,634530.000000000000000,4331850.000000000000000,0.279614061117172,2
280,,0,634560.000000000000000,4331850.000000000000000,0.252900838851929,2
281,,0,634590.000000000000000,4331850.000000000000000,0.239754855632782,2
282,,0,634620.000000000000000,4331850.000000000000000,0.239481493830681,2
283,,0,634650.000000000000000,4331850.000000000000000,0.232655048370361,2
284,,0,634680.000000000000000,4331850.000000000000000,0.225754186511040,2
285,,0,634710.000000000000000,4331850.000000000000000,0.212124377489090,1
286,,0,634740.000000000000000,4331850.000000000000000,0.219436064362526,2
287,,0,634770.000000000000000,4331850.000000000000000,0.225754186511040,2
288,,0,634800.000000000000000,4331850.000000000000000,0.212901890277863,1
289,,0,634830.000000000000000,4331850.000000000000000,0.226281389594078,2
290,,0,634860.000000000000000,4331850.000000000000000,0.219436064362526,2
291,,0,634890.000000000000000,4331850.000000000000000,0.219436064362526,2
292,,0,634920.000000000000000,4331850.000000000000000,0.232856288552284,2
293,,0,634950.000000000000000,4331850.000000000000000,0.233438581228256,2
294,,0,634980.000000000000000,4331850.000000000000000,0.213651537895203,1
295,,0,635010.000000000000000,4331850.000000000000000,0.206417232751846,1
296,,0,635040.000000000000000,4331850.000000000000000,0.205973803997040,1
297,,0,635070.000000000000000,4331850.000000000000000,0.171750918030739,1
298,,0,635100.000000000000000,4331850.000000000000000,0.170183897018433,1
299,,0,635130.000000000000000,4331850.000000000000000,0.197922021150589,1
300,,0,635160.000000000000000,4331850.000000000000000,0.205062165856361,1
301,,0,635190.000000000000000,4331850.000000000000000,0.212516725063324,1
302,,0,635220.000000000000000,4331850.000000000000000,0.162786975502968,1
303,,0,635250.000000000000000,4331850.000000000000000,0.145648077130318,1
304,,0,635280.000000000000000,4331850.000000000000000,0.167718991637230,1
305,,0,635310.000000000000000,4331850.000000000000000,0.182717770338058,1
306,,0,635340.000000000000000,4331850.000000000000000,0.184075206518173,1
307,,0,635370.000000000000000,4331850.000000000000000,0.200956121087074,1
308,,0,635400.000000000000000,4331850.000000000000000,0.193036943674088,1
309,,0,635430.000000000000000,4331850.000000000000000,0.176021307706833,1
310,,0,635460.000000000000000,4331850.000000000000000,0.176767408847809,1
311,,0,635490.000000000000000,4331850.000000000000000,0.191302731633186,1
312,,0,635520.000000000000000,4331850.000000000000000,0.191302731633186,1
313,,0,635550.000000000000000,4331850.000000000000000,0.183402970433235,1
314,,0,635580.000000000000000,4331850.000000000000000,0.183402970433235,1
315,,0,635610.000000000000000,4331850.000000000000000,0.197922021150589,1
316,,0,635640.000000000000000,4331850.000000000000000,0.199480757117271,1
317,,0,635670.000000000000000,4331850.000000000000000,0.200473144650459,1
318,,0,635700.000000000000000,4331850.000000000000000,0.213280066847801,1
319,,0,633930.000000000000000,4331820.000000000000000,0.197382658720016,1
320,,0,633960.000000000000000,4331820.000000000000000,0.197382658720016,1
321,,0,633990.000000000000000,4331820.000000000000000,0.205062165856361,1
322,,0,634020.000000000000000,4331820.000000000000000,0.233625814318657,2
323,,0,634050.000000000000000,4331820.000000000000000,0.240018442273140,2
324,,0,634080.000000000000000,4331820.000000000000000,0.218439415097237,2
325,,0,634110.000000000000000,4331820.000000000000000,0.189467951655388,1
326,,0,634140.000000000000000,4331820.000000000000000,0.190702721476555,1
327,,0,634170.000000000000000,4331820.000000000000000,0.205062165856361,1
328,,0,634200.000000000000000,4331820.000000000000000,0.211724668741226,1
329,,0,634230.000000000000000,4331820.000000000000000,0.218777835369110,2
330,,0,634260.000000000000000,4331820.000000000000000,0.204115554690361,1
331,,0,634290.000000000000000,4331820.000000000000000,0.210902109742165,1
332,,0,634320.000000000000000,4331820.000000000000000,0.212124377489090,1
333,,0,634350.000000000000000,4331820.000000000000000,0.218439415097237,2
334,,0,634380.000000000000000,4331820.000000000000000,0.238752007484436,2
335,,0,634410.000000000000000,4331820.000000000000000,0.266959428787231,2
336,,0,634440.000000000000000,4331820.000000000000000,0.259860903024673,2
337,,0,634470.000000000000000,4331820.000000000000000,0.259860903024673,2
338,,0,634500.000000000000000,4331820.000000000000000,0.252852737903595,2
339,,0,634530.000000000000000,4331820.000000000000000,0.252885043621063,2
340,,0,634560.000000000000000,4331820.000000000000000,0.252885043621063,2
341,,0,634590.000000000000000,4331820.000000000000000,0.246157541871071,2
342,,0,634620.000000000000000,4331820.000000000000000,0.259664595127106,2
343,,0,634650.000000000000000,4331820.000000000000000,0.239341035485268,2
344,,0,634680.000000000000000,4331820.000000000000000,0.218439415097237,2
345,,0,634710.000000000000000,4331820.000000000000000,0.212124377489090,1
346,,0,634740.000000000000000,4331820.000000000000000,0.212124377489090,1
347,,0,634770.000000000000000,4331820.000000000000000,0.212124377489090,1
348,,0,634800.000000000000000,4331820.000000000000000,0.198451384902000,1
349,,0,634830.000000000000000,4331820.000000000000000,0.211724668741226,1
350,,0,634860.000000000000000,4331820.000000000000000,0.190702721476555,1
351,,0,634890.000000000000000,4331820.000000000000000,0.197922021150589,1
352,,0,634920.000000000000000,4331820.000000000000000,0.219756111502647,2
353,,0,634950.000000000000000,4331820.000000000000000,0.219436064362526,2
354,,0,634980.000000000000000,4331820.000000000000000,0.206417232751846,1
355,,0,635010.000000000000000,4331820.000000000000000,0.226789638400078,2
356,,0,635040.000000000000000,4331820.000000000000000,0.205973803997040,1
357,,0,635070.000000000000000,4331820.000000000000000,0.220070555806160,2
358,,0,635100.000000000000000,4331820.000000000000000,0.198451384902000,1
359,,0,635130.000000000000000,4331820.000000000000000,0.198451384902000,1
360,,0,635160.000000000000000,4331820.000000000000000,0.198451384902000,1
361,,0,635190.000000000000000,4331820.000000000000000,0.212516725063324,1
362,,0,635220.000000000000000,4331820.000000000000000,0.190702721476555,1
363,,0,635250.000000000000000,4331820.000000000000000,0.175260841846466,1
364,,0,635280.000000000000000,4331820.000000000000000,0.175260841846466,1
365,,0,635310.000000000000000,4331820.000000000000000,0.175260841846466,1
366,,0,635340.000000000000000,4331820.000000000000000,0.175260841846466,1
367,,0,635370.000000000000000,4331820.000000000000000,0.199480757117271,1
368,,0,635400.000000000000000,4331820.000000000000000,0.219756111502647,2
369,,0,635430.000000000000000,4331820.000000000000000,0.190091297030449,1
370,,0,635460.000000000000000,4331820.000000000000000,0.182019308209419,1
371,,0,635490.000000000000000,4331820.000000000000000,0.175260841846466,1
372,,0,635520.000000000000000,4331820.000000000000000,0.176021307706833,1
373,,0,635550.000000000000000,4331820.000000000000000,0.190702721476555,1
374,,0,635580.000000000000000,4331820.000000000000000,0.191891565918922,1
375,,0,635610.000000000000000,4331820.000000000000000,0.206417232751846,1
376,,0,635640.000000000000000,4331820.000000000000000,0.205973803997040,1
377,,0,635670.000000000000000,4331820.000000000000000,0.198970794677734,1
378,,0,635700.000000000000000,4331820.000000000000000,0.198451384902000,1
379,,0,635730.000000000000000,4331820.000000000000000,0.182717770338058,1
380,,0,635760.000000000000000,4331820.000000000000000,0.167718991637230,1
381,,0,635790.000000000000000,4331820.000000000000000,0.175260841846466,1
382,,0,635820.000000000000000,4331820.000000000000000,0.161905542016029,1
383,,0,635850.000000000000000,4331820.000000000000000,0.168556451797485,1
384,,0,635880.000000000000000,4331820.000000000000000,0.183402970433235,1
385,,0,635910.000000000000000,4331820.000000000000000,0.199480757117271,1
386,,0,635940.000000000000000,4331820.000000000000000,0.206417232751846,1
387,,0,633930.000000000000000,4331790.000000000000000,0.211724668741226,1
388,,0,633960.000000000000000,4331790.000000000000000,0.197922021150589,1
389,,0,633990.000000000000000,4331790.000000000000000,0.212516725063324,1
390,,0,634020.000000000000000,4331790.000000000000000,0.246458366513252,2
391,,0,634050.000000000000000,4331790.000000000000000,0.233053997159004,2
392,,0,634080.000000000000000,4331790.000000000000000,0.225754186511040,2
393,,0,634110.000000000000000,4331790.000000000000000,0.197382658720016,1
394,,0,634140.000000000000000,4331790.000000000000000,0.190702721476555,1
395,,0,634170.000000000000000,4331790.000000000000000,0.198451384902000,1
396,,0,634200.000000000000000,4331790.000000000000000,0.205062165856361,1
397,,0,634230.000000000000000,4331790.000000000000000,0.205062165856361,1
398,,0,634260.000000000000000,4331790.000000000000000,0.212124377489090,1
399,,0,634290.000000000000000,4331790.000000000000000,0.225754186511040,2
400,,0,634320.000000000000000,4331790.000000000000000,0.219109952449799,2
401,,0,634350.000000000000000,4331790.000000000000000,0.225483193993568,2
402,,0,634380.000000000000000,4331790.000000000000000,0.259760886430740,2
403,,0,634410.000000000000000,4331790.000000000000000,0.259712338447571,2
404,,0,634440.000000000000000,4331790.000000000000000,0.218439415097237,2
405,,0,634470.000000000000000,4331790.000000000000000,0.203132152557373,1
406,,0,634500.000000000000000,4331790.000000000000000,0.238440126180649,2
407,,0,634530.000000000000000,4331790.000000000000000,0.301026433706284,2
408,,0,634560.000000000000000,4331790.000000000000000,0.301026433706284,2
