Rowid_,WEIMER_DIS7,X,Y,WEIMER_DIS7_1
,324,635760.000000000000000,4331490.000000000000000,324.499603271484370
,350,635790.000000000000000,4331490.000000000000000,349.857116699218750
,376,635820.000000000000000,4331490.000000000000000,375.898925781250000
,402,635850.000000000000000,4331490.000000000000000,402.492248535156250
,426,635880.000000000000000,4331490.000000000000000,426.380126953125000
,450,635910.000000000000000,4331490.000000000000000,450.000000000000000
,474,635940.000000000000000,4331490.000000000000000,474.341644287109370
,499,635970.000000000000000,4331490.000000000000000,499.299499511718750
,525,636000.000000000000000,4331490.000000000000000,524.785644531250000
,551,636030.000000000000000,4331490.000000000000000,550.726806640625000
,577,636060.000000000000000,4331490.000000000000000,577.061523437500000
,604,636090.000000000000000,4331490.000000000000000,603.738342285156250
,631,636120.000000000000000,4331490.000000000000000,630.713867187500000
,658,636150.000000000000000,4331490.000000000000000,657.951354980468750
,685,636180.000000000000000,4331490.000000000000000,684.762756347656250
,711,636210.000000000000000,4331490.000000000000000,711.196166992187500
,738,636240.000000000000000,4331490.000000000000000,737.902404785156250
,757,636270.000000000000000,4331490.000000000000000,757.165771484375000
,774,636300.000000000000000,4331490.000000000000000,774.209289550781250
,792,636330.000000000000000,4331490.000000000000000,792.022705078125000
,811,636360.000000000000000,4331490.000000000000000,810.555358886718750
,607,633930.000000000000000,4331460.000000000000000,607.453674316406250
,592,633960.000000000000000,4331460.000000000000000,591.692504882812500
,566,633990.000000000000000,4331460.000000000000000,566.038879394531250
,541,634020.000000000000000,4331460.000000000000000,540.832702636718750
,516,634050.000000000000000,4331460.000000000000000,516.139526367187500
,492,634080.000000000000000,4331460.000000000000000,492.036590576171870
,469,634110.000000000000000,4331460.000000000000000,468.614990234375000
,446,634140.000000000000000,4331460.000000000000000,445.982055664062500
,424,634170.000000000000000,4331460.000000000000000,424.264068603515620
,404,634200.000000000000000,4331460.000000000000000,403.608734130859370
,384,634230.000000000000000,4331460.000000000000000,384.187469482421870
,366,634260.000000000000000,4331460.000000000000000,366.196655273437500
,350,634290.000000000000000,4331460.000000000000000,349.857116699218750
,335,634320.000000000000000,4331460.000000000000000,335.410186767578120
,323,634350.000000000000000,4331460.000000000000000,323.109893798828120
,313,634380.000000000000000,4331460.000000000000000,313.209197998046870
,306,634410.000000000000000,4331460.000000000000000,305.941162109375000
,301,634440.000000000000000,4331460.000000000000000,301.496276855468750
,295,634470.000000000000000,4331460.000000000000000,295.465728759765620
,268,634500.000000000000000,4331460.000000000000000,268.328155517578130
,242,634530.000000000000000,4331460.000000000000000,241.867736816406250
,216,634560.000000000000000,4331460.000000000000000,216.333084106445310
,192,634590.000000000000000,4331460.000000000000000,192.093734741210940
,170,634620.000000000000000,4331460.000000000000000,169.705627441406250
,150,634650.000000000000000,4331460.000000000000000,150.000000000000000
,127,634680.000000000000000,4331460.000000000000000,127.279220581054690
,108,634710.000000000000000,4331460.000000000000000,108.166542053222660
,85,634740.000000000000000,4331460.000000000000000,84.852813720703125
,60,634770.000000000000000,4331460.000000000000000,60.000000000000000
,30,634800.000000000000000,4331460.000000000000000,30.000000000000000
,0,634830.000000000000000,4331460.000000000000000,0.000000000000000
,30,634860.000000000000000,4331460.000000000000000,30.000000000000000
,60,634890.000000000000000,4331460.000000000000000,60.000000000000000
,60,634920.000000000000000,4331460.000000000000000,60.000000000000000
,60,634950.000000000000000,4331460.000000000000000,60.000000000000000
,67,634980.000000000000000,4331460.000000000000000,67.082038879394531
,85,635010.000000000000000,4331460.000000000000000,84.852813720703125
,95,635040.000000000000000,4331460.000000000000000,94.868331909179688
,108,635070.000000000000000,4331460.000000000000000,108.166542053222660
,85,635100.000000000000000,4331460.000000000000000,84.852813720703125
,67,635130.000000000000000,4331460.000000000000000,67.082038879394531
,60,635160.000000000000000,4331460.000000000000000,60.000000000000000
,42,635190.000000000000000,4331460.000000000000000,42.426406860351562
,30,635220.000000000000000,4331460.000000000000000,30.000000000000000
,0,635250.000000000000000,4331460.000000000000000,0.000000000000000
,0,635280.000000000000000,4331460.000000000000000,0.000000000000000
,0,635310.000000000000000,4331460.000000000000000,0.000000000000000
,30,635340.000000000000000,4331460.000000000000000,30.000000000000000
,30,635370.000000000000000,4331460.000000000000000,30.000000000000000
,42,635400.000000000000000,4331460.000000000000000,42.426406860351562
,67,635430.000000000000000,4331460.000000000000000,67.082038879394531
,85,635460.000000000000000,4331460.000000000000000,84.852813720703125
,108,635490.000000000000000,4331460.000000000000000,108.166542053222660
,127,635520.000000000000000,4331460.000000000000000,127.279220581054690
,150,635550.000000000000000,4331460.000000000000000,150.000000000000000
,170,635580.000000000000000,4331460.000000000000000,169.705627441406250
,192,635610.000000000000000,4331460.000000000000000,192.093734741210940
,212,635640.000000000000000,4331460.000000000000000,212.132034301757810
,234,635670.000000000000000,4331460.000000000000000,234.307495117187500
,258,635700.000000000000000,4331460.000000000000000,258.069763183593750
,283,635730.000000000000000,4331460.000000000000000,283.019439697265620
,309,635760.000000000000000,4331460.000000000000000,308.868896484375000
,335,635790.000000000000000,4331460.000000000000000,335.410186767578120
,361,635820.000000000000000,4331460.000000000000000,361.247833251953120
,384,635850.000000000000000,4331460.000000000000000,384.187469482421870
,408,635880.000000000000000,4331460.000000000000000,408.044128417968750
,433,635910.000000000000000,4331460.000000000000000,432.666168212890620
,458,635940.000000000000000,4331460.000000000000000,457.930114746093750
,484,635970.000000000000000,4331460.000000000000000,483.735473632812500
,510,636000.000000000000000,4331460.000000000000000,510.000000000000000
,537,636030.000000000000000,4331460.000000000000000,536.656311035156250
,564,636060.000000000000000,4331460.000000000000000,563.648803710937500
,591,636090.000000000000000,4331460.000000000000000,590.931457519531250
,618,636120.000000000000000,4331460.000000000000000,617.737792968750000
,644,636150.000000000000000,4331460.000000000000000,644.127319335937500
,671,636180.000000000000000,4331460.000000000000000,670.820373535156250
,698,636210.000000000000000,4331460.000000000000000,697.782226562500000
,716,636240.000000000000000,4331460.000000000000000,715.611633300781250
,732,636270.000000000000000,4331460.000000000000000,732.393310546875000
,750,636300.000000000000000,4331460.000000000000000,750.000000000000000
,768,636330.000000000000000,4331460.000000000000000,768.374938964843750
,787,636360.000000000000000,4331460.000000000000000,787.464294433593750
,633,633930.000000000000000,4331430.000000000000000,632.850708007812500
,607,633960.000000000000000,4331430.000000000000000,607.453674316406250
,582,633990.000000000000000,4331430.000000000000000,582.494628906250000
,558,634020.000000000000000,4331430.000000000000000,558.032287597656250
,534,634050.000000000000000,4331430.000000000000000,534.134826660156250
,511,634080.000000000000000,4331430.000000000000000,510.881591796875000
,488,634110.000000000000000,4331430.000000000000000,488.364624023437500
,467,634140.000000000000000,4331430.000000000000000,466.690490722656250
,446,634170.000000000000000,4331430.000000000000000,445.982055664062500
,426,634200.000000000000000,4331430.000000000000000,426.380126953125000
,408,634230.000000000000000,4331430.000000000000000,408.044128417968750
,391,634260.000000000000000,4331430.000000000000000,391.152130126953120
,376,634290.000000000000000,4331430.000000000000000,375.898925781250000
,362,634320.000000000000000,4331430.000000000000000,362.491394042968750
,351,634350.000000000000000,4331430.000000000000000,351.140991210937500
,342,634380.000000000000000,4331430.000000000000000,342.052612304687500
,335,634410.000000000000000,4331430.000000000000000,335.410186767578120
,331,634440.000000000000000,4331430.000000000000000,331.360839843750000
,309,634470.000000000000000,4331430.000000000000000,308.868896484375000
,283,634500.000000000000000,4331430.000000000000000,283.019439697265620
,258,634530.000000000000000,4331430.000000000000000,258.069763183593750
,234,634560.000000000000000,4331430.000000000000000,234.307495117187500
,212,634590.000000000000000,4331430.000000000000000,212.132034301757810
,192,634620.000000000000000,4331430.000000000000000,192.093734741210940
,170,634650.000000000000000,4331430.000000000000000,169.705627441406250
,150,634680.000000000000000,4331430.000000000000000,150.000000000000000
,120,634710.000000000000000,4331430.000000000000000,120.000000000000000
,90,634740.000000000000000,4331430.000000000000000,90.000000000000000
,60,634770.000000000000000,4331430.000000000000000,60.000000000000000
,30,634800.000000000000000,4331430.000000000000000,30.000000000000000
,0,634830.000000000000000,4331430.000000000000000,0.000000000000000
,30,634860.000000000000000,4331430.000000000000000,30.000000000000000
,60,634890.000000000000000,4331430.000000000000000,60.000000000000000
,90,634920.000000000000000,4331430.000000000000000,90.000000000000000
,90,634950.000000000000000,4331430.000000000000000,90.000000000000000
,95,634980.000000000000000,4331430.000000000000000,94.868331909179688
,108,635010.000000000000000,4331430.000000000000000,108.166542053222660
,124,635040.000000000000000,4331430.000000000000000,123.693168640136720
,127,635070.000000000000000,4331430.000000000000000,127.279220581054690
,108,635100.000000000000000,4331430.000000000000000,108.166542053222660
,95,635130.000000000000000,4331430.000000000000000,94.868331909179688
,85,635160.000000000000000,4331430.000000000000000,84.852813720703125
,67,635190.000000000000000,4331430.000000000000000,67.082038879394531
,42,635220.000000000000000,4331430.000000000000000,42.426406860351562
,30,635250.000000000000000,4331430.000000000000000,30.000000000000000
,30,635280.000000000000000,4331430.000000000000000,30.000000000000000
,0,635310.000000000000000,4331430.000000000000000,0.000000000000000
,0,635340.000000000000000,4331430.000000000000000,0.000000000000000
,0,635370.000000000000000,4331430.000000000000000,0.000000000000000
,30,635400.000000000000000,4331430.000000000000000,30.000000000000000
,42,635430.000000000000000,4331430.000000000000000,42.426406860351562
,67,635460.000000000000000,4331430.000000000000000,67.082038879394531
,85,635490.000000000000000,4331430.000000000000000,84.852813720703125
,108,635520.000000000000000,4331430.000000000000000,108.166542053222660
,127,635550.000000000000000,4331430.000000000000000,127.279220581054690
,150,635580.000000000000000,4331430.000000000000000,150.000000000000000
,170,635610.000000000000000,4331430.000000000000000,169.705627441406250
,192,635640.000000000000000,4331430.000000000000000,192.093734741210940
,216,635670.000000000000000,4331430.000000000000000,216.333084106445310
,242,635700.000000000000000,4331430.000000000000000,241.867736816406250
,268,635730.000000000000000,4331430.000000000000000,268.328155517578130
,295,635760.000000000000000,4331430.000000000000000,295.465728759765620
,319,635790.000000000000000,4331430.000000000000000,318.904388427734370
,342,635820.000000000000000,4331430.000000000000000,342.052612304687500
,366,635850.000000000000000,4331430.000000000000000,366.196655273437500
,391,635880.000000000000000,4331430.000000000000000,391.152130126953120
,417,635910.000000000000000,4331430.000000000000000,416.773315429687500
,443,635940.000000000000000,4331430.000000000000000,442.944702148437500
,470,635970.000000000000000,4331430.000000000000000,469.574279785156250
,497,636000.000000000000000,4331430.000000000000000,496.588348388671870
,524,636030.000000000000000,4331430.000000000000000,523.927490234375000
,551,636060.000000000000000,4331430.000000000000000,550.726806640625000
,577,636090.000000000000000,4331430.000000000000000,577.061523437500000
,604,636120.000000000000000,4331430.000000000000000,603.738342285156250
,631,636150.000000000000000,4331430.000000000000000,630.713867187500000
,658,636180.000000000000000,4331430.000000000000000,657.951354980468750
,674,636210.000000000000000,4331430.000000000000000,674.166137695312500
,691,636240.000000000000000,4331430.000000000000000,690.651855468750000
,708,636270.000000000000000,4331430.000000000000000,708.025451660156250
,726,636300.000000000000000,4331430.000000000000000,726.223083496093750
,745,636330.000000000000000,4331430.000000000000000,745.184570312500000
,765,636360.000000000000000,4331430.000000000000000,764.852905273437500
,649,633930.000000000000000,4331400.000000000000000,648.999206542968750
,624,633960.000000000000000,4331400.000000000000000,624.259582519531250
,600,633990.000000000000000,4331400.000000000000000,600.000000000000000
,576,634020.000000000000000,4331400.000000000000000,576.281188964843750
,553,634050.000000000000000,4331400.000000000000000,553.172668457031250
,531,634080.000000000000000,4331400.000000000000000,530.754150390625000
,509,634110.000000000000000,4331400.000000000000000,509.116882324218750
,488,634140.000000000000000,4331400.000000000000000,488.364624023437500
,469,634170.000000000000000,4331400.000000000000000,468.614990234375000
,450,634200.000000000000000,4331400.000000000000000,450.000000000000000
,433,634230.000000000000000,4331400.000000000000000,432.666168212890620
,417,634260.000000000000000,4331400.000000000000000,416.773315429687500
,402,634290.000000000000000,4331400.000000000000000,402.492248535156250
,390,634320.000000000000000,4331400.000000000000000,390.000000000000000
,379,634350.000000000000000,4331400.000000000000000,379.473327636718750
,371,634380.000000000000000,4331400.000000000000000,371.079498291015620
,365,634410.000000000000000,4331400.000000000000000,364.965759277343750
,350,634440.000000000000000,4331400.000000000000000,349.857116699218750
,324,634470.000000000000000,4331400.000000000000000,324.499603271484370
,300,634500.000000000000000,4331400.000000000000000,300.000000000000000
,277,634530.000000000000000,4331400.000000000000000,276.586334228515630
,247,634560.000000000000000,4331400.000000000000000,247.386337280273440
,218,634590.000000000000000,4331400.000000000000000,218.403289794921880
,190,634620.000000000000000,4331400.000000000000000,189.736663818359370
,162,634650.000000000000000,4331400.000000000000000,161.554946899414060
,134,634680.000000000000000,4331400.000000000000000,134.164077758789060
,108,634710.000000000000000,4331400.000000000000000,108.166542053222660
,85,634740.000000000000000,4331400.000000000000000,84.852813720703125
,60,634770.000000000000000,4331400.000000000000000,60.000000000000000
,30,634800.000000000000000,4331400.000000000000000,30.000000000000000
,0,634830.000000000000000,4331400.000000000000000,0.000000000000000
,30,634860.000000000000000,4331400.000000000000000,30.000000000000000
,60,634890.000000000000000,4331400.000000000000000,60.000000000000000
,90,634920.000000000000000,4331400.000000000000000,90.000000000000000
,120,634950.000000000000000,4331400.000000000000000,120.000000000000000
,124,634980.000000000000000,4331400.000000000000000,123.693168640136720
,134,635010.000000000000000,4331400.000000000000000,134.164077758789060
,150,635040.000000000000000,4331400.000000000000000,150.000000000000000
,150,635070.000000000000000,4331400.000000000000000,150.000000000000000
,134,635100.000000000000000,4331400.000000000000000,134.164077758789060
,124,635130.000000000000000,4331400.000000000000000,123.693168640136720
,108,635160.000000000000000,4331400.000000000000000,108.166542053222660
,85,635190.000000000000000,4331400.000000000000000,84.852813720703125
,67,635220.000000000000000,4331400.000000000000000,67.082038879394531
,60,635250.000000000000000,4331400.000000000000000,60.000000000000000
,42,635280.000000000000000,4331400.000000000000000,42.426406860351562
,30,635310.000000000000000,4331400.000000000000000,30.000000000000000
,30,635340.000000000000000,4331400.000000000000000,30.000000000000000
,0,635370.000000000000000,4331400.000000000000000,0.000000000000000
,0,635400.000000000000000,4331400.000000000000000,0.000000000000000
,30,635430.000000000000000,4331400.000000000000000,30.000000000000000
,42,635460.000000000000000,4331400.000000000000000,42.426406860351562
,67,635490.000000000000000,4331400.000000000000000,67.082038879394531
,85,635520.000000000000000,4331400.000000000000000,84.852813720703125
,108,635550.000000000000000,4331400.000000000000000,108.166542053222660
,127,635580.000000000000000,4331400.000000000000000,127.279220581054690
,150,635610.000000000000000,4331400.000000000000000,150.000000000000000
,175,635640.000000000000000,4331400.000000000000000,174.928558349609370
,201,635670.000000000000000,4331400.000000000000000,201.246124267578130
,228,635700.000000000000000,4331400.000000000000000,228.473190307617190
,255,635730.000000000000000,4331400.000000000000000,254.558441162109370
,277,635760.000000000000000,4331400.000000000000000,276.586334228515630
,300,635790.000000000000000,4331400.000000000000000,300.000000000000000
,324,635820.000000000000000,4331400.000000000000000,324.499603271484370
,350,635850.000000000000000,4331400.000000000000000,349.857116699218750
,376,635880.000000000000000,4331400.000000000000000,375.898925781250000
,402,635910.000000000000000,4331400.000000000000000,402.492248535156250
,430,635940.000000000000000,4331400.000000000000000,429.534637451171870
,457,635970.000000000000000,4331400.000000000000000,456.946380615234370
,484,636000.000000000000000,4331400.000000000000000,483.735473632812500
,510,636030.000000000000000,4331400.000000000000000,510.000000000000000
,537,636060.000000000000000,4331400.000000000000000,536.656311035156250
,564,636090.000000000000000,4331400.000000000000000,563.648803710937500
,591,636120.000000000000000,4331400.000000000000000,590.931457519531250
,618,636150.000000000000000,4331400.000000000000000,617.737792968750000
,633,636180.000000000000000,4331400.000000000000000,632.850708007812500
,649,636210.000000000000000,4331400.000000000000000,648.999206542968750
,666,636240.000000000000000,4331400.000000000000000,666.108093261718750
,684,636270.000000000000000,4331400.000000000000000,684.105224609375000
,703,636300.000000000000000,4331400.000000000000000,702.922485351562500
,722,636330.000000000000000,4331400.000000000000000,722.495666503906250
,743,636360.000000000000000,4331400.000000000000000,742.765075683593750
,666,633930.000000000000000,4331370.000000000000000,666.108093261718750
,642,633960.000000000000000,4331370.000000000000000,642.028015136718750
,618,633990.000000000000000,4331370.000000000000000,618.465820312500000
,595,634020.000000000000000,4331370.000000000000000,595.482971191406250
,573,634050.000000000000000,4331370.000000000000000,573.149169921875000
,552,634080.000000000000000,4331370.000000000000000,551.543273925781250
,531,634110.000000000000000,4331370.000000000000000,530.754150390625000
,511,634140.000000000000000,4331370.000000000000000,510.881591796875000
,492,634170.000000000000000,4331370.000000000000000,492.036590576171870
,474,634200.000000000000000,4331370.000000000000000,474.341644287109370
,458,634230.000000000000000,4331370.000000000000000,457.930114746093750
,443,634260.000000000000000,4331370.000000000000000,442.944702148437500
,430,634290.000000000000000,4331370.000000000000000,429.534637451171870
,418,634320.000000000000000,4331370.000000000000000,417.851654052734370
,408,634350.000000000000000,4331370.000000000000000,408.044128417968750
,400,634380.000000000000000,4331370.000000000000000,400.249908447265620
,391,634410.000000000000000,4331370.000000000000000,391.152130126953120
,361,634440.000000000000000,4331370.000000000000000,361.247833251953120
,331,634470.000000000000000,4331370.000000000000000,331.360839843750000
,301,634500.000000000000000,4331370.000000000000000,301.496276855468750
,272,634530.000000000000000,4331370.000000000000000,271.661560058593750
,242,634560.000000000000000,4331370.000000000000000,241.867736816406250
,212,634590.000000000000000,4331370.000000000000000,212.132034301757810
,182,634620.000000000000000,4331370.000000000000000,182.482879638671870
,153,634650.000000000000000,4331370.000000000000000,152.970581054687500
,124,634680.000000000000000,4331370.000000000000000,123.693168640136720
,95,634710.000000000000000,4331370.000000000000000,94.868331909179688
,67,634740.000000000000000,4331370.000000000000000,67.082038879394531
,42,634770.000000000000000,4331370.000000000000000,42.426406860351562
,30,634800.000000000000000,4331370.000000000000000,30.000000000000000
,0,634830.000000000000000,4331370.000000000000000,0.000000000000000
,30,634860.000000000000000,4331370.000000000000000,30.000000000000000
,60,634890.000000000000000,4331370.000000000000000,60.000000000000000
,90,634920.000000000000000,4331370.000000000000000,90.000000000000000
,120,634950.000000000000000,4331370.000000000000000,120.000000000000000
,150,634980.000000000000000,4331370.000000000000000,150.000000000000000
,162,635010.000000000000000,4331370.000000000000000,161.554946899414060
,175,635040.000000000000000,4331370.000000000000000,174.928558349609370
,175,635070.000000000000000,4331370.000000000000000,174.928558349609370
,162,635100.000000000000000,4331370.000000000000000,161.554946899414060
,150,635130.000000000000000,4331370.000000000000000,150.000000000000000
,127,635160.000000000000000,4331370.000000000000000,127.279220581054690
,108,635190.000000000000000,4331370.000000000000000,108.166542053222660
,95,635220.000000000000000,4331370.000000000000000,94.868331909179688
,85,635250.000000000000000,4331370.000000000000000,84.852813720703125
,67,635280.000000000000000,4331370.000000000000000,67.082038879394531
,60,635310.000000000000000,4331370.000000000000000,60.000000000000000
,42,635340.000000000000000,4331370.000000000000000,42.426406860351562
,30,635370.000000000000000,4331370.000000000000000,30.000000000000000
,0,635400.000000000000000,4331370.000000000000000,0.000000000000000
,0,635430.000000000000000,4331370.000000000000000,0.000000000000000
,30,635460.000000000000000,4331370.000000000000000,30.000000000000000
,42,635490.000000000000000,4331370.000000000000000,42.426406860351562
,67,635520.000000000000000,4331370.000000000000000,67.082038879394531
,85,635550.000000000000000,4331370.000000000000000,84.852813720703125
,108,635580.000000000000000,4331370.000000000000000,108.166542053222660
,134,635610.000000000000000,4331370.000000000000000,134.164077758789060
,162,635640.000000000000000,4331370.000000000000000,161.554946899414060
,190,635670.000000000000000,4331370.000000000000000,189.736663818359370
,212,635700.000000000000000,4331370.000000000000000,212.132034301757810
,234,635730.000000000000000,4331370.000000000000000,234.307495117187500
,258,635760.000000000000000,4331370.000000000000000,258.069763183593750
,283,635790.000000000000000,4331370.000000000000000,283.019439697265620
,309,635820.000000000000000,4331370.000000000000000,308.868896484375000
,335,635850.000000000000000,4331370.000000000000000,335.410186767578120
,362,635880.000000000000000,4331370.000000000000000,362.491394042968750
,390,635910.000000000000000,4331370.000000000000000,390.000000000000000
,417,635940.000000000000000,4331370.000000000000000,416.773315429687500
,443,635970.000000000000000,4331370.000000000000000,442.944702148437500
,470,636000.000000000000000,4331370.000000000000000,469.574279785156250
,497,636030.000000000000000,4331370.000000000000000,496.588348388671870
,524,636060.000000000000000,4331370.000000000000000,523.927490234375000
,551,636090.000000000000000,4331370.000000000000000,550.726806640625000
,577,636120.000000000000000,4331370.000000000000000,577.061523437500000
,592,636150.000000000000000,4331370.000000000000000,591.692504882812500
,607,636180.000000000000000,4331370.000000000000000,607.453674316406250
,624,636210.000000000000000,4331370.000000000000000,624.259582519531250
,642,636240.000000000000000,4331370.000000000000000,642.028015136718750
,661,636270.000000000000000,4331370.000000000000000,660.681457519531250
,680,636300.000000000000000,4331370.000000000000000,680.147033691406250
,700,636330.000000000000000,4331370.000000000000000,700.357055664062500
,721,636360.000000000000000,4331370.000000000000000,721.248901367187500
,684,633930.000000000000000,4331340.000000000000000,684.105224609375000
,661,633960.000000000000000,4331340.000000000000000,660.681457519531250
,638,633990.000000000000000,4331340.000000000000000,637.808776855468750
,616,634020.000000000000000,4331340.000000000000000,615.548522949218750
,594,634050.000000000000000,4331340.000000000000000,593.969726562500000
,573,634080.000000000000000,4331340.000000000000000,573.149169921875000
,553,634110.000000000000000,4331340.000000000000000,553.172668457031250
,534,634140.000000000000000,4331340.000000000000000,534.134826660156250
,516,634170.000000000000000,4331340.000000000000000,516.139526367187500
,499,634200.000000000000000,4331340.000000000000000,499.299499511718750
,484,634230.000000000000000,4331340.000000000000000,483.735473632812500
,470,634260.000000000000000,4331340.000000000000000,469.574279785156250
,457,634290.000000000000000,4331340.000000000000000,456.946380615234370
,446,634320.000000000000000,4331340.000000000000000,445.982055664062500
,437,634350.000000000000000,4331340.000000000000000,436.806579589843750
,420,634380.000000000000000,4331340.000000000000000,420.000000000000000
,390,634410.000000000000000,4331340.000000000000000,390.000000000000000
,360,634440.000000000000000,4331340.000000000000000,360.000000000000000
,330,634470.000000000000000,4331340.000000000000000,330.000000000000000
,300,634500.000000000000000,4331340.000000000000000,300.000000000000000
,270,634530.000000000000000,4331340.000000000000000,270.000000000000000
,240,634560.000000000000000,4331340.000000000000000,240.000000000000000
,210,634590.000000000000000,4331340.000000000000000,210.000000000000000
,180,634620.000000000000000,4331340.000000000000000,180.000000000000000
,150,634650.000000000000000,4331340.000000000000000,150.000000000000000
,120,634680.000000000000000,4331340.000000000000000,120.000000000000000
,90,634710.000000000000000,4331340.000000000000000,90.000000000000000
,60,634740.000000000000000,4331340.000000000000000,60.000000000000000
,30,634770.000000000000000,4331340.000000000000000,30.000000000000000
,0,634800.000000000000000,4331340.000000000000000,0.000000000000000
,0,634830.000000000000000,4331340.000000000000000,0.000000000000000
,30,634860.000000000000000,4331340.000000000000000,30.000000000000000
,60,634890.000000000000000,4331340.000000000000000,60.000000000000000
,90,634920.000000000000000,4331340.000000000000000,90.000000000000000
,120,634950.000000000000000,4331340.000000000000000,120.000000000000000
,150,634980.000000000000000,4331340.000000000000000,150.000000000000000
,180,635010.000000000000000,4331340.000000000000000,180.000000000000000
,201,635040.000000000000000,4331340.000000000000000,201.246124267578130
,201,635070.000000000000000,4331340.000000000000000,201.246124267578130
,190,635100.000000000000000,4331340.000000000000000,189.736663818359370
,170,635130.000000000000000,4331340.000000000000000,169.705627441406250
,150,635160.000000000000000,4331340.000000000000000,150.000000000000000
,134,635190.000000000000000,4331340.000000000000000,134.164077758789060
,124,635220.000000000000000,4331340.000000000000000,123.693168640136720
,108,635250.000000000000000,4331340.000000000000000,108.166542053222660
,95,635280.000000000000000,4331340.000000000000000,94.868331909179688
,85,635310.000000000000000,4331340.000000000000000,84.852813720703125
,67,635340.000000000000000,4331340.000000000000000,67.082038879394531
,42,635370.000000000000000,4331340.000000000000000,42.426406860351562
,30,635400.000000000000000,4331340.000000000000000,30.000000000000000
,0,635430.000000000000000,4331340.000000000000000,0.000000000000000
,0,635460.000000000000000,4331340.000000000000000,0.000000000000000
,30,635490.000000000000000,4331340.000000000000000,30.000000000000000
,42,635520.000000000000000,4331340.000000000000000,42.426406860351562
,67,635550.000000000000000,4331340.000000000000000,67.082038879394531
,95,635580.000000000000000,4331340.000000000000000,94.868331909179688
,124,635610.000000000000000,4331340.000000000000000,123.693168640136720
,150,635640.000000000000000,4331340.000000000000000,150.000000000000000
,170,635670.000000000000000,4331340.000000000000000,169.705627441406250
,192,635700.000000000000000,4331340.000000000000000,192.093734741210940
,216,635730.000000000000000,4331340.000000000000000,216.333084106445310
,242,635760.000000000000000,4331340.000000000000000,241.867736816406250
,268,635790.000000000000000,4331340.000000000000000,268.328155517578130
,295,635820.000000000000000,4331340.000000000000000,295.465728759765620
,323,635850.000000000000000,4331340.000000000000000,323.109893798828120
,350,635880.000000000000000,4331340.000000000000000,349.857116699218750
,376,635910.000000000000000,4331340.000000000000000,375.898925781250000
,402,635940.000000000000000,4331340.000000000000000,402.492248535156250
,430,635970.000000000000000,4331340.000000000000000,429.534637451171870
,457,636000.000000000000000,4331340.000000000000000,456.946380615234370
,484,636030.000000000000000,4331340.000000000000000,483.735473632812500
,510,636060.000000000000000,4331340.000000000000000,510.000000000000000
,537,636090.000000000000000,4331340.000000000000000,536.656311035156250
,551,636120.000000000000000,4331340.000000000000000,550.726806640625000
,566,636150.000000000000000,4331340.000000000000000,566.038879394531250
,582,636180.000000000000000,4331340.000000000000000,582.494628906250000
,600,636210.000000000000000,4331340.000000000000000,600.000000000000000
,618,636240.000000000000000,4331340.000000000000000,618.465820312500000
,638,636270.000000000000000,4331340.000000000000000,637.808776855468750
,658,636300.000000000000000,4331340.000000000000000,657.951354980468750
,679,636330.000000000000000,4331340.000000000000000,678.822509765625000
,700,636360.000000000000000,4331340.000000000000000,700.357055664062500
,703,633930.000000000000000,4331310.000000000000000,702.922485351562500
,680,633960.000000000000000,4331310.000000000000000,680.147033691406250
,658,633990.000000000000000,4331310.000000000000000,657.951354980468750
,636,634020.000000000000000,4331310.000000000000000,636.396118164062500
,616,634050.000000000000000,4331310.000000000000000,615.548522949218750
,595,634080.000000000000000,4331310.000000000000000,595.482971191406250
,576,634110.000000000000000,4331310.000000000000000,576.281188964843750
,558,634140.000000000000000,4331310.000000000000000,558.032287597656250
,541,634170.000000000000000,4331310.000000000000000,540.832702636718750
,525,634200.000000000000000,4331310.000000000000000,524.785644531250000
,510,634230.000000000000000,4331310.000000000000000,510.000000000000000
,497,634260.000000000000000,4331310.000000000000000,496.588348388671870
,485,634290.000000000000000,4331310.000000000000000,484.664825439453120
,474,634320.000000000000000,4331310.000000000000000,474.341644287109370
,450,634350.000000000000000,4331310.000000000000000,450.000000000000000
,420,634380.000000000000000,4331310.000000000000000,420.000000000000000
,390,634410.000000000000000,4331310.000000000000000,390.000000000000000
,360,634440.000000000000000,4331310.000000000000000,360.000000000000000
,330,634470.000000000000000,4331310.000000000000000,330.000000000000000
,300,634500.000000000000000,4331310.000000000000000,300.000000000000000
,270,634530.000000000000000,4331310.000000000000000,270.000000000000000
,240,634560.000000000000000,4331310.000000000000000,240.000000000000000
,210,634590.000000000000000,4331310.000000000000000,210.000000000000000
,180,634620.000000000000000,4331310.000000000000000,180.000000000000000
,150,634650.000000000000000,4331310.000000000000000,150.000000000000000
,120,634680.000000000000000,4331310.000000000000000,120.000000000000000
,90,634710.000000000000000,4331310.000000000000000,90.000000000000000
,60,634740.000000000000000,4331310.000000000000000,60.000000000000000
,30,634770.000000000000000,4331310.000000000000000,30.000000000000000
,0,634800.000000000000000,4331310.000000000000000,0.000000000000000
,30,634830.000000000000000,4331310.000000000000000,30.000000000000000
,42,634860.000000000000000,4331310.000000000000000,42.426406860351562
,67,634890.000000000000000,4331310.000000000000000,67.082038879394531
,95,634920.000000000000000,4331310.000000000000000,94.868331909179688
