OBJECTID,Field1,x,y,green,wet,year_,gw,RASTERVALU
1076,1076,635970,4331520,-0.022713806480169,-0.105942800641060,2011,-0.128656607121229,1
1077,1077,636000,4331520,-0.015695314854383,-0.109098047018051,2011,-0.124793361872434,1
1078,1078,636030,4331520,-0.021855931729078,-0.114887252449989,2011,-0.136743184179067,1
1079,1079,636060,4331520,-0.022474329918623,-0.117212601006031,2011,-0.139686930924654,1
1080,1080,634020,4331490,-0.035448804497719,-0.116937577724457,2011,-0.152386382222176,1
1081,1081,634050,4331490,-0.012680645100772,-0.082410991191864,2011,-0.095091636292636,2
1082,1082,634080,4331490,-0.006922721862793,-0.070571973919868,2011,-0.077494695782661,2
1083,1083,634110,4331490,-0.017162472009659,-0.070536255836487,2011,-0.087698727846146,2
1084,1084,634140,4331490,-0.026745503768325,-0.089211493730545,2011,-0.115956997498870,1
1085,1085,634170,4331490,-0.034429289400578,-0.103765875101089,2011,-0.138195164501667,1
1086,1086,634200,4331490,-0.038881942629814,-0.103419199585915,2011,-0.142301142215729,1
1087,1087,634230,4331490,-0.043407112360001,-0.106529168784618,2011,-0.149936281144619,1
1088,1088,634260,4331490,-0.042837399989367,-0.111923143267632,2011,-0.154760543256999,1
1089,1089,634290,4331490,-0.042209491133690,-0.114398010075092,2011,-0.156607501208782,1
1090,1090,634320,4331490,-0.044639877974987,-0.115258239209652,2011,-0.159898117184639,1
1091,1091,634350,4331490,-0.039496909826994,-0.112602092325687,2011,-0.152099002152681,1
1092,1092,634380,4331490,-0.040214687585831,-0.105590678751469,2011,-0.145805366337300,1
1093,1093,634410,4331490,-0.036230143159628,-0.094419851899147,2011,-0.130649995058775,1
1094,1094,634440,4331490,-0.029891740530729,-0.084801986813545,2011,-0.114693727344274,1
1095,1095,634470,4331490,-0.024860760197043,-0.086734175682068,2011,-0.111594935879111,2
1096,1096,634500,4331490,-0.024576693773270,-0.086206331849098,2011,-0.110783025622368,2
1097,1097,634530,4331490,-0.007936870679259,-0.091722652316093,2011,-0.099659522995352,2
1098,1098,634560,4331490,-0.020177137106657,-0.097223304212093,2011,-0.117400441318750,1
1099,1099,634590,4331490,-0.033295206725597,-0.106574863195419,2011,-0.139870069921016,1
1100,1100,634620,4331490,-0.035413350909948,-0.114762432873249,2011,-0.150175783783197,1
1101,1101,634650,4331490,-0.033733956515789,-0.094319313764572,2011,-0.128053270280361,1
1102,1102,634680,4331490,-0.032619521021843,-0.090400442481041,2011,-0.123019963502884,1
1103,1103,634710,4331490,-0.019439451396465,-0.080279245972633,2011,-0.099718697369098,2
1104,1104,634740,4331490,-0.010423909872770,-0.071040607988834,2011,-0.081464517861604,2
1105,1105,634770,4331490,0.004818026907742,-0.056772418320179,2011,-0.051954391412437,2
1106,1106,634800,4331490,0.013798124156892,-0.049708917737007,2011,-0.035910793580115,2
1107,1107,634830,4331490,0.019118849188089,-0.072801366448402,2011,-0.053682517260313,2
1108,1108,634860,4331490,0.009100567549467,-0.078821510076523,2011,-0.069720942527056,2
1109,1109,634890,4331490,0.002936752513051,-0.077267341315746,2011,-0.074330588802695,2
1110,1110,634920,4331490,0.008791809901595,-0.078351661562920,2011,-0.069559851661325,2
1111,1111,634950,4331490,0.006217470392585,-0.063255652785301,2011,-0.057038182392716,2
1112,1112,634980,4331490,-0.001197705976665,-0.056835681200027,2011,-0.058033387176692,2
1113,1113,635010,4331490,-0.014416051097214,-0.078532665967941,2011,-0.092948717065155,2
1114,1114,635040,4331490,-0.007787884213030,-0.071657873690128,2011,-0.079445757903158,2
1115,1115,635070,4331490,-0.014475518837571,-0.089424848556519,2011,-0.103900367394090,2
1116,1116,635100,4331490,-0.013156398199499,-0.096791952848434,2011,-0.109948351047933,2
1117,1117,635130,4331490,-0.017242508009076,-0.084509089589119,2011,-0.101751597598195,2
1118,1118,635160,4331490,-0.006592457182705,-0.064696140587330,2011,-0.071288597770035,2
1119,1119,635190,4331490,0.001384845934808,-0.072831287980080,2011,-0.071446442045272,2
1120,1120,635220,4331490,0.000446910038590,-0.077859662473202,2011,-0.077412752434612,2
1121,1121,635250,4331490,0.006227294914424,-0.081765003502369,2011,-0.075537708587945,2
1122,1122,635280,4331490,0.001693274825811,-0.089169256389141,2011,-0.087475981563330,2
1123,1123,635310,4331490,0.000740811228752,-0.095841169357300,2011,-0.095100358128548,2
1124,1124,635340,4331490,-0.003315264359117,-0.102981410920620,2011,-0.106296675279737,2
1125,1125,635370,4331490,-0.011059748008847,-0.124527305364609,2011,-0.135587053373456,1
1126,1126,635400,4331490,-0.014721641317010,-0.126143530011177,2011,-0.140865171328187,1
1127,1127,635430,4331490,-0.029419455677271,-0.136912971735001,2011,-0.166332427412272,1
1128,1128,635460,4331490,-0.036841295659542,-0.148904278874397,2011,-0.185745574533939,1
1129,1129,635490,4331490,-0.024540649726987,-0.121989317238331,2011,-0.146529966965318,1
1130,1130,635520,4331490,-0.011803754605353,-0.111402377486229,2011,-0.123206132091582,1
1131,1131,635550,4331490,-0.018644541501999,-0.121501803398132,2011,-0.140146344900131,1
1132,1132,635580,4331490,-0.012722727842629,-0.102997392416000,2011,-0.115720120258629,1
1133,1133,635610,4331490,-0.002209026366472,-0.101197861135006,2011,-0.103406887501478,2
1134,1134,635640,4331490,-0.008002044633031,-0.099343895912170,2011,-0.107345940545201,2
1135,1135,635670,4331490,-0.013344937935472,-0.103793479502201,2011,-0.117138417437673,1
1136,1136,635700,4331490,-0.006886672228575,-0.106354981660843,2011,-0.113241653889418,2
1137,1137,635730,4331490,-0.010270213708282,-0.104172401130199,2011,-0.114442614838481,1
1138,1138,635760,4331490,-0.010029131546617,-0.103474751114845,2011,-0.113503882661462,2
1139,1139,635790,4331490,-0.022073250263929,-0.105652675032616,2011,-0.127725925296545,1
1140,1140,635820,4331490,-0.023851029574871,-0.109985433518887,2011,-0.133836463093758,1
1141,1141,635850,4331490,-0.014783323742449,-0.111045040190220,2011,-0.125828363932669,1
1142,1142,635880,4331490,-0.003936849534512,-0.100998297333717,2011,-0.104935146868229,2
1143,1143,635910,4331490,-0.008719829842448,-0.092332504689693,2011,-0.101052334532141,2
1144,1144,635940,4331490,-0.016007542610168,-0.101770691573620,2011,-0.117778234183788,1
1145,1145,635970,4331490,-0.016730353236198,-0.101203076541424,2011,-0.117933429777622,1
1146,1146,636000,4331490,-0.013625230640173,-0.105850636959076,2011,-0.119475867599249,1
1147,1147,636030,4331490,-0.019701672717929,-0.112905427813530,2011,-0.132607100531459,1
1148,1148,636060,4331490,-0.022509770467877,-0.119387768208981,2011,-0.141897538676858,1
1149,1149,636090,4331490,-0.011710119433701,-0.106308117508888,2011,-0.118018236942589,1
1150,1150,634020,4331460,-0.037795051932335,-0.119063399732113,2011,-0.156858451664448,1
1151,1151,634050,4331460,-0.017076093703508,-0.086632438004017,2011,-0.103708531707525,2
1152,1152,634080,4331460,-0.013250365853310,-0.077017024159431,2011,-0.090267390012741,2
1153,1153,634110,4331460,-0.011245760135353,-0.086719073355198,2011,-0.097964833490551,2
1154,1154,634140,4331460,-0.016672795638442,-0.089903064072132,2011,-0.106575859710574,2
1155,1155,634170,4331460,-0.026492720469832,-0.107431039214134,2011,-0.133923759683966,1
1156,1156,634200,4331460,-0.033571667969227,-0.110781490802765,2011,-0.144353158771992,1
1157,1157,634230,4331460,-0.035652823746204,-0.103492617607117,2011,-0.139145441353321,1
1158,1158,634260,4331460,-0.040051780641079,-0.119273707270622,2011,-0.159325487911701,1
1159,1159,634290,4331460,-0.041650518774986,-0.122964829206467,2011,-0.164615347981453,1
1160,1160,634320,4331460,-0.041516400873661,-0.120411723852158,2011,-0.161928124725819,1
1161,1161,634350,4331460,-0.042239218950272,-0.119844101369381,2011,-0.162083320319653,1
1162,1162,634380,4331460,-0.042482178658247,-0.120133921504021,2011,-0.162616100162268,1
1163,1163,634410,4331460,-0.038697540760040,-0.110756523907185,2011,-0.149454064667225,1
1164,1164,634440,4331460,-0.035678770393133,-0.099307909607887,2011,-0.134986680001020,1
1165,1165,634470,4331460,-0.033125013113022,-0.099067419767380,2011,-0.132192432880402,1
1166,1166,634500,4331460,-0.026779005303979,-0.093128308653831,2011,-0.119907313957810,1
1167,1167,634530,4331460,-0.019394502043724,-0.082904323935509,2011,-0.102298825979233,2
1168,1168,634560,4331460,-0.019001958891749,-0.089347794651985,2011,-0.108349753543734,2
1169,1169,634590,4331460,-0.027999132871628,-0.099092364311218,2011,-0.127091497182846,1
1170,1170,634620,4331460,-0.038383752107620,-0.104782573878765,2011,-0.143166325986385,1
1171,1171,634650,4331460,-0.033963605761528,-0.101558849215508,2011,-0.135522454977036,1
1172,1172,634680,4331460,-0.034948363900185,-0.103554293513298,2011,-0.138502657413483,1
1173,1173,634710,4331460,-0.034205637872219,-0.080166473984718,2011,-0.114372111856937,1
1174,1174,634740,4331460,-0.022135565057397,-0.082173265516758,2011,-0.104308830574155,2
1175,1175,634770,4331460,-0.020732611417770,-0.077096849679947,2011,-0.097829461097717,2
1176,1176,634800,4331460,0.008980339393020,-0.071350149810314,2011,-0.062369810417294,2
1177,1177,634830,4331460,0.017837051302195,-0.063666939735413,2011,-0.045829888433218,2
1178,1178,634860,4331460,0.008930046111345,-0.061459735035896,2011,-0.052529688924551,2
1179,1179,634890,4331460,0.004138534888625,-0.070797353982925,2011,-0.066658819094300,2
1180,1180,634920,4331460,0.006626499816775,-0.069797202944756,2011,-0.063170703127981,2
1181,1181,634950,4331460,0.000999531708658,-0.074774637818336,2011,-0.073775106109678,2
1182,1182,634980,4331460,-0.015128144063056,-0.074792213737965,2011,-0.089920357801021,2
1183,1183,635010,4331460,-0.022469907999039,-0.072810687124729,2011,-0.095280595123768,2
1184,1184,635040,4331460,-0.027595791965723,-0.072785750031471,2011,-0.100381541997194,2
1185,1185,635070,4331460,-0.031903959810734,-0.071421168744564,2011,-0.103325128555298,2
1186,1186,635100,4331460,-0.023835858330131,-0.062410652637482,2011,-0.086246510967613,2
1187,1187,635130,4331460,-0.022124497219920,-0.062512107193470,2011,-0.084636604413390,2
1188,1188,635160,4331460,-0.019520089030266,-0.067454017698765,2011,-0.086974106729031,2
1189,1189,635190,4331460,-0.021920751780272,-0.062868148088455,2011,-0.084788899868727,2
1190,1190,635220,4331460,-0.006428607739508,-0.056696929037571,2011,-0.063125536777079,2
1191,1191,635250,4331460,0.004795541986823,-0.070605307817459,2011,-0.065809765830636,2
1192,1192,635280,4331460,0.008952492848039,-0.077204078435898,2011,-0.068251585587859,2
1193,1193,635310,4331460,0.008366006426513,-0.088913954794407,2011,-0.080547948367894,2
1194,1194,635340,4331460,0.001334527507424,-0.092518121004105,2011,-0.091183593496681,2
1195,1195,635370,4331460,0.000992907211185,-0.104345992207527,2011,-0.103353084996342,2
1196,1196,635400,4331460,-0.006468159146607,-0.116983123123646,2011,-0.123451282270253,1
1197,1197,635430,4331460,-0.028562521561980,-0.134927481412888,2011,-0.163490002974868,1
1198,1198,635460,4331460,-0.034116093069315,-0.144343346357346,2011,-0.178459439426661,1
1199,1199,635490,4331460,-0.022694859653711,-0.133246794342995,2011,-0.155941653996706,1
1200,1200,635520,4331460,-0.022741043940187,-0.138594791293144,2011,-0.161335835233331,1
1201,1201,635550,4331460,-0.025376420468092,-0.146358415484428,2011,-0.171734835952520,1
1202,1202,635580,4331460,-0.012703731656075,-0.111884258687496,2011,-0.124587990343571,1
1203,1203,635610,4331460,-0.007809720002115,-0.093871667981148,2011,-0.101681387983263,2
1204,1204,635640,4331460,-0.015867067500949,-0.099709346890450,2011,-0.115576414391399,1
1205,1205,635670,4331460,-0.004010251723230,-0.096559852361679,2011,-0.100570104084909,2
1206,1206,635700,4331460,-0.000318622216582,-0.089497551321983,2011,-0.089816173538565,2
1207,1207,635730,4331460,-0.002552878111601,-0.087035030126572,2011,-0.089587908238173,2
1208,1208,635760,4331460,-0.005161059089005,-0.091723926365376,2011,-0.096884985454381,2
1209,1209,635790,4331460,-0.002493428066373,-0.087302945554256,2011,-0.089796373620629,2
1210,1210,635820,4331460,0.000492114573717,-0.092860057950020,2011,-0.092367943376303,2
1211,1211,635850,4331460,0.002980077639222,-0.091859921813011,2011,-0.088879844173789,2
1212,1212,635880,4331460,0.001973181962967,-0.091820143163204,2011,-0.089846961200237,2
1213,1213,635910,4331460,-0.006849652156234,-0.090878538787365,2011,-0.097728190943599,2
1214,1214,635940,4331460,-0.005305930040777,-0.097449883818626,2011,-0.102755813859403,2
1215,1215,635970,4331460,-0.002825563773513,-0.092770963907242,2011,-0.095596527680755,2
1216,1216,636000,4331460,-0.014822862111032,-0.097981788218021,2011,-0.112804650329053,2
1217,1217,636030,4331460,-0.012581001967192,-0.104123085737228,2011,-0.116704087704420,1
1218,1218,636060,4331460,-0.011818964034319,-0.104044839739800,2011,-0.115863803774119,1
1219,1219,636090,4331460,-0.014219635166228,-0.099458970129490,2011,-0.113678605295718,2
1220,1220,634020,4331430,-0.030021751299500,-0.113753579556942,2011,-0.143775330856442,1
1221,1221,634050,4331430,-0.009179457090795,-0.081942357122898,2011,-0.091121814213693,2
1222,1222,634080,4331430,-0.009503051638603,-0.069406941533089,2011,-0.078909993171692,2
1223,1223,634110,4331430,-0.012131487019360,-0.072468452155590,2011,-0.084599939174950,2
1224,1224,634140,4331430,-0.015168609097600,-0.083411142230034,2011,-0.098579751327634,2
1225,1225,634170,4331430,-0.028833944350481,-0.103113085031509,2011,-0.131947029381990,1
1226,1226,634200,4331430,-0.030828732997179,-0.111920379102230,2011,-0.142749112099409,1
1227,1227,634230,4331430,-0.034112907946110,-0.107914477586746,2011,-0.142027385532856,1
1228,1228,634260,4331430,-0.033179111778736,-0.117224954068661,2011,-0.150404065847397,1
1229,1229,634290,4331430,-0.039115726947784,-0.124997578561306,2011,-0.164113305509090,1
1230,1230,634320,4331430,-0.043470069766045,-0.128980994224548,2011,-0.172451063990593,1
1231,1231,634350,4331430,-0.038166396319866,-0.125177264213562,2011,-0.163343660533428,1
1232,1232,634380,4331430,-0.040187776088715,-0.132579058408737,2011,-0.172766834497452,1
1233,1233,634410,4331430,-0.039129048585892,-0.118047878146172,2011,-0.157176926732064,1
1234,1234,634440,4331430,-0.041415147483349,-0.118996217846870,2011,-0.160411365330219,1
1235,1235,634470,4331430,-0.039093606173992,-0.115872725844383,2011,-0.154966332018375,1
1236,1236,634500,4331430,-0.039655733853579,-0.114157520234585,2011,-0.153813254088164,1
1237,1237,634530,4331430,-0.038217335939407,-0.106905952095985,2011,-0.145123288035392,1
1238,1238,634560,4331430,-0.028090521693230,-0.089439958333969,2011,-0.117530480027199,1
1239,1239,634590,4331430,-0.028333485126495,-0.089729800820351,2011,-0.118063285946846,1
1240,1240,634620,4331430,-0.034399203956127,-0.093611747026443,2011,-0.128010950982570,1
1241,1241,634650,4331430,-0.035794541239738,-0.102366954088211,2011,-0.138161495327949,1
1242,1242,634680,4331430,-0.038348309695721,-0.102607443928719,2011,-0.140955753624440,1
1243,1243,634710,4331430,-0.038434676826000,-0.086511269211769,2011,-0.124945946037769,1
1244,1244,634740,4331430,-0.028849411755800,-0.082666605710983,2011,-0.111516017466783,2
1245,1245,634770,4331430,-0.028884859755635,-0.084841743111610,2011,-0.113726602867245,2
1246,1246,634800,4331430,-0.002746163867414,-0.070417225360870,2011,-0.073163389228284,2
1247,1247,634830,4331430,-0.000619758851826,-0.063129246234894,2011,-0.063749005086720,2
1248,1248,634860,4331430,0.007172144018114,-0.071414306759834,2011,-0.064242162741720,2
1249,1249,634890,4331430,-0.002592101693153,-0.087680891156197,2011,-0.090272992849350,2
1250,1250,634920,4331430,0.001719211228192,-0.082193866372108,2011,-0.080474655143916,2
1251,1251,634950,4331430,-0.010111992247403,-0.064658835530281,2011,-0.074770827777684,2
1252,1252,634980,4331430,-0.025830645114183,-0.071217976510525,2011,-0.097048621624708,2
1253,1253,635010,4331430,-0.035333629697561,-0.075920395553112,2011,-0.111254025250673,2
1254,1254,635040,4331430,-0.039357721805573,-0.074027962982655,2011,-0.113385684788228,2
1255,1255,635070,4331430,-0.042466364800930,-0.080940052866936,2011,-0.123406417667866,1
1256,1256,635100,4331430,-0.039204627275467,-0.069201610982418,2011,-0.108406238257885,2
1257,1257,635130,4331430,-0.028877584263682,-0.063651300966740,2011,-0.092528885230422,2
1258,1258,635160,4331430,-0.026865376159549,-0.077032126486301,2011,-0.103897502645850,2
1259,1259,635190,4331430,-0.033240787684917,-0.102126464247704,2011,-0.135367251932621,1
1260,1260,635220,4331430,-0.027763765305281,-0.095123767852783,2011,-0.122887533158064,1
1261,1261,635250,4331430,-0.012527547776699,-0.077584639191628,2011,-0.090112186968327,2
1262,1262,635280,4331430,0.001188705675304,-0.076154030859470,2011,-0.074965325184166,2
1263,1263,635310,4331430,-0.001027196645737,-0.074197456240654,2011,-0.075224652886391,2
1264,1264,635340,4331430,-0.007177047897130,-0.076813831925392,2011,-0.083990879822522,2
1265,1265,635370,4331430,0.009025549516082,-0.086350560188293,2011,-0.077325010672211,2
1266,1266,635400,4331430,0.010114690288901,-0.087248072028160,2011,-0.077133381739259,2
1267,1267,635430,4331430,-0.010817438364029,-0.115856602787972,2011,-0.126674041152001,1
1268,1268,635460,4331430,-0.021482340991497,-0.123603954911232,2011,-0.145086295902729,1
1269,1269,635490,4331430,-0.011024313047528,-0.122352160513401,2011,-0.133376473560929,1
1270,1270,635520,4331430,-0.003129871562123,-0.102831512689590,2011,-0.105961384251713,2
1271,1271,635550,4331430,-0.019201559945941,-0.125836744904518,2011,-0.145038304850459,1
1272,1272,635580,4331430,-0.022251343354583,-0.108633376657963,2011,-0.130884720012546,1
1273,1273,635610,4331430,0.000516820698977,-0.093857742846012,2011,-0.093340922147035,2
1274,1274,635640,4331430,-0.007177983410656,-0.098496034741402,2011,-0.105674018152058,2
1275,1275,635670,4331430,-0.007972327992320,-0.093897804617882,2011,-0.101870132610202,2
1276,1276,635700,4331430,-0.008249105885625,-0.084395304322243,2011,-0.092644410207868,2
1277,1277,635730,4331430,-0.017910916358232,-0.090653151273727,2011,-0.108564067631959,2
1278,1278,635760,4331430,-0.007922353222966,-0.090079106390476,2011,-0.098001459613442,2
1279,1279,635790,4331430,-0.003741381689906,-0.088674470782280,2011,-0.092415852472186,2
1280,1280,635820,4331430,-0.012241262942553,-0.091887369751930,2011,-0.104128632694483,2
1281,1281,635850,4331430,-0.011070526205003,-0.083927944302559,2011,-0.094998470507562,2
1282,1282,635880,4331430,-0.000659330748022,-0.079643227159977,2011,-0.080302557907999,2
1283,1283,635910,4331430,-0.003190344199538,-0.079139769077301,2011,-0.082330113276839,2
1284,1284,635940,4331430,-0.013499030843377,-0.085195995867252,2011,-0.098695026710629,2
1285,1285,635970,4331430,-0.016112254932523,-0.085168585181236,2011,-0.101280840113759,2
1286,1286,636000,4331430,-0.006576970219612,-0.085142597556114,2011,-0.091719567775726,2
1287,1287,636030,4331430,-0.006358693353832,-0.083855107426643,2011,-0.090213800780475,2
1288,1288,636060,4331430,-0.004772596992552,-0.082928985357285,2011,-0.087701582349837,2
1289,1289,636090,4331430,-0.009326871484518,-0.088705845177174,2011,-0.098032716661692,2
1290,1290,634020,4331400,-0.027893785387278,-0.124075375497341,2011,-0.151969160884619,1
1291,1291,634050,4331400,-0.002569977194071,-0.089716129004955,2011,-0.092286106199026,2
1292,1292,634080,4331400,0.004392243921757,-0.067334681749344,2011,-0.062942437827587,2
1293,1293,634110,4331400,-0.000958248972893,-0.068105503916740,2011,-0.069063752889633,2
1294,1294,634140,4331400,-0.013225663453341,-0.078014701604843,2011,-0.091240365058184,2
1295,1295,634170,4331400,-0.022419003769755,-0.091082014143467,2011,-0.113501017913222,2
1296,1296,634200,4331400,-0.021570587530732,-0.107099965214729,2011,-0.128670552745461,1
1297,1297,634230,4331400,-0.031852722167969,-0.114561691880226,2011,-0.146414414048195,1
1298,1298,634260,4331400,-0.032382890582085,-0.122231006622314,2011,-0.154613897204399,1
1299,1299,634290,4331400,-0.031028643250465,-0.113713823258877,2011,-0.144742466509342,1
1300,1300,634320,4331400,-0.032382890582085,-0.122231006622314,2011,-0.154613897204399,1
1301,1301,634350,4331400,-0.036171615123749,-0.116369962692261,2011,-0.152541577816010,1
1302,1302,634380,4331400,-0.038979709148407,-0.122852310538292,2011,-0.161832019686699,1
1303,1303,634410,4331400,-0.037770710885525,-0.124769121408463,2011,-0.162539832293988,1
1304,1304,634440,4331400,-0.038293886929750,-0.109319135546684,2011,-0.147613022476434,1
1305,1305,634470,4331400,-0.040479786694050,-0.115005396306515,2011,-0.155485183000565,1
1306,1306,634500,4331400,-0.034572880715132,-0.112678855657578,2011,-0.147251736372710,1
1307,1307,634530,4331400,-0.033345147967339,-0.110393561422825,2011,-0.143738709390164,1
1308,1308,634560,4331400,-0.027613807469606,-0.097149021923542,2011,-0.124762829393148,1
1309,1309,634590,4331400,-0.023698559030890,-0.096778169274330,2011,-0.120476728305220,1
1310,1310,634620,4331400,-0.029444769024849,-0.097957126796246,2011,-0.127401895821095,1
1311,1311,634650,4331400,-0.031283315271139,-0.095086462795734,2011,-0.126369778066873,1
1312,1312,634680,4331400,-0.032557509839535,-0.089630812406540,2011,-0.122188322246075,1
1313,1313,634710,4331400,-0.035111270844936,-0.089871302247047,2011,-0.124982573091983,1
1314,1314,634740,4331400,-0.034636437892914,-0.097172513604164,2011,-0.131808951497078,1
1315,1315,634770,4331400,-0.031275711953640,-0.098765239119530,2011,-0.130040951073170,1
1316,1316,634800,4331400,-0.019303122535348,-0.092556729912758,2011,-0.111859852448106,2
1317,1317,634830,4331400,-0.011743021197617,-0.063673496246338,2011,-0.075416517443955,2
1318,1318,634860,4331400,-0.001201218925416,-0.068395338952541,2011,-0.069596557877957,2
1319,1319,634890,4331400,-0.010453641414642,-0.076486706733704,2011,-0.086940348148346,2
1320,1320,634920,4331400,-0.022633759304881,-0.080809891223907,2011,-0.103443650528788,2
1321,1321,634950,4331400,-0.022727729752660,-0.061034932732582,2011,-0.083762662485242,2
1322,1322,634980,4331400,-0.029107231646776,-0.070890851318836,2011,-0.099998082965612,2
1323,1323,635010,4331400,-0.028504002839327,-0.072368033230305,2011,-0.100872036069632,2
1324,1324,635040,4331400,-0.033403690904379,-0.088443458080292,2011,-0.121847148984671,1
1325,1325,635070,4331400,-0.038980051875114,-0.097983092069626,2011,-0.136963143944740,1
1326,1326,635100,4331400,-0.040066622197628,-0.107208117842674,2011,-0.147274740040302,1
1327,1327,635130,4331400,-0.037195928394794,-0.094142079353333,2011,-0.131338007748127,1
1328,1328,635160,4331400,-0.033039927482605,-0.078650802373886,2011,-0.111690729856491,2
1329,1329,635190,4331400,-0.028372708708048,-0.090375661849976,2011,-0.118748370558024,1
1330,1330,635220,4331400,-0.024690248072147,-0.104095950722694,2011,-0.128786198794841,1
1331,1331,635250,4331400,-0.035910636186600,-0.091716855764389,2011,-0.127627491950989,1
1332,1332,635280,4331400,-0.030011342838407,-0.085711553692818,2011,-0.115722896531225,1
1333,1333,635310,4331400,-0.014914887025952,-0.079948477447033,2011,-0.094863364472985,2
1334,1334,635340,4331400,-0.003873896785080,-0.078546479344368,2011,-0.082420376129448,2
1335,1335,635370,4331400,-0.003423764370382,-0.084850005805492,2011,-0.088273770175874,2
1336,1336,635400,4331400,0.006712852977216,-0.085893377661705,2011,-0.079180524684489,2
1337,1337,635430,4331400,-0.005575460381806,-0.096334174275398,2011,-0.101909634657204,2
1338,1338,635460,4331400,-0.001467233523726,-0.099492214620113,2011,-0.100959448143839,2
1339,1339,635490,4331400,0.004131246358156,-0.091987781226635,2011,-0.087856534868479,2
1340,1340,635520,4331400,0.016677701845765,-0.076834425330162,2011,-0.060156723484397,2
1341,1341,635550,4331400,0.007867453619838,-0.102705068886280,2011,-0.094837615266442,2
1342,1342,635580,4331400,-0.025066357105970,-0.120438031852245,2011,-0.145504388958215,1
1343,1343,635610,4331400,-0.009446141310036,-0.103324525058270,2011,-0.112770666368306,2
1344,1344,635640,4331400,-0.009236688725650,-0.106951504945755,2011,-0.116188193671405,1
1345,1345,635670,4331400,-0.015741502866149,-0.114446021616459,2011,-0.130187524482608,1
1346,1346,635700,4331400,-0.017819514498115,-0.100305534899235,2011,-0.118125049397350,1
1347,1347,635730,4331400,-0.023021578788757,-0.097985751926899,2011,-0.121007330715656,1
1348,1348,635760,4331400,-0.018299361690879,-0.099448099732399,2011,-0.117747461423278,1
1349,1349,635790,4331400,-0.009722936898470,-0.093822032213211,2011,-0.103544969111681,2
1350,1350,635820,4331400,-0.008561026304960,-0.090777084231377,2011,-0.099338110536337,2
1351,1351,635850,4331400,-0.015422957018018,-0.089652992784977,2011,-0.105075949802995,2
1352,1352,635880,4331400,-0.015381831675768,-0.089414976537228,2011,-0.104796808212996,2
1353,1353,635910,4331400,-0.009214884601533,-0.084117516875267,2011,-0.093332401476800,2
1354,1354,635940,4331400,-0.003552490845323,-0.076964914798737,2011,-0.080517405644060,2
1355,1355,635970,4331400,-0.000358161516488,-0.076434299349785,2011,-0.076792460866273,2
1356,1356,636000,4331400,-0.002658229321241,-0.073212124407291,2011,-0.075870353728532,2
1357,1357,636030,4331400,-0.010649769566953,-0.079809434711933,2011,-0.090459204278886,2
1358,1358,636060,4331400,-0.013810275122523,-0.090132400393486,2011,-0.103942675516009,2
1359,1359,636090,4331400,-0.010449539870024,-0.091725118458271,2011,-0.102174658328295,2
1360,1360,636120,4331400,-0.003846051171422,-0.083852633833885,2011,-0.087698685005307,2
1361,1361,634020,4331370,-0.034095503389835,-0.130102619528770,2011,-0.164198122918605,1
1362,1362,634050,4331370,-0.007809411734343,-0.107580810785294,2011,-0.115390222519637,1
1363,1363,634080,4331370,0.002914637327194,-0.075232125818729,2011,-0.072317488491535,2
1364,1364,634110,4331370,0.001737864688039,-0.066211499273777,2011,-0.064473634585738,2
1365,1365,634140,4331370,-0.006796200759709,-0.064340099692345,2011,-0.071136300452054,2
1366,1366,634170,4331370,-0.005906006321311,-0.089121095836163,2011,-0.095027102157474,2
1367,1367,634200,4331370,-0.021561101078987,-0.111186556518078,2011,-0.132747657597065,1
1368,1368,634230,4331370,-0.030294138938189,-0.133198648691177,2011,-0.163492787629366,1
1369,1369,634260,4331370,-0.035122975707054,-0.144303590059280,2011,-0.179426565766334,1
1370,1370,634290,4331370,-0.038009837269783,-0.138368517160416,2011,-0.176378354430199,1
1371,1371,634320,4331370,-0.030570918694139,-0.123696126043797,2011,-0.154267044737936,1
1372,1372,634350,4331370,-0.028359126299620,-0.110414296388626,2011,-0.138773422688246,1
1373,1373,634380,4331370,-0.030004657804966,-0.111072510480881,2011,-0.141077168285847,1
1374,1374,634410,4331370,-0.030817981809378,-0.108747556805611,2011,-0.139565538614989,1
1375,1375,634440,4331370,-0.039655733853579,-0.114157520234585,2011,-0.153813254088164,1
1376,1376,634470,4331370,-0.043520998209715,-0.110709659755230,2011,-0.154230657964945,1
1377,1377,634500,4331370,-0.035321932286024,-0.094837576150894,2011,-0.130159508436918,1
1378,1378,634530,4331370,-0.028137350454926,-0.086407050490379,2011,-0.114544400945305,1
1379,1379,634560,4331370,-0.027337983250618,-0.084561496973038,2011,-0.111899480223656,2
1380,1380,634590,4331370,-0.028180388733745,-0.084903441369534,2011,-0.113083830103279,2
1381,1381,634620,4331370,-0.023795673623681,-0.083854839205742,2011,-0.107650512829423,2
1382,1382,634650,4331370,-0.027203872799873,-0.082008391618729,2011,-0.109212264418602,2
1383,1383,634680,4331370,-0.036005519330502,-0.093624100089073,2011,-0.129629619419575,1
1384,1384,634710,4331370,-0.034552302211523,-0.098438113927841,2011,-0.132990416139364,1
1385,1385,634740,4331370,-0.042684301733971,-0.107096783816814,2011,-0.149781085550785,1
1386,1386,634770,4331370,-0.041127938777208,-0.111616753041744,2011,-0.152744691818952,1
